,year,month,ID,date_of_placement,justification,length,num_points,in_place_Sim
2029,2013,2,8000168613,18,0,120,1,1
2030,2013,2,8001773013,21,0,360,1,1
2031,2013,2,8000169213,18,0,240,1,1
2032,2013,2,8000176913,6,0,360,1,1
2033,0,0,8000179813,0,0,0,0,0
2034,2013,2,8000183513,5,0,120,1,1
2035,2013,2,8001845113,21,0,120,1,1
2036,2013,4,8000702213,2,0,120,1,1
2037,2013,2,8000185813,6,0,440,2,1
2038,2013,5,8000186413,22,0,120,1,1
2039,0,0,8000188713,0,0,0,0,0
2040,2013,1,8000580413,31,0,240,1,1
2041,2013,4,8000456113,2,0,120,1,1
2042,2013,1,8000464413,8,0,120,1,1
2043,2013,1,8000205913,7,0,200,1,1
2044,2013,2,8001880113,22,0,240,1,1
2045,2013,4,8002055413,3,0,840,1,1
2046,2013,4,8000189313,3,0,120,1,1
2047,2013,1,8000377413,10,0,320,1,1
2048,2013,2,8001747013,22,0,120,1,1
2049,2013,1,8000467313,4,0,120,1,1
2050,2013,4,8000472713,3,0,240,1,1
2051,2013,2,8001748613,22,0,240,1,1
2052,2013,2,8000293513,25,0,120,1,1
2053,2013,1,8000409313,11,0,120,1,1
2054,2013,2,8000429413,19,0,160,1,1
2055,2013,2,8001769313,22,0,360,1,1
2056,2013,4,8002156513,3,0,240,1,1
2057,2013,1,8004717612,3,0,320,1,1
2058,2013,4,8000707413,3,0,160,1,1
2059,2013,4,8000747613,4,0,120,1,1
2060,2013,1,8000624113,18,0,120,1,1
2061,2013,1,8000451013,14,0,560,1,1
2062,2013,1,8000453213,14,0,120,1,1
2063,2013,1,8000073513,10,0,320,1,1
2064,2013,1,8000074113,10,0,640,1,1
2065,2013,4,8000337213,4,0,160,1,1
2066,2013,2,8001896513,21,0,120,1,1
2067,2013,4,8000194713,2,0,120,1,1
2068,2013,4,8000493413,1,0,80,1,1
2069,2013,6,8008075713,18,0,240,1,1
2070,2013,7,8009748513,19,0,160,1,1
2071,2013,2,8002141813,26,0,240,1,1
2072,2013,1,8000552013,31,0,120,1,1
2073,2013,2,8001835613,20,0,120,1,1
2074,2013,2,8007142412,27,0,240,1,1
2075,2013,4,8003522513,2,0,240,1,1
2076,2013,2,8001695013,20,0,360,1,1
2077,2013,4,8000739313,4,0,360,1,1
2078,2013,2,8001696613,20,0,240,1,1
2079,2013,3,8000524713,6,0,160,1,1
2080,2013,2,8000567813,18,0,320,1,1
2081,2013,4,8000529913,18,0,120,1,1
2082,2013,2,8001697213,20,0,240,1,1
2083,2013,2,8001682513,19,0,120,1,1
2084,2013,4,8002054813,4,0,120,1,1
2085,2013,2,8001700313,19,0,280,1,1
2086,2013,2,8001683113,20,0,280,1,1
2087,2013,2,8001685413,20,0,240,1,1
2088,2013,2,8001694313,20,0,240,1,1
2089,2013,2,8001693713,20,0,240,1,1
2090,0,0,8001749213,0,0,0,0,0
2091,2013,4,8003453313,1,0,120,1,1
2092,2013,1,8000015513,14,0,640,1,1
2093,2013,1,8000664313,21,0,360,1,1
2094,2013,5,8000499213,6,0,120,1,1
2095,2013,4,8000650213,4,0,120,1,1
2096,2013,4,8002053113,4,0,120,1,1
2097,2013,2,8000767713,22,0,80,1,1
2098,2013,4,8002528013,10,0,120,1,1
2099,2013,4,8002529613,10,0,120,1,1
2100,2013,1,8001799013,11,0,160,1,1
2101,2013,2,8001803713,19,0,80,1,1
2102,2013,2,8001806613,19,0,80,1,1
2103,2013,2,8001807213,20,0,120,1,1
2104,2013,2,8001808913,19,0,120,1,1
2105,2013,2,8001782013,20,0,240,1,1
2106,2013,2,8001811013,26,0,120,1,1
2107,2013,2,8001824413,26,0,280,1,1
2108,2013,3,8000824013,6,0,120,1,1
2109,2013,2,8001567113,18,0,120,1,1
2110,2013,2,8001496713,18,0,120,1,1
2111,2013,2,8001515113,18,0,240,1,1
2112,2013,2,8001509113,18,0,120,1,1
2113,2013,2,8001577713,18,0,120,1,1
2114,2013,2,8001498013,18,0,120,1,1
2115,2013,2,8001497313,18,0,120,1,1
2116,2013,2,8001479513,18,0,240,1,1
2117,2013,2,8000893213,1,0,240,1,1
2118,2013,2,8002142413,26,0,120,1,1
2119,2012,7,8003954412,11,0,120,1,1
2120,2013,3,8001600913,5,0,360,1,1
2121,0,0,8001601513,0,0,0,0,0
2122,2013,1,8000105413,16,0,320,1,1
2123,2013,6,8007699713,25,0,240,1,1
2124,2013,3,8001607313,27,0,160,1,1
2125,2013,1,8000104813,16,0,320,1,1
2126,2013,2,8001612713,27,0,120,1,1
2127,2013,2,8000917913,19,0,80,1,1
2128,2013,3,8000121013,20,0,280,1,1
2129,2013,5,8002331113,17,0,480,1,1
2130,2013,2,8001622213,18,0,120,1,1
2131,2013,2,8001623913,18,0,120,1,1
2132,2013,2,8001629713,28,0,120,1,1
2133,0,0,8000187013,0,0,0,0,0
2134,0,0,8003478613,0,0,0,0,0
2135,2013,1,8000345513,9,0,240,1,1
2136,2013,2,8000981913,1,0,120,1,1
2137,2013,5,8003209513,17,0,120,1,1
2138,2012,7,8008007312,3,0,480,1,1
2139,2013,1,8000329013,18,0,320,1,1
2140,0,0,8000003713,0,0,0,0,0
2141,2013,2,8001639213,18,0,120,1,1
2142,2013,2,8001642313,18,0,120,1,1
2143,2013,2,8001645213,18,0,80,1,1
2144,2013,2,8007006312,18,0,240,1,1
2145,2013,5,8005472513,17,0,280,1,1
2146,2013,2,8001620013,19,0,240,1,1
2147,2013,2,8001625113,19,0,120,1,1
2148,2013,2,8001507913,19,0,240,1,1
2149,2013,5,8003813013,2,0,240,1,1
2150,2013,2,8001450713,19,0,120,1,1
2151,2013,2,8001556013,19,0,440,1,1
2152,2013,2,8001559913,19,0,280,1,1
2153,2013,2,8001637013,19,0,160,1,1
2154,2013,2,8001636313,19,0,360,1,1
2155,2013,2,8001103513,7,0,80,1,1
2156,2013,2,8001630513,19,0,240,1,1
2157,2013,4,8001106413,3,0,160,1,1
2158,2013,5,8001531713,18,0,240,1,1
2159,2013,6,8001151013,13,0,360,1,1
2160,2013,2,8001533013,22,0,120,1,1
2161,2013,3,8001154913,11,0,240,1,1
2162,2013,2,8001536913,23,0,480,1,1
2163,2013,2,8002143013,26,0,120,1,1
2164,2013,2,8001160913,5,0,160,1,1
2165,2013,2,8001159013,5,0,120,1,1
2166,2013,2,8001157813,5,0,360,1,1
2167,2013,2,8001120713,5,0,160,1,1
2168,2013,2,8000101913,5,0,280,1,1
2169,2013,2,8001115313,5,0,280,1,1
2170,2013,2,8001075113,5,0,240,1,1
2171,2013,2,8000973613,6,0,280,1,1
2172,2013,2,8000913313,6,0,120,1,1
2173,2013,2,8000912713,6,0,120,1,1
2174,2013,2,8000892613,6,0,120,1,1
2175,2013,2,8000880813,6,0,160,1,1
2176,2013,2,8000872513,6,0,840,1,1
2177,2013,2,8001196313,19,0,80,1,1
2178,2013,5,8001542913,15,0,240,1,1
2179,2013,6,8001543513,5,0,120,1,1
2180,2013,2,8001215813,6,0,120,1,1
2181,2013,5,8001544113,15,0,120,1,1
2182,2013,2,8001219313,6,0,120,1,1
2183,2013,2,8001530013,18,0,280,1,1
2184,2013,2,8001221813,6,0,120,1,1
2185,2013,2,8001484913,18,0,160,1,1
2186,2013,2,8001223013,6,0,120,1,1
2187,2013,4,8001547013,3,0,600,1,1
2188,2013,2,8001226013,6,0,360,1,1
2189,2013,2,8001228213,6,0,240,1,1
2190,2013,3,8001548713,14,0,240,1,1
2191,2013,2,8001229913,6,0,360,1,1
2192,2013,2,8001230713,6,0,240,1,1
2193,2013,2,8001550113,15,0,160,1,1
2194,2013,5,8001233613,23,0,120,1,1
2195,2013,3,8009013712,20,0,120,1,1
2196,2013,2,8001235913,6,0,240,1,1
2197,2013,6,8001555313,10,0,280,1,1
2198,2013,2,8001242513,6,0,120,1,1
2199,2013,2,8001245413,6,0,120,1,1
2200,2013,2,8001250813,7,0,120,1,1
2201,2013,2,8001246013,7,0,120,1,1
2202,2013,2,8001231313,7,0,160,1,1
2203,2013,2,8001218713,7,0,240,1,1
2204,2013,2,8001213513,7,0,480,1,1
2205,2013,2,8001205213,7,0,120,1,1
2206,2013,2,8000810013,7,0,160,1,1
2207,2013,2,8000869413,7,0,240,1,1
2208,2013,2,8007091012,27,0,240,1,1
2209,2013,2,8001553013,18,0,240,1,1
2210,2013,2,8001276713,5,0,240,1,1
2211,2013,4,8001558213,22,0,120,1,1
2212,2013,2,8001277313,5,0,120,1,1
2213,2013,2,8001520513,18,0,120,1,1
2214,2013,2,8001278013,7,0,120,1,1
2215,2013,2,8001519713,18,0,120,1,1
2216,2013,2,8001279613,7,0,120,1,1
2217,2013,2,8001281013,7,0,120,1,1
2218,2013,2,8001282713,7,0,240,1,1
2219,2013,2,8001518013,18,0,120,1,1
2220,2013,2,8001283313,7,0,360,1,1
2221,2013,2,8001285613,7,0,240,1,1
2222,2013,2,8001286213,7,0,240,1,1
2223,2013,6,8001564213,11,0,120,1,1
2224,2013,2,8001287913,7,0,120,1,1
2225,2013,2,8001288513,7,0,120,1,1
2226,2013,2,8001289113,7,0,240,1,1
2227,0,0,8001570213,0,0,0,0,0
2228,2013,2,8001290013,7,0,240,1,1
2229,2013,4,8001291613,30,0,280,1,1
2230,2013,3,8001593213,5,0,240,1,1
2231,2013,2,8007089612,27,0,240,1,1
2232,2013,6,8001596113,14,0,120,1,1
2233,2013,2,8001597813,20,0,120,1,1
2234,2013,3,8002313313,8,0,80,1,1
2235,2012,6,8003419112,27,0,120,1,1
2236,2012,7,8004715312,2,0,360,1,1
2237,2013,2,8007069512,15,0,120,1,1
2238,2013,1,8000148513,7,0,240,1,1
2239,2012,7,8004929312,20,0,80,1,1
2240,2013,2,8007011712,15,0,200,1,1
2241,2013,2,8001526313,20,0,120,1,1
2242,2013,2,8001525713,18,0,280,1,1
2243,2013,2,8001523413,18,0,480,1,1
2244,2013,2,8001522813,18,0,160,1,1
2245,2014,1,8000861114,21,0,120,1,1
2246,2013,3,8001334713,5,0,120,1,1
2247,0,0,8001337613,0,0,0,0,0
2248,2013,2,8001328713,14,0,160,1,1
2249,2013,2,8001323513,14,0,480,1,1
2250,2013,2,8001322913,14,0,160,1,1
2251,2013,2,8001320613,14,0,120,1,1
2252,2013,2,8001313013,7,0,160,1,1
2253,2013,2,8001312313,7,0,120,1,1
2254,2013,2,8001311713,7,0,120,1,1
2255,2013,3,8001459413,6,0,160,1,1
2256,2012,7,8005386312,27,0,240,1,1
2257,0,0,8001473713,0,0,0,0,0
2258,2013,3,8001364313,6,0,240,1,1
2259,2013,6,8001474313,11,0,120,1,1
2260,0,0,8001475013,0,0,0,0,0
2261,0,0,8001370313,0,0,0,0,0
2262,2013,2,8001375513,14,0,240,1,1
2263,2013,2,8001377813,14,0,120,1,1
2264,2013,5,8003249713,17,0,160,1,1
2265,2013,2,8001378413,14,0,240,1,1
2266,2013,2,8001379013,14,0,120,1,1
2267,2013,4,8001487813,25,0,120,1,1
2268,2013,2,8001381513,14,0,120,1,1
2269,2013,3,8001490913,14,0,240,1,1
2270,2013,2,8001382113,14,0,120,1,1
2271,2013,2,8001383813,14,0,120,1,1
2272,2013,2,8001494413,27,0,360,1,1
2273,2013,2,8001385013,14,0,120,1,1
2274,2013,2,8001499613,25,0,160,1,1
2275,2013,2,8001386713,14,0,120,1,1
2276,2013,2,8001387313,14,0,120,1,1
2277,0,0,8001505613,0,0,0,0,0
2278,2013,2,8001389613,14,0,120,1,1
2279,0,0,8001510013,0,0,0,0,0
2280,2013,2,8001391013,14,0,120,1,1
2281,0,0,8007009212,0,0,0,0,0
2282,2013,6,8007010012,21,0,120,1,1
2283,2013,2,8001394013,14,0,120,1,1
2284,2013,2,8001395613,14,0,120,1,1
2285,2013,2,8001504013,21,0,120,1,1
2286,2013,2,8001396213,14,0,120,1,1
2287,2013,2,8007037612,15,0,120,1,1
2288,2013,4,8002530413,10,0,120,1,1
2289,2013,3,8001514513,1,0,160,1,1
2290,2013,3,8001415713,13,0,200,1,1
2291,2013,2,8007036012,15,0,120,1,1
2292,2013,2,8001402213,14,0,240,1,1
2293,2013,2,8001397913,14,0,160,1,1
2294,2013,2,8001393313,15,0,240,1,1
2295,2013,2,8001392713,15,0,120,1,1
2296,2013,2,8001390413,15,0,120,1,1
2297,2013,2,8001384413,15,0,240,1,1
2298,2013,2,8001380913,15,0,120,1,1
2299,2013,2,8001369513,15,0,440,1,1
2300,2013,2,8001354813,15,0,160,1,1
2301,2013,2,8001353113,15,0,120,1,1
2302,2013,2,8000817413,15,0,240,1,1
2303,2013,2,8000482213,15,0,240,1,1
2304,2013,3,8001517413,1,0,120,1,1
2305,2013,2,8007072612,15,0,120,1,1
2306,2013,2,8007109712,27,0,240,1,1
2307,2013,2,8007088012,27,0,280,1,1
2308,2013,4,8002531013,10,0,120,1,1
2309,2013,3,8000123213,20,0,120,1,1
2310,2013,2,8007166012,27,0,240,1,1
2311,2013,2,8007222812,27,0,240,1,1
2312,2013,2,8007086712,27,0,120,1,1
2313,2013,2,8002106813,25,0,120,1,1
2314,2013,3,8002315613,8,0,200,1,1
2315,2013,3,8002260713,4,0,240,1,1
2316,2013,4,8002316213,26,0,120,1,1
2317,2013,3,8002264213,6,0,80,1,1
2318,2013,3,8002265913,5,0,120,1,1
2319,2013,3,8002266513,5,0,120,1,1
2320,2013,3,8002267113,4,0,240,1,1
2321,2013,3,8002319113,7,0,240,2,1
2322,2013,2,8002144713,26,0,120,1,1
2323,2013,2,8002145313,26,0,120,1,1
2324,2013,2,8002146013,26,0,120,1,1
2325,2013,2,8002147613,26,0,120,1,1
2326,2013,4,8002254713,4,0,240,1,1
2327,2013,2,8002149913,26,0,120,1,1
2328,2013,2,8002150713,26,0,120,1,1
2329,2013,2,8002151313,26,0,120,1,1
2330,2013,4,8002157113,9,0,160,1,1
2331,2013,2,8002154213,26,0,120,1,1
2332,2013,2,8002155913,26,0,120,1,1
2333,2013,4,8002160213,9,0,120,1,1
2334,2013,2,8002158813,26,0,120,1,1
2335,2013,4,8003834713,9,0,120,1,1
2336,2013,2,8002161913,26,0,120,1,1
2337,2013,2,8002162513,26,0,120,1,1
2338,2013,5,8007415913,9,0,120,1,1
2339,2013,2,8002166013,27,0,120,1,1
2340,2013,6,8002272513,14,0,720,1,1
2341,2013,2,8002169013,27,0,240,1,1
2342,2013,2,8002174313,27,0,240,1,1
2343,2013,2,8002176613,27,0,120,1,1
2344,2013,2,8002177213,27,0,120,1,1
2345,2013,2,8007258212,28,0,120,1,1
2346,2013,2,8007230012,28,0,120,1,1
2347,2013,2,8007167712,28,0,200,1,1
2348,2013,2,8007265912,28,0,240,1,1
2349,2013,2,8007084412,28,0,240,1,1
2350,2013,2,8007275412,28,0,120,1,1
2351,2013,2,8007277712,28,0,240,1,1
2352,2013,2,8007276012,28,0,120,1,1
2353,2013,2,8007294912,28,0,240,1,1
2354,2013,2,8007264212,28,0,240,1,1
2355,2013,3,8002274813,7,0,360,1,1
2356,2013,4,8002195013,9,0,120,1,1
2357,2013,3,8002322213,6,0,80,1,1
2358,0,0,8002204013,0,0,0,0,0
2359,2013,7,8002280813,17,0,360,1,1
2360,2013,6,8002283713,12,0,120,1,1
2361,2013,4,8002333413,3,0,160,1,1
2362,2013,3,8002335713,21,0,160,1,1
2363,2013,3,8002334013,19,0,80,1,1
2364,2013,3,8002303813,6,0,360,1,1
2365,2013,3,8002343013,13,0,120,1,1
2366,2013,7,8002360113,4,0,280,1,1
2367,2013,3,8002366013,12,0,120,1,1
2368,2013,3,8002367613,11,0,160,1,1
2369,2013,3,8007080912,1,0,160,1,1
2370,2013,3,8007085012,1,0,120,1,1
2371,2013,3,8007083812,1,0,600,1,1
2372,2013,3,8002371313,6,0,240,1,1
2373,0,0,8002297813,0,0,0,0,0
2374,2013,6,8004803813,11,0,120,1,1
2375,2013,3,8002449213,11,0,120,1,1
2376,2013,3,8003256313,26,0,320,1,1
2377,2013,4,8002532713,10,0,120,1,1
2378,0,0,8002452313,0,0,0,0,0
2379,2013,3,8002392013,5,0,160,1,1
2380,2013,3,8007297812,1,0,240,1,1
2381,2013,3,8007082112,1,0,120,1,1
2382,2013,3,8007298412,4,0,360,1,1
2383,2013,3,8007471812,4,0,120,1,1
2384,2013,3,8002393713,8,0,120,1,1
2385,2013,3,8007470112,4,0,120,1,1
2386,2013,3,8007480712,4,0,160,1,1
2387,2013,3,8008048112,4,0,120,1,1
2388,2013,3,8008049812,4,0,120,1,1
2389,2013,3,8007539112,4,0,160,1,1
2390,2013,3,8002398913,11,0,120,1,1
2391,2013,3,8008051212,4,0,120,1,1
2392,2013,3,8008052912,4,0,240,1,1
2393,2013,3,8007532712,4,0,120,1,1
2394,2013,3,8002399513,12,0,120,1,1
2395,2013,3,8007496012,4,0,120,1,1
2396,2013,3,8002582413,1,0,80,1,1
2397,2013,3,8007939012,7,0,120,1,1
2398,0,0,8002501413,0,0,0,0,0
2399,2013,3,8002502013,11,0,120,1,1
2400,2013,5,8001516813,24,0,320,1,1
2401,2013,3,8007778612,7,0,120,1,1
2402,2013,3,8007899812,7,0,120,1,1
2403,2013,2,8002506613,28,0,120,1,1
2404,2013,3,8007954912,7,0,360,1,1
2405,2013,4,8002534013,11,0,240,1,1
2406,2013,4,8002535613,11,0,120,1,1
2407,2013,4,8002537913,11,0,120,1,1
2408,2013,4,8002539113,11,0,120,1,1
2409,2013,4,8002542213,11,0,120,1,1
2410,2013,4,8002544513,11,0,120,1,1
2411,2013,5,8002507213,3,0,360,1,1
2412,2013,4,8002564613,11,0,120,1,1
2413,2013,3,8007941412,7,0,120,1,1
2414,2013,4,8002565213,11,0,240,1,1
2415,2013,4,8002566913,11,0,240,1,1
2416,2013,3,8007279012,7,0,120,1,1
2417,2013,2,8002521513,28,0,120,1,1
2418,2013,4,8002567513,11,0,240,1,1
2419,2013,4,8002576413,11,0,120,1,1
2420,2013,3,8007961512,7,0,120,1,1
2421,2013,2,8002527313,28,0,120,1,1
2422,2013,4,8002577013,12,0,160,1,1
2423,2013,4,8002578713,12,0,240,1,1
2424,2013,4,8002579313,12,0,120,1,1
2425,2013,4,8002581813,12,0,240,1,1
2426,2013,4,8002580113,12,0,240,1,1
2427,2013,3,8008088312,7,0,120,1,1
2428,2013,2,8002540013,28,0,240,1,1
2429,2013,3,8002583013,1,0,240,1,1
2430,2013,2,8002541613,28,0,240,1,1
2431,2013,4,8002584713,12,0,120,1,1
2432,2013,4,8002589913,12,0,120,1,1
2433,2013,3,8007779212,6,0,120,1,1
2434,2013,3,8007840312,6,0,120,1,1
2435,2013,3,8007841012,6,0,240,1,1
2436,2013,3,8007938312,6,0,120,1,1
2437,2013,3,8008151712,7,0,240,1,1
2438,2013,3,8002585313,1,0,80,1,1
2439,2013,4,8002588213,12,0,120,1,1
2440,2013,4,8002594213,12,0,120,1,1
2441,2013,4,8002598813,15,0,240,1,1
2442,2013,3,8002545113,1,0,120,1,1
2443,2013,3,8002586013,1,0,120,1,1
2444,2013,4,8002602513,15,0,240,1,1
2445,2013,4,8002608313,15,0,400,1,1
2446,2013,3,8002590713,1,0,240,1,1
2447,2013,3,8002591313,4,0,120,1,1
2448,2013,3,8002592013,4,0,120,1,1
2449,2013,4,8002611413,15,0,120,1,1
2450,2013,3,8002595913,4,0,120,1,1
2451,2013,3,8002596513,4,0,120,1,1
2452,2013,3,8002597113,4,0,240,1,1
2453,2013,4,8002620313,15,0,240,1,1
2454,2013,3,8002599413,4,0,360,1,1
2455,2013,3,8002600213,4,0,200,1,1
2456,2013,3,8002601913,4,0,120,1,1
2457,2013,4,8002621013,15,0,240,1,1
2458,2013,3,8002603113,4,0,240,1,1
2459,2013,3,8002604813,4,0,120,1,1
2460,2013,3,8002605413,4,0,360,1,1
2461,2013,3,8002606013,5,0,120,1,1
2462,2013,3,8002607713,5,0,120,1,1
2463,2013,4,8002623213,15,0,120,1,1
2464,2013,3,8002609013,5,0,120,1,1
2465,2013,3,8002610813,5,0,120,1,1
2466,2013,4,8002624913,15,0,120,1,1
2467,2013,3,8002612013,5,0,120,1,1
2468,2013,3,8002614313,5,0,120,1,1
2469,2013,3,8002615013,5,0,120,1,1
2470,2013,3,8002617213,5,0,360,1,1
2471,2013,3,8002618913,5,0,240,1,1
2472,2013,4,8002626113,15,0,120,1,1
2473,2013,3,8002625513,5,0,120,1,1
2474,2013,3,8002628413,5,0,240,1,1
2475,2013,8,8002647913,12,0,80,1,1
2476,2013,5,8005235313,7,0,120,1,1
2477,2013,3,8002830813,19,0,240,1,1
2478,2013,3,8002831413,19,0,240,1,1
2479,2013,3,8002872213,1,0,120,1,1
2480,2013,3,8003257013,4,0,240,1,1
2481,2013,4,8002232313,5,0,240,1,1
2482,0,0,8002874513,0,0,0,0,0
2483,2013,4,8002278313,5,0,240,1,1
2484,2013,4,8003587013,5,0,240,1,1
2485,2013,3,8002876813,1,0,120,1,1
2486,2013,3,8002877413,4,0,240,1,1
2487,2013,3,8008204312,8,0,120,1,1
2488,2013,3,8008205012,8,0,120,1,1
2489,2013,3,8008227312,8,0,120,1,1
2490,2013,3,8008250512,8,0,120,1,1
2491,2013,3,8008207212,8,0,120,1,1
2492,2013,3,8008251112,8,0,160,1,1
2493,2013,3,8008206612,8,0,120,1,1
2494,2013,3,8008253412,8,0,120,1,1
2495,2013,5,8004954613,28,0,120,1,1
2496,2013,3,8008254012,8,0,160,1,1
2497,2013,3,8008263012,8,0,120,1,1
2498,2013,3,8008359712,8,0,120,1,1
2499,2013,3,8008303112,8,0,120,1,1
2500,2013,3,8008319512,8,0,120,1,1
2501,2013,5,8004955213,7,0,120,1,1
2502,2013,3,8008405912,8,0,160,1,1
2503,2013,4,8002722013,5,0,120,1,1
2504,2014,3,8002728913,19,0,120,1,1
2505,2013,4,8003630213,5,0,120,1,1
2506,2013,3,8002804713,11,0,240,1,1
2507,2013,5,8004644713,27,0,120,1,1
2508,2013,3,8002805313,11,0,120,1,1
2509,2013,3,8002806013,11,0,120,1,1
2510,2013,3,8002807613,11,0,120,1,1
2511,2013,3,8002808213,11,0,360,1,1
2512,2013,3,8002809913,11,0,120,1,1
2513,2013,3,8002882813,4,0,120,1,1
2514,2013,3,8002810713,11,0,160,1,1
2515,2013,4,8002510313,10,0,120,1,1
2516,2013,3,8002811313,11,0,120,1,1
2517,2013,3,8002884013,4,0,360,1,1
2518,2013,3,8002813613,12,0,120,1,1
2519,2013,3,8002814213,12,0,160,1,1
2520,2013,3,8002815913,12,0,240,1,1
2521,2013,3,8002816513,12,0,240,1,1
2522,2013,3,8002817113,12,0,240,1,1
2523,2013,3,8002885713,5,0,120,1,1
2524,2013,5,8003268113,19,0,120,1,1
2525,2013,4,8003643713,5,0,240,1,1
2526,2013,3,8002978513,13,0,120,1,1
2527,2013,3,8002980013,13,0,120,1,1
2528,2013,5,8005488913,17,0,240,1,1
2529,2013,3,8002981613,13,0,120,1,1
2530,2013,5,8005499013,17,0,240,1,1
2531,2013,5,8003274113,21,0,120,1,1
2532,2013,5,8005509613,17,0,120,1,1
2533,2013,3,8002898113,19,0,120,1,1
2534,2013,5,8005523913,17,0,480,1,1
2535,2013,5,8003279313,21,0,240,1,1
2536,2013,5,8005079113,9,0,120,1,1
2537,2013,3,8002982213,13,0,120,1,1
2538,2013,3,8002923613,6,0,120,1,1
2539,2013,3,8002983913,13,0,120,1,1
2540,2013,3,8002924213,6,0,120,1,1
2541,2013,3,8002984513,13,0,200,1,1
2542,2013,3,8002925913,6,0,120,1,1
2543,2013,3,8002985113,13,0,120,1,1
2544,2013,3,8002926513,6,0,120,1,1
2545,2013,5,8005615013,19,0,320,1,1
2546,2013,3,8002986813,13,0,360,1,1
2547,2013,3,8002928813,6,0,80,1,1
2548,2013,3,8002987413,2,0,120,1,1
2549,2013,3,8002929413,6,0,80,1,1
2550,2013,3,8002988013,2,0,240,1,1
2551,2013,3,8002930213,6,0,320,1,1
2552,2013,3,8008406512,12,0,240,1,1
2553,2013,3,8008468012,12,0,120,1,1
2554,2013,3,8008550912,12,0,360,1,1
2555,2013,3,8008471112,12,0,360,1,1
2556,2013,3,8008185912,12,0,360,1,1
2557,2013,3,8008005012,12,0,240,1,1
2558,2013,3,8008556712,13,0,240,1,1
2559,2013,3,8008553812,13,0,120,1,1
2560,2013,3,8002989713,2,0,120,1,1
2561,2013,3,8008562712,13,0,120,1,1
2562,2013,3,8008561012,13,0,240,1,1
2563,2013,3,8008589212,13,0,240,1,1
2564,2013,3,8002931913,6,0,120,1,1
2565,0,0,8006092113,0,0,0,0,0
2566,2013,3,8002990513,2,0,120,1,1
2567,2013,3,8002933113,6,0,120,1,1
2568,2013,3,8008868912,13,0,360,1,1
2569,2013,5,8003282413,21,0,160,1,1
2570,2013,3,8008775012,13,0,120,1,1
2571,2013,3,8002934813,6,0,120,1,1
2572,2013,3,8002992813,2,0,120,1,1
2573,2013,3,8008621312,13,0,120,1,1
2574,2013,3,8008754312,13,0,120,1,1
2575,2013,3,8008613012,14,0,240,1,1
2576,2013,3,8002935413,6,0,120,1,1
2577,2013,5,8004956913,3,0,240,1,1
2578,2013,3,8002993413,2,0,120,1,1
2579,2013,3,8008896212,14,0,240,1,1
2580,2013,3,8002939013,6,0,80,1,1
2581,2013,3,8002958413,11,0,120,1,1
2582,2013,3,8002940813,6,0,120,1,1
2583,2013,5,8003283013,21,0,120,1,1
2584,2013,3,8002941413,6,0,120,1,1
2585,2013,3,8002960913,11,0,120,1,1
2586,2013,3,8008891012,14,0,240,1,1
2587,2013,3,8002942013,7,0,120,1,1
2588,2013,3,8002961513,11,0,120,1,1
2589,2013,3,8002943713,7,0,120,1,1
2590,2013,3,8002944313,7,0,120,1,1
2591,2013,3,8002945013,7,0,200,1,1
2592,2013,3,8002947213,7,0,240,1,1
2593,2013,3,8002949513,7,0,240,1,1
2594,2013,6,8003182013,17,0,120,1,1
2595,2013,3,8002950313,7,0,120,1,1
2596,2013,3,8002951013,7,0,120,1,1
2597,2013,5,8005664113,9,0,240,1,1
2598,2013,3,8002953213,11,0,120,1,1
2599,2013,3,8002954913,11,0,120,1,1
2600,2013,3,8002955513,11,0,120,1,1
2601,2013,5,8003285313,20,0,240,1,1
2602,2013,4,8003102613,2,0,240,1,1
2603,2013,5,8003291313,20,0,120,1,1
2604,2013,3,8003049813,18,0,160,1,1
2605,2013,5,8005726713,9,0,240,1,1
2606,0,0,8003019113,0,0,0,0,0
2607,2013,4,8003050613,1,0,240,1,1
2608,2013,5,8003297113,20,0,120,1,1
2609,2013,3,8003025113,21,0,120,1,1
2610,2013,4,8003183613,26,0,120,1,1
2611,2013,3,8003016213,18,0,200,1,1
2612,0,0,8003139713,0,0,0,0,0
2613,2013,5,8003326113,20,0,120,1,1
2614,2013,5,8005739113,17,0,240,1,1
2615,2013,5,8005742213,17,0,120,1,1
2616,2013,5,8003354513,20,0,120,1,1
2617,2013,5,8005783013,3,0,120,1,1
2618,2013,5,8003361113,20,0,120,1,1
2619,2013,3,8003065313,19,0,120,1,1
2620,2013,5,8003142813,3,0,240,1,1
2621,2013,4,8003187113,26,0,360,1,1
2622,2013,3,8003144013,27,0,320,1,1
2623,2013,5,8005789913,18,0,120,1,1
2624,2013,3,8003149213,21,0,200,1,1
2625,0,0,8003078813,0,0,0,0,0
2626,2013,3,8008869512,14,0,400,1,1
2627,2013,5,8005815013,18,0,360,1,1
2628,2013,3,8007078412,14,0,320,1,1
2629,2013,3,8008992112,15,0,120,1,1
2630,2013,3,8009065712,15,0,360,1,1
2631,2013,3,8009102012,15,0,120,1,1
2632,2013,3,8009073012,15,0,240,1,1
2633,2013,3,8009106512,15,0,440,1,1
2634,2013,3,8009105912,15,0,120,1,1
2635,2013,3,8009110212,15,0,320,1,1
2636,2013,3,8009118312,15,0,120,1,1
