,year,month,ID,date_of_placement,justification,length,num_points,in_place_Sim
0,2013,2,8002108013,25,0,240,1,1
1,0,0,8003832612,0,0,0,0,0
2,0,0,8005348412,0,0,0,0,0
3,0,0,8003833212,0,0,0,0,0
4,2013,3,8002630913,5,0,120,1,1
5,2012,7,8004032312,9,0,120,1,1
6,2012,6,8004331012,21,0,1080,9,1
7,2013,2,8003834912,22,0,160,1,1
8,2013,4,8003909912,3,0,160,1,1
9,2012,8,8004034612,7,0,480,1,1
10,2012,6,8004381812,24,0,160,1,1
11,2012,6,8003854012,21,0,200,1,1
12,2012,6,8003844412,19,0,520,1,1
13,0,0,8003723212,0,0,0,0,0
14,2012,7,8003756812,13,0,400,1,1
15,2012,7,8003722612,23,0,240,1,1
16,0,0,8003805912,0,0,0,0,0
17,0,0,8003839012,0,0,0,0,0
18,2012,7,8003810212,19,0,240,1,1
19,0,0,8003814812,0,0,0,0,0
20,2012,8,8003900112,17,0,440,1,1
21,0,0,8005623512,0,0,0,0,0
22,2012,7,8003783512,3,0,120,1,1
23,2012,7,8003785812,9,0,120,1,1
24,2012,6,8003787012,21,0,240,1,1
25,0,0,8003788712,0,0,0,0,0
26,0,0,8003784112,0,0,0,0,0
27,0,0,8003789312,0,0,0,0,0
28,2012,7,8003790112,9,0,480,1,1
29,0,0,8003793012,0,0,0,0,0
30,0,0,8005794412,0,0,0,0,0
31,2013,2,8002018113,27,0,160,1,1
32,2012,7,8003798212,13,0,240,1,1
33,2012,7,8004445612,9,0,160,1,1
34,0,0,8003802012,0,0,0,0,0
35,0,0,8003809412,0,0,0,0,0
36,2012,6,8004366912,24,0,160,1,1
37,0,0,8003908212,0,0,0,0,0
38,0,0,8004007912,0,0,0,0,0
39,0,0,8004008512,0,0,0,0,0
40,0,0,8003672912,0,0,0,0,0
41,2012,6,8004400212,26,0,120,1,1
42,0,0,8005054012,0,0,0,0,0
43,0,0,8004383012,0,0,0,0,0
44,0,0,8004005612,0,0,0,0,0
45,0,0,8003687612,0,0,0,0,0
46,0,0,8004010012,0,0,0,0,0
47,2013,4,8004013912,9,0,160,1,1
48,0,0,8004014512,0,0,0,0,0
49,0,0,8004016812,0,0,0,0,0
50,0,0,8004017412,0,0,0,0,0
51,0,0,8003936612,0,0,0,0,0
52,2012,6,8003939512,26,0,240,1,1
53,2012,6,8003940312,15,0,240,1,1
54,2012,6,8003941012,15,0,160,1,1
55,0,0,8004020512,0,0,0,0,0
56,2012,7,8003942612,2,0,120,1,1
57,2013,4,8003947812,9,0,160,1,1
58,0,0,8003948412,0,0,0,0,0
59,2012,6,8004022812,21,0,240,1,1
60,2013,3,8002962113,11,0,240,1,1
61,0,0,8004384712,0,0,0,0,0
62,0,0,8003960412,0,0,0,0,0
63,0,0,8004024012,0,0,0,0,0
64,0,0,8005055712,0,0,0,0,0
65,2012,8,8003962712,11,0,160,1,1
66,2012,8,8003813112,3,0,240,1,1
67,2012,6,8003622112,20,0,360,2,1
68,0,0,8004026312,0,0,0,0,0
69,2012,7,8003670612,2,0,240,1,1
70,2012,6,8003822012,19,0,360,1,1
71,0,0,8003648012,0,0,0,0,0
72,0,0,8004234512,0,0,0,0,0
73,2012,6,8003973912,20,0,240,1,1
74,2012,7,8004028612,17,0,240,1,1
75,2012,6,8003974512,25,0,240,1,1
76,0,0,8003966212,0,0,0,0,0
77,2012,6,8003965612,28,0,360,1,1
78,2012,7,8003979712,19,0,320,1,1
79,2012,6,8003955012,27,0,320,1,1
80,2012,6,8003981112,21,0,200,1,1
81,0,0,8003928312,0,0,0,0,0
82,0,0,8003997512,0,0,0,0,0
83,0,0,8003683012,0,0,0,0,0
84,2012,7,8003685312,24,0,240,1,1
85,2012,7,8003625012,2,0,360,1,1
86,0,0,8003821412,0,0,0,0,0
87,2012,8,8003690712,6,0,200,1,1
88,2012,6,8003691312,14,0,680,1,1
89,2012,7,8003693612,13,0,400,1,1
90,0,0,8003825012,0,0,0,0,0
91,0,0,8003826612,0,0,0,0,0
92,2012,7,8003695912,6,0,120,1,1
93,0,0,8003694212,0,0,0,0,0
94,2012,6,8003692012,21,0,120,1,1
95,0,0,8003696512,0,0,0,0,0
96,0,0,8003697112,0,0,0,0,0
97,2012,6,8003811912,21,0,560,1,1
98,2014,1,8000001214,7,0,80,1,1
99,0,0,8005543112,0,0,0,0,0
100,0,0,8003703112,0,0,0,0,0
101,2013,4,8003715012,6,0,160,1,1
102,0,0,8003717212,0,0,0,0,0
103,2012,7,8004597012,3,0,240,1,1
104,0,0,8003716612,0,0,0,0,0
105,2012,7,8004431512,10,0,360,1,1
106,2012,6,8003719512,19,0,80,1,1
107,2012,6,8003710812,21,0,960,1,1
108,2012,6,8003711412,18,0,240,1,1
109,2012,6,8003707712,28,0,320,1,1
110,2013,3,8003712012,6,0,160,1,1
111,0,0,8003713712,0,0,0,0,0
112,0,0,8003720312,0,0,0,0,0
113,2012,6,8003724912,14,0,120,1,1
114,2012,8,8003732112,13,0,120,1,1
115,2012,7,8003733812,24,0,360,1,1
116,2012,8,8003734412,14,0,680,3,1
117,2012,8,8003727812,7,0,240,1,1
118,2012,6,8003729012,21,0,360,1,1
119,2012,6,8003730912,21,0,120,2,1
120,2012,8,8003728412,13,0,120,1,1
121,2012,6,8003731512,20,0,320,1,1
122,0,0,8003735012,0,0,0,0,0
123,2013,4,8003739612,12,0,80,1,1
124,0,0,8003737312,0,0,0,0,0
125,0,0,8003745612,0,0,0,0,0
126,0,0,8005177512,0,0,0,0,0
127,0,0,8003743312,0,0,0,0,0
128,0,0,8003750012,0,0,0,0,0
129,2012,7,8003751612,18,0,120,2,1
130,2012,6,8003747912,18,0,480,1,1
131,2012,6,8003755112,19,0,120,1,1
132,2012,6,8003741012,25,0,320,1,1
133,2012,7,8003746212,5,0,160,1,1
134,0,0,8003758012,0,0,0,0,0
135,2012,7,8003749112,2,0,160,1,1
136,2012,7,8003763412,18,0,240,1,1
137,2012,6,8003752212,19,0,240,1,1
138,0,0,8003768612,0,0,0,0,0
139,2012,7,8003753912,9,0,120,1,1
140,0,0,8003769212,0,0,0,0,0
141,0,0,8003759712,0,0,0,0,0
142,0,0,8003760512,0,0,0,0,0
143,2012,7,8003762812,17,0,480,1,1
144,0,0,8004612012,0,0,0,0,0
145,0,0,8003772312,0,0,0,0,0
146,2013,2,8003773012,26,0,160,1,1
147,0,0,8003764012,0,0,0,0,0
148,2012,7,8004175912,10,0,120,1,1
149,2012,6,8003767012,19,0,160,1,1
150,2013,1,8003775212,4,0,320,1,1
151,0,0,8004164712,0,0,0,0,0
152,2012,7,8003781212,9,0,80,1,1
153,0,0,8003634012,0,0,0,0,0
154,0,0,8003632712,0,0,0,0,0
155,0,0,8003566412,0,0,0,0,0
156,0,0,8003920212,0,0,0,0,0
157,2012,6,8004333312,21,0,120,1,1
158,0,0,8003859112,0,0,0,0,0
159,0,0,8003638512,0,0,0,0,0
160,2012,7,8003640012,10,0,360,1,1
161,2013,4,8005879012,9,0,160,1,1
162,0,0,8003643912,0,0,0,0,0
163,2012,6,8003863912,28,0,240,1,1
164,0,0,8004180212,0,0,0,0,0
165,2012,8,8003644512,15,0,360,1,1
166,2012,6,8003864512,26,0,160,1,1
167,0,0,8003645112,0,0,0,0,0
168,2012,7,8003673512,11,0,120,1,1
169,0,0,8003649712,0,0,0,0,0
170,2013,4,8003647412,3,0,160,1,1
171,2013,3,8003651112,7,0,80,1,1
172,2012,6,8004182512,19,0,360,1,1
173,2012,6,8003865112,21,0,240,1,1
174,2012,6,8003653412,21,0,240,1,1
175,0,0,8003654012,0,0,0,0,0
176,0,0,8003655712,0,0,0,0,0
177,2013,4,8003688212,11,0,120,1,1
178,2012,6,8003656312,28,0,240,1,1
179,2012,6,8003585912,19,0,120,1,1
180,2012,6,8003568712,15,0,600,1,1
181,0,0,8003657012,0,0,0,0,0
182,0,0,8003569312,0,0,0,0,0
183,2012,7,8003871112,2,0,120,1,1
184,0,0,8003579912,0,0,0,0,0
185,2013,3,8003662312,23,0,160,1,1
186,2012,7,8003658612,3,0,480,1,1
187,2012,7,8003874012,3,0,240,1,1
188,2012,7,8004237412,5,0,120,1,1
189,2012,7,8003663012,3,0,480,1,1
190,0,0,8003661712,0,0,0,0,0
191,0,0,8003875712,0,0,0,0,0
192,0,0,8003665212,0,0,0,0,0
193,2012,7,8005037912,20,0,360,1,1
194,0,0,8003930812,0,0,0,0,0
195,0,0,8004405412,0,0,0,0,0
196,0,0,8003667512,0,0,0,0,0
197,2012,7,8005637612,31,0,120,1,1
198,2012,6,8003668112,19,0,520,1,1
199,0,0,8004187712,0,0,0,0,0
200,2012,8,8003591912,1,0,120,1,1
201,2012,6,8003881712,15,0,160,1,1
202,2012,6,8003882312,15,0,160,1,1
203,0,0,8003880012,0,0,0,0,0
204,0,0,8001512213,0,0,0,0,0
205,0,0,8003677012,0,0,0,0,0
206,2013,4,8003679312,6,0,160,1,1
207,2012,6,8003884612,15,0,120,1,1
208,2012,6,8003885212,15,0,120,1,1
209,2012,6,8003680112,19,0,320,1,1
210,2012,6,8003887512,15,0,160,1,1
211,0,0,8003682412,0,0,0,0,0
212,2012,7,8003812512,7,0,480,1,1
213,2012,7,8003620912,13,0,720,1,1
214,2012,6,8003888112,15,0,240,1,1
215,2012,6,8003590212,20,0,240,1,1
216,2012,6,8003889812,22,0,120,1,1
217,2013,3,8003623812,13,0,160,1,1
218,0,0,8003592512,0,0,0,0,0
219,2012,6,8004188312,22,0,560,1,1
220,2012,6,8003913612,26,0,120,1,1
221,0,0,8003593112,0,0,0,0,0
222,2012,6,8003594812,14,0,120,1,1
223,0,0,8004189012,0,0,0,0,0
224,0,0,8003595412,0,0,0,0,0
225,0,0,8003628012,0,0,0,0,0
226,2013,3,8003597712,19,0,80,1,1
227,2013,4,8003596012,8,0,160,1,1
228,0,0,8003914212,0,0,0,0,0
229,2013,4,8002042013,26,0,120,1,1
230,0,0,8003831012,0,0,0,0,0
231,0,0,8003915912,0,0,0,0,0
232,0,0,8003599012,0,0,0,0,0
233,2012,6,8003600812,15,0,240,1,1
234,2013,2,8002045913,22,0,200,1,1
235,0,0,8003601412,0,0,0,0,0
236,0,0,8005038512,0,0,0,0,0
237,2012,7,8003835512,12,0,240,1,1
238,2013,2,8003494312,20,0,120,1,1
239,2012,6,8003149412,21,0,240,1,1
240,2013,2,8007012312,23,0,160,1,1
241,2012,6,8003266012,14,0,400,1,1
242,0,0,8003417912,0,0,0,0,0
243,2012,6,8003531612,25,0,240,1,1
244,2012,6,8003245312,14,0,120,1,1
245,0,0,8003381412,0,0,0,0,0
246,2012,6,8003239312,26,0,320,1,1
247,2012,7,8003544012,18,0,200,2,1
248,2013,4,8003548612,15,0,160,1,1
249,2012,7,8003265412,13,0,400,1,1
250,2013,3,8003379012,12,0,160,1,1
251,2012,6,8003390312,27,0,120,1,1
252,2012,6,8003391012,18,0,240,1,1
253,2013,4,8003433412,9,0,200,1,1
254,0,0,8003435712,0,0,0,0,0
255,2012,7,8003837812,5,0,120,1,1
256,2013,4,8003516712,9,0,200,1,1
257,0,0,8003961012,0,0,0,0,0
258,2012,7,8003836112,17,0,480,1,1
259,0,0,8003603712,0,0,0,0,0
260,0,0,8003604312,0,0,0,0,0
261,0,0,8003532212,0,0,0,0,0
262,2012,6,8003607212,18,0,360,1,1
263,0,0,8003608912,0,0,0,0,0
264,2013,4,8003842112,9,0,80,1,1
265,0,0,8003845012,0,0,0,0,0
266,2012,7,8003612612,13,0,360,1,1
267,2012,6,8003610312,14,0,120,1,1
268,2012,7,8003611012,5,0,120,1,1
269,2013,4,8004190812,10,0,160,1,1
270,0,0,8003613212,0,0,0,0,0
271,0,0,8005358012,0,0,0,0,0
272,2013,3,8003999812,4,0,480,1,1
273,2012,6,8003615512,22,0,120,1,1
274,2012,6,8003629612,14,0,320,1,1
275,0,0,8003616112,0,0,0,0,0
276,2012,6,8003617812,18,0,160,1,1
277,0,0,8003618412,0,0,0,0,0
278,2013,4,8003652812,11,0,160,1,1
279,2013,2,8002109713,25,0,120,1,1
280,2012,7,8004618812,12,0,240,1,1
281,2012,6,8003565812,26,0,240,1,1
282,2012,6,8003630412,21,0,360,1,1
283,2013,4,8004236812,15,0,400,1,1
284,2012,6,8001093112,14,0,120,1,1
285,2012,6,8003400912,8,0,240,1,1
286,2012,6,8003401512,8,0,480,1,1
287,2012,6,8003402112,21,0,360,1,1
288,0,0,8003445212,0,0,0,0,0
289,0,0,8004362312,0,0,0,0,0
290,2012,6,8003476512,12,0,240,1,1
291,2012,6,8003478812,12,0,480,1,1
292,2012,7,8003408012,13,0,120,1,1
293,2012,6,8003447512,27,0,120,1,1
294,2013,4,8003448112,5,0,120,1,1
295,0,0,8003411012,0,0,0,0,0
296,2013,2,8003398412,15,0,120,1,1
297,2012,6,8003412712,8,0,120,1,1
298,2012,6,8003413312,8,0,160,1,1
299,2012,6,8001088812,19,0,120,1,1
300,2012,7,8005571512,30,0,120,1,1
301,0,0,8003406712,0,0,0,0,0
302,0,0,8003642212,0,0,0,0,0
303,2012,7,8003512112,13,0,120,1,1
304,0,0,8003895812,0,0,0,0,0
305,0,0,8003151912,0,0,0,0,0
306,2013,2,8007018112,23,0,360,1,1
307,0,0,8003420012,0,0,0,0,0
308,2013,3,8002987612,27,0,320,1,1
309,2013,1,8003080412,4,0,320,1,1
310,2012,7,8003378312,3,0,800,2,1
311,0,0,8003382012,0,0,0,0,0
312,0,0,8003026012,0,0,0,0,0
313,2012,6,8003150212,21,0,240,1,1
314,2012,6,8003481912,12,0,1200,1,1
315,2012,6,8003511512,13,0,120,1,1
316,2012,7,8003482512,9,0,160,1,1
317,2012,6,8003484812,12,0,240,1,1
318,2012,6,8003485412,12,0,240,1,1
319,2012,4,8001147412,11,0,480,1,1
320,2012,6,8003486012,12,0,520,1,1
321,0,0,8005034012,0,0,0,0,0
322,0,0,8003896412,0,0,0,0,0
323,0,0,8004169912,0,0,0,0,0
324,0,0,8003898712,0,0,0,0,0
325,2012,7,8005139612,19,0,160,1,1
326,2012,7,8003902412,9,0,360,1,1
327,2013,4,8003904712,11,0,160,1,1
328,2013,4,8003998112,8,0,160,1,1
329,0,0,8003774612,0,0,0,0,0
330,0,0,8003589412,0,0,0,0,0
331,2012,8,8003581312,28,0,120,1,1
332,2012,6,8003804212,20,0,240,1,1
333,2012,6,8003584212,28,0,240,1,1
334,2012,8,8003619012,6,0,160,1,1
335,2013,4,8003583612,8,0,160,1,1
336,2012,7,8003906012,3,0,120,1,1
337,2012,7,8001300712,20,0,1160,1,1
338,2012,5,8003184412,31,0,120,1,1
339,0,0,8001301312,0,0,0,0,0
340,2012,5,8003113012,30,0,360,1,1
341,2012,6,8003114612,4,0,120,1,1
342,2012,5,8003115212,30,0,120,1,1
343,2012,5,8003185012,31,0,160,1,1
344,2012,5,8003116912,30,0,240,1,1
345,2012,5,8003117512,30,0,240,1,1
346,2012,5,8003118112,30,0,240,1,1
347,2012,6,8003267712,8,0,240,1,1
348,2012,6,8003188012,8,0,120,1,1
349,2012,6,8003120612,13,0,240,1,1
350,2013,3,8003122912,19,0,80,1,1
351,2013,4,8005415312,16,0,160,1,1
352,2012,6,8003123512,6,0,440,1,1
353,2012,6,8003277212,8,0,240,1,1
354,0,0,8003124112,0,0,0,0,0
355,2012,7,8003125812,14,0,640,1,1
356,2012,6,8002631712,18,0,240,1,1
357,2012,6,8003129312,14,0,240,1,1
358,2012,6,8003130112,8,0,160,1,1
359,0,0,8003553012,0,0,0,0,0
360,2013,3,8002466612,5,0,160,1,1
361,2012,6,8002525212,4,0,160,1,1
362,2012,6,8002561912,8,0,200,1,1
363,2012,6,8002563112,22,0,240,2,1
364,2012,6,8002463712,20,0,160,1,1
365,2013,4,8002556512,15,0,400,1,1
366,0,0,8002903712,0,0,0,0,0
367,2012,6,8003463012,19,0,160,1,1
368,0,0,8005041612,0,0,0,0,0
369,2012,6,8003489012,12,0,160,1,1
370,2012,6,8003465312,12,0,480,1,1
371,2012,6,8003555212,24,0,120,1,1
372,2012,6,8003479412,14,0,120,1,1
373,0,0,8003466012,0,0,0,0,0
374,2012,7,8003506112,9,0,200,1,1
375,0,0,8003468212,0,0,0,0,0
376,2012,6,8003135312,14,0,120,1,1
377,0,0,8003471312,0,0,0,0,0
378,0,0,8003389512,0,0,0,0,0
379,2012,6,8002978712,19,0,240,1,1
380,2012,7,8003136012,21,0,120,1,1
381,2012,6,8002802612,12,0,360,1,1
382,2012,7,8003137612,10,0,120,1,1
383,2013,4,8002850012,6,0,160,1,1
384,2012,6,8003192712,18,0,120,1,1
385,0,0,8004241112,0,0,0,0,0
386,2013,4,8002975812,6,0,160,1,1
387,2012,6,8003012912,19,0,120,1,1
388,2012,6,8002473212,14,0,400,1,1
389,2013,2,8007063712,23,0,200,1,1
390,2012,6,8002634612,18,0,120,1,1
391,0,0,8003509012,0,0,0,0,0
392,0,0,8003508412,0,0,0,0,0
393,2012,8,8002944512,19,0,400,1,1
394,2012,6,8002945112,18,0,120,1,1
395,2012,6,8003008112,1,0,80,1,1
396,2013,3,8003036512,1,0,80,1,1
397,2012,7,8002948012,5,0,240,1,1
398,2012,5,8002949712,25,0,240,1,1
399,2012,5,8003010612,28,0,600,1,1
400,2013,2,8002514913,28,0,120,1,1
401,2013,2,8007064312,23,0,160,1,1
402,2012,5,8003011212,28,0,240,1,1
403,2013,1,8005182912,17,0,320,1,1
404,2012,7,8003315112,6,0,480,1,1
405,0,0,8003013512,0,0,0,0,0
406,0,0,8002957012,0,0,0,0,0
407,2012,6,8002959212,21,0,120,1,1
408,2013,4,8002961712,8,0,160,1,1
409,2013,3,8002962312,6,0,160,1,1
410,2012,6,8003280312,11,0,120,1,1
411,2012,7,8003268312,12,0,480,1,1
412,0,0,8003539712,0,0,0,0,0
413,2012,8,8003270812,20,0,120,1,1
414,2012,6,8001105012,12,0,360,1,1
415,2012,6,8003639112,18,0,240,1,1
416,0,0,8003231212,0,0,0,0,0
417,2012,6,8003399012,8,0,120,1,1
418,0,0,8003235812,0,0,0,0,0
419,2012,6,8003272012,6,0,120,1,1
420,2013,2,8002019813,23,0,120,1,1
421,2012,8,8004479812,22,0,240,1,1
422,2012,7,8005327712,17,0,120,1,1
423,0,0,8003542812,0,0,0,0,0
424,2012,6,8003178412,22,0,120,1,1
425,2012,6,8003240112,20,0,320,1,1
426,2012,6,8003179012,9,0,440,1,1
427,2013,2,8007065012,23,0,120,1,1
428,2012,7,8004244012,3,0,360,1,1
429,2012,5,8003182112,31,0,120,1,1
430,2012,5,8003064912,31,0,160,1,1
431,0,0,8001157012,0,0,0,0,0
432,2012,6,8001180112,26,0,400,1,1
433,0,0,8005298712,0,0,0,0,0
434,2012,5,8001228412,30,0,640,1,1
435,2012,6,8001238012,5,0,240,1,1
436,2012,5,8003183812,31,0,120,1,1
437,2012,5,8001267012,25,0,720,2,1
438,2012,6,8003112312,14,0,240,1,1
439,0,0,8002451912,0,0,0,0,0
440,2012,6,8002888812,28,0,120,1,1
441,0,0,8002628612,0,0,0,0,0
442,2013,2,8007074912,23,0,120,1,1
443,2013,3,8002891912,13,0,80,1,1
444,2012,8,8002529812,24,0,240,1,1
445,0,0,8003058912,0,0,0,0,0
446,0,0,8001146812,0,0,0,0,0
447,2012,7,8002895412,10,0,280,1,1
448,2013,3,8002963813,11,0,120,1,1
449,0,0,8002896012,0,0,0,0,0
450,0,0,8001156312,0,0,0,0,0
451,0,0,8003380812,0,0,0,0,0
452,2012,6,8002898312,27,0,120,1,1
453,0,0,8003397812,0,0,0,0,0
454,2012,6,8002899012,5,0,240,1,1
455,0,0,8002900812,0,0,0,0,0
456,0,0,8004432112,0,0,0,0,0
457,2012,6,8002904312,18,0,320,1,1
458,2012,6,8002995912,12,0,120,1,1
459,2012,6,8002458312,20,0,360,1,1
460,2013,2,8007066612,23,0,120,1,1
461,2012,6,8002908912,19,0,480,1,1
462,2012,6,8002906612,20,0,240,1,1
463,0,0,8002980112,0,0,0,0,0
464,2012,6,8002909512,11,0,160,1,1
465,2012,6,8003229812,15,0,240,1,1
466,2012,6,8002990712,8,0,160,1,1
467,0,0,8002910312,0,0,0,0,0
468,2013,3,8002982412,20,0,320,1,1
469,2012,6,8004003312,25,0,80,1,1
470,2012,5,8002912612,29,0,400,1,1
471,2013,4,8002913212,11,0,160,1,1
472,0,0,8002983012,0,0,0,0,0
473,2012,5,8002914912,28,0,240,1,1
474,0,0,8002915512,0,0,0,0,0
475,2012,6,8002984712,19,0,240,1,1
476,2012,6,8002919012,1,0,120,1,1
477,2012,8,8005186412,28,0,240,1,1
478,0,0,8003386612,0,0,0,0,0
479,0,0,8002985312,0,0,0,0,0
480,2013,2,8007067212,26,0,800,1,1
481,2012,6,8002921512,18,0,1080,1,1
482,2013,4,8002922112,6,0,160,1,1
483,2013,1,8004788012,30,0,160,1,1
484,2012,5,8002924412,31,0,160,1,1
485,2012,6,8003387212,25,0,280,1,1
486,0,0,8002926712,0,0,0,0,0
487,2012,6,8002993612,8,0,120,1,1
488,0,0,8002927312,0,0,0,0,0
489,2013,3,8003438612,18,0,160,1,1
490,2012,7,8002460812,6,0,480,1,1
491,0,0,8002928012,0,0,0,0,0
492,0,0,8002929612,0,0,0,0,0
493,0,0,8002998812,0,0,0,0,0
494,2012,6,8002930412,8,0,240,1,1
495,2012,6,8002931012,25,0,200,1,1
496,0,0,8002999412,0,0,0,0,0
497,2012,5,8002935612,25,0,320,1,1
498,2012,5,8003018712,28,0,120,1,1
499,0,0,8002934012,0,0,0,0,0
500,2012,5,8002936212,25,0,120,1,1
501,2012,6,8003000012,13,0,240,1,1
502,2012,5,8002938512,25,0,120,1,1
503,0,0,8004247012,0,0,0,0,0
504,2013,4,8002937912,6,0,280,1,1
505,2012,5,8002939112,25,0,240,1,1
506,0,0,8003002312,0,0,0,0,0
507,0,0,8002940012,0,0,0,0,0
508,2013,2,8007068912,26,0,320,1,1
509,2012,6,8002942212,20,0,360,1,1
510,0,0,8002941612,0,0,0,0,0
511,2013,4,8003035912,6,0,280,1,1
512,0,0,8003007512,0,0,0,0,0
513,2012,6,8002692612,20,0,360,1,1
514,2012,7,8005042212,20,0,120,1,1
515,2012,6,8002694912,25,0,840,1,1
516,2013,4,8002760112,3,0,80,1,1
517,2012,6,8002695512,14,0,240,1,1
518,0,0,8002803212,0,0,0,0,0
519,2012,6,8002696112,14,0,400,1,1
520,2013,4,8002761812,11,0,160,1,1
521,2012,2,8002697812,29,0,160,1,1
522,2012,5,8002859812,24,0,400,1,1
523,2012,6,8002699012,18,0,240,1,1
524,2012,6,8002700912,8,0,320,1,1
525,0,0,8002762412,0,0,0,0,0
526,2012,5,8002703812,30,0,480,1,1
527,2012,6,8002804912,11,0,120,1,1
528,2013,3,8002763012,27,0,320,1,1
529,0,0,8002705012,0,0,0,0,0
530,2012,5,8002706712,22,0,360,1,1
531,0,0,8003106312,0,0,0,0,0
532,2012,5,8002707312,22,0,360,1,1
533,2012,6,8002805512,13,0,120,1,1
534,0,0,8001144512,0,0,0,0,0
535,2013,4,8002764712,6,0,320,1,1
536,2013,3,8002818813,11,0,120,1,1
537,0,0,8002860612,0,0,0,0,0
538,0,0,8004991012,0,0,0,0,0
539,0,0,8003894112,0,0,0,0,0
540,2013,4,8002767612,6,0,160,1,1
541,2013,4,8002806112,8,0,80,1,1
542,0,0,8002768212,0,0,0,0,0
543,2012,5,8002863512,24,0,480,1,1
544,0,0,8002769912,0,0,0,0,0
545,2012,6,8002868712,21,0,240,1,1
546,0,0,8002771312,0,0,0,0,0
547,2012,6,8002808412,14,0,160,1,1
548,2012,6,8002869312,12,0,240,1,1
549,0,0,8002774212,0,0,0,0,0
550,2012,5,8002809012,6,0,360,1,1
551,0,0,8002870112,0,0,0,0,0
552,2012,6,8002777112,3,0,440,1,1
553,2012,6,8002810912,6,0,320,1,1
554,0,0,8002871812,0,0,0,0,0
555,2012,6,8002811512,6,0,160,1,1
556,2013,4,8002781912,11,0,160,1,1
557,0,0,8003165012,0,0,0,0,0
558,2012,5,8002872412,25,0,120,1,1
559,2012,6,8002782512,13,0,280,1,1
560,2012,7,8002785412,27,0,320,4,1
561,2012,7,8002474912,9,0,120,1,1
562,2012,5,8002873012,25,0,240,1,1
563,2012,6,8002813812,4,0,480,1,1
564,2012,5,8002455412,30,0,120,1,1
565,2013,3,8002816712,6,0,160,1,1
566,2012,5,8002491012,25,0,600,1,1
567,2012,5,8002818012,30,0,120,1,1
568,2012,5,8002836812,24,0,240,1,1
569,2013,3,8002817312,5,0,160,1,1
570,2013,4,8002819612,9,0,160,1,1
571,0,0,8004367512,0,0,0,0,0
572,2012,5,8002838012,24,0,160,1,1
573,0,0,8002820412,0,0,0,0,0
574,2013,3,8002822712,5,0,160,1,1
575,2012,5,8002840512,24,0,240,1,1
576,2013,4,8002823312,9,0,160,1,1
577,2013,1,8002825612,16,0,320,1,1
578,2012,7,8002839712,7,0,280,1,1
579,2012,6,8002826212,12,0,240,1,1
580,2012,5,8002841112,24,0,280,1,1
581,2012,6,8002827912,19,0,240,1,1
582,2013,4,8002887112,11,0,80,1,1
583,2012,5,8002831612,28,0,360,2,1
584,2013,2,8002832212,21,0,80,1,1
585,2012,6,8002833912,29,0,160,1,1
586,2013,4,8002835112,9,0,160,1,1
587,0,0,8002490412,0,0,0,0,0
588,2013,2,8007070312,26,0,360,1,1
589,2012,5,8003101112,30,0,120,1,1
590,2012,7,8005447212,23,0,120,1,1
591,2012,6,8002678312,4,0,120,1,1
592,2012,7,8004363012,24,0,240,3,1
593,2012,5,8002520012,17,0,240,1,1
594,2013,4,8002531212,10,0,160,1,1
595,2012,5,8002521712,17,0,120,1,1
596,2012,7,8002523012,13,0,400,1,1
597,2012,6,8002565412,6,0,520,1,1
598,2012,7,8005188712,12,0,240,1,1
599,2012,7,8003102812,9,0,360,1,1
600,2012,7,8003103412,9,0,800,1,1
601,2013,2,8002110513,25,0,120,1,1
602,2012,5,8003157712,31,0,1080,1,1
603,0,0,8002532912,0,0,0,0,0
604,2012,5,8002567712,18,0,120,1,1
605,2012,8,8005328312,3,0,120,1,1
606,2013,4,8002601012,15,0,160,1,1
607,2012,6,8002535812,21,0,120,1,1
608,2012,6,8003355312,8,0,120,1,1
609,2012,5,8002568312,18,0,160,1,1
610,2012,5,8003158312,31,0,120,1,1
611,2012,5,8002569012,18,0,120,1,1
612,2013,2,8007071012,26,0,240,1,1
613,2012,5,8002680812,22,0,360,1,1
614,2012,5,8002577212,17,0,120,1,1
615,2012,5,8002578912,17,0,200,1,1
616,2012,5,8002579512,17,0,120,1,1
617,0,0,8002581012,0,0,0,0,0
618,2012,6,8002583212,13,0,240,1,1
619,2013,4,8002635212,10,0,160,1,1
620,2012,5,8002605612,21,0,360,1,1
621,2012,5,8002650112,22,0,240,1,1
622,2012,5,8002606212,21,0,360,1,1
623,2012,6,8002641212,22,0,240,1,1
624,2012,6,8002614512,12,0,120,1,1
625,2012,5,8002651812,22,0,240,1,1
626,2012,5,8002652412,21,0,120,1,1
627,2012,5,8002653012,21,0,240,1,1
628,2012,5,8002654712,21,0,120,1,1
629,2012,5,8002646412,21,0,240,1,1
630,2012,5,8002655312,21,0,440,1,1
631,2012,5,8002647012,21,0,240,1,1
632,2012,5,8002649312,22,0,240,1,1
633,2013,4,8002796612,11,0,160,1,1
634,0,0,8003318012,0,0,0,0,0
635,2013,3,8002851712,20,0,160,1,1
636,2013,3,8002799512,11,0,160,1,1
637,0,0,8002853012,0,0,0,0,0
638,0,0,8001121512,0,0,0,0,0
639,2012,6,8002856912,24,0,200,1,1
640,0,0,8002801012,0,0,0,0,0
641,2013,4,8004153512,11,0,80,1,1
642,0,0,8002685012,0,0,0,0,0
643,2012,5,8002658212,21,0,240,1,1
