,ID,latitude,longitude,victims,deadly_victims
42,8083246919,0.0,0.0,0,0
43,8084277519,0.0,0.0,0,0
44,8089930919,0.0,0.0,0,0
45,8074994619,0.0,0.0,0,0
46,8079002119,0.0,0.0,0,0
47,8069515619,0.0,0.0,0,0
48,8073165619,0.0,0.0,0,0
49,8071861519,0.0,0.0,0,0
50,8071695819,0.0,0.0,0,0
51,8065950019,0.0,0.0,0,0
52,8067733619,0.0,0.0,0,0
53,8050034219,0.0,0.0,0,0
54,8064536519,0.0,0.0,0,0
55,8064565519,0.0,0.0,0,0
56,8060250019,0.0,0.0,0,0
57,8064752019,0.0,0.0,0,0
58,8045925019,0.0,0.0,0,0
59,8042805319,0.0,0.0,0,0
60,8018812319,0.0,0.0,0,0
61,8012302319,0.0,0.0,0,0
62,8015390019,0.0,0.0,0,0
63,8016867519,0.0,0.0,0,0
64,8009245219,0.0,0.0,0,0
65,8079182118,0.0,0.0,0,0
66,8081368118,0.0,0.0,0,0
67,8082880818,0.0,0.0,0,0
68,8071440118,0.0,0.0,0,0
69,8072152018,0.0,0.0,0,0
70,8076297218,0.0,0.0,0,0
71,8066631718,0.0,0.0,0,0
72,8059953218,0.0,0.0,0,0
73,8059952618,0.0,0.0,0,0
74,8058623918,0.0,0.0,0,0
75,8049268518,0.0,0.0,0,0
76,8048329018,0.0,0.0,0,0
77,8044792818,0.0,0.0,0,0
78,8044794018,0.0,0.0,0,0
79,8043399018,0.0,0.0,0,0
80,8042051018,0.0,0.0,0,0
81,8027512018,-8.083724499999999,-34.91249670000002,0,0
82,8018153118,-8.082568199999999,-34.91496410000002,0,0
83,8020285918,-8.0845042,-34.91321260000001,0,0
84,8020112718,-8.079303,-34.917519000000034,0,0
85,8009326418,-8.0747795,-34.90847989999997,0,0
86,8010865218,-8.002924499999999,-34.87260170000002,0,0
87,8011039918,-8.0840309,-34.91400699999997,0,0
88,8011959018,-8.078465999999999,-34.910337000000034,0,0
89,8012042318,0.0,0.0,0,0
90,8113128217,-8.1776056,-34.92024090000001,0,0
91,8116730517,-8.0753495,-34.907899499999985,0,0
92,8105207417,-8.0712022,-34.911357899999985,0,0
93,8107931117,-8.0814395,-34.916889800000035,0,0
94,8108532317,-8.0829535,-34.91720810000004,0,0
95,8097470717,0.0,0.0,0,0
96,8099085317,-8.0728255,-34.91154080000001,0,0
97,8099083017,-8.0728255,-34.91154080000001,0,0
98,8090975617,-8.054906899999999,-34.89547640000001,0,0
99,8081644017,-8.0668717,-34.909038899999985,0,0
100,8080489117,-8.075841,-34.90613450000001,0,0
101,8071251617,-8.0814598,-34.918521500000004,0,0
102,8072405717,-8.075687299999998,-34.91435039999999,0,0
103,8074060717,-8.068802400000001,-34.91297739999999,0,0
104,8063162817,-8.0825406,-34.91216099999997,0,0
105,8060142617,-8.0691662,-34.909557500000005,0,0
106,8068820317,-8.0845065,-34.91285089999997,0,0
107,8068738517,-8.0691554,-34.9125085,0,0
108,8068576517,-8.079552099999999,-34.904347099999995,0,0
109,8067647617,-8.070585399999999,-34.91106990000004,0,0
110,8067114817,-8.0704769,-34.91130939999999,0,0
111,8066791617,-8.0642624,-34.9110374,0,0
112,8066471117,-8.074138999999999,-34.91727850000001,0,0
113,8065558617,-8.0704069,-34.912431500000025,0,0
114,8064521117,-8.069688900000001,-34.90834799999999,0,0
115,8050217317,-8.0196509,-34.91680759999997,0,0
116,8043095317,-8.0665171,-34.908183699999995,0,0
117,8028098517,-8.082558500000001,-34.91964919999998,0,0
118,8027347117,-8.0812686,-34.91459700000001,0,0
119,8030950717,-8.019934899999999,-34.98294599999997,0,0
120,8016627817,-8.0802835,-34.91079460000003,0,0
121,8005729917,-8.068540200000001,-34.912296399999995,0,0
122,8064148016,-8.071735499999999,-34.90803059999996,0,0
123,8057993016,-8.0578381,-34.88289689999999,0,0
124,8055721316,-8.0803586,-34.906836,0,0
125,8044541916,-8.0749075,-34.90621390000001,0,0
126,8042142016,-8.0816129,-34.91134279999999,0,0
127,8044682116,-8.0748195,-34.92025860000001,0,0
128,8042448116,-8.0684757,-34.907844700000005,0,0
129,8024969316,-8.071087799999999,-34.9085546,0,0
130,8021637016,-8.0281304,-34.93792350000001,0,0
131,8028121916,-8.0816129,-34.91134279999999,0,0
132,8016758716,-8.0799377,-34.9066684,0,0
133,8003856516,-8.0785508,-34.91039560000001,0,0
134,8003606916,-8.0770584,-34.91315650000001,0,0
135,8001062116,-8.0714708,-34.913193500000034,0,0
136,8034920915,-8.0665143,-34.908202299999964,0,0
137,8025351515,-8.082621699999999,-34.91449399999999,0,0
138,8025349015,-8.082621699999999,-34.91449399999999,0,0
139,8022875315,-8.082621699999999,-34.91449399999999,0,0
140,8022873015,-8.082621699999999,-34.91449399999999,0,0
141,8023308515,-8.0825432,-34.91275789999997,0,0
142,8015934815,-8.08195386807267,-34.9127361000248,0,0
143,8014138315,-8.079152983386349,-34.9111206000246,0,0
144,8014193415,-8.079152983386349,-34.9111206000246,0,0
145,8010494015,-8.0578342311321,-34.8828969000217,0,0
146,8006949615,-8.0578342311321,-34.8828969000217,0,0
147,8009029515,-8.07794896874905,-34.9128845000248,0,0
148,8008951815,-8.0578342311321,-34.8828969000217,0,0
149,8008924015,-8.0578342311321,-34.8828969000217,0,0
150,8009016015,0.0,0.0,0,0
151,8003594215,-8.078565299,-34.9,0,0
152,8000004015,-8.077032598999999,-34.9,0,0
153,8000973215,-8.077032598999999,-34.9,0,0
154,8018773714,-8.077032598999999,-34.9,0,0
155,8019146614,-8.06944,-34.9083752,0,0
156,8015187014,-8.0773957,-34.9127292,0,0
157,8015189214,-8.0773957,-34.9127292,0,0
158,8014505814,-8.077032598999999,-34.9,0,0
159,8015034914,-8.068406099,-34.9,0,0
160,8014918014,-8.064201299,-34.9,0,0
161,8015765314,-8.077032598999999,-34.9,0,0
162,8013516614,-8.077032598999999,-34.9,0,0
163,8014034514,-8.077032598999999,-34.9,0,0
164,8009050614,-8.077032598999999,-34.9,0,0
165,8009042314,-8.0782267,-34.9149659,0,0
166,8013412614,-8.0841279,-34.912750700000004,0,0
167,8014288714,-8.0804697,-34.9128216,0,0
168,8003059114,-8.077032598999999,-34.9,0,0
169,8003670214,-8.077032598999999,-34.9,0,0
170,8003058514,-8.079741,-34.9073219,0,0
171,8004530014,-8.083504699,-34.9,0,0
172,8001381314,-8.0738691,-34.9132072,0,0
173,8000020714,-8.0827776,-34.91147120000001,0,0
174,8000193914,-8.083376299,-34.9,0,0
175,8018564013,-8.077032598999999,-34.9,0,0
176,8018314413,-8.083825898999999,-34.9,0,0
177,8018470613,-8.0626201,-34.9077159,0,0
178,8017426313,-8.077032598999999,-34.9,0,0
179,8017794213,-8.077032598999999,-34.9,0,0
180,8017880613,-8.077032598999999,-34.9,0,0
181,8017836713,-8.081291799,-34.9,0,0
182,8017831513,-8.0811879,-34.911632,0,0
183,8016575513,-8.077032598999999,-34.9,0,0
184,8017136513,-8.082224099,-34.9,0,0
185,8014657413,-8.077032598999999,-34.9,0,0
186,8011129713,-8.0761769,-34.91376279999999,0,0
187,8012986013,-8.0713995,-34.908393100000005,0,0
188,8009649713,-8.082224099,-34.9,0,0
189,8009797613,-8.077032598999999,-34.9,0,0
190,8009147113,-8.070392099,-34.9,0,0
191,8006918713,-8.0698963,-34.9128945,0,0
192,8006916413,-8.0698963,-34.9128945,0,0
193,8008106013,-8.077032598999999,-34.9,0,0
194,8006991613,-8.0772011,-34.895483,0,0
195,8003571812,-8.076459998999999,-34.9,0,0
196,8005579413,-8.0849993,-34.9117284,0,0
197,8008041712,-8.079165998999999,-34.9,0,0
198,8003688013,-8.0802111,-34.9107973,0,0
199,8002469313,-8.077032598999999,-34.9,0,0
200,8001104113,-8.077032598999999,-34.9,0,0
201,8001795413,-8.070352799999998,-34.9130925,0,0
202,8000422013,-8.070084899,-34.9,0,0
203,8006959712,-8.081724599,-34.9,0,0
204,8006948512,-8.071979899,-34.9,0,0
205,8006103512,-8.0849993,-34.9117284,0,0
206,8006051512,-8.081359598999999,-34.9,0,0
207,8006002412,-8.0811879,-34.911632,0,0
208,8005819712,-8.0814571,-34.911615999999995,0,0
209,8005260012,-8.0709047,-34.9095264,0,0
210,8005410112,-8.077032598999999,-34.9,0,0
211,8005371612,-8.077190099,-34.9,0,0
212,8005703912,-8.0811879,-34.911632,0,0
213,8146000119,0.0,0.0,0,0
214,8152730819,0.0,0.0,0,0
215,8149550219,0.0,0.0,0,0
216,8151661219,0.0,0.0,0,0
217,8145998919,0.0,0.0,0,0
218,8144969519,0.0,0.0,0,0
219,8152734319,0.0,0.0,0,0
220,8149033819,0.0,0.0,0,0
221,8148567919,0.0,0.0,0,0
222,8144888519,0.0,0.0,0,0
223,8141156319,0.0,0.0,0,0
224,8133175219,0.0,0.0,0,0
225,8139241719,0.0,0.0,0,0
226,8133913319,0.0,0.0,0,0
227,8133934019,0.0,0.0,0,0
228,8125494519,0.0,0.0,0,0
229,8128110319,0.0,0.0,0,0
230,8119374119,0.0,0.0,0,0
231,8123230019,0.0,0.0,0,0
232,8123243519,0.0,0.0,0,0
233,8120688619,0.0,0.0,0,0
234,8126967419,0.0,0.0,0,0
235,8126938419,0.0,0.0,0,0
236,8126542319,0.0,0.0,0,0
237,8123454619,0.0,0.0,0,0
238,8108787819,0.0,0.0,0,0
239,8115725419,0.0,0.0,0,0
240,8110313019,0.0,0.0,0,0
241,8096648319,0.0,0.0,0,0
242,8098011219,0.0,0.0,0,0
243,8097654719,0.0,0.0,0,0
244,8096626019,0.0,0.0,0,0
245,8105493319,0.0,0.0,0,0
246,8105853019,0.0,0.0,0,0
247,8103783419,0.0,0.0,0,0
248,8095418419,0.0,0.0,0,0
249,8102592019,0.0,0.0,0,0
250,8102872319,0.0,0.0,0,0
251,8101455019,0.0,0.0,0,0
252,8106406719,0.0,0.0,0,0
253,8099225619,0.0,0.0,0,0
254,8099055319,0.0,0.0,0,0
255,8096280619,0.0,0.0,0,0
256,8090952219,0.0,0.0,0,0
257,8091549719,0.0,0.0,0,0
258,8093362119,0.0,0.0,0,0
259,8092855419,0.0,0.0,0,0
260,8091186119,0.0,0.0,0,0
261,8092270619,0.0,0.0,0,0
262,8090357719,0.0,0.0,0,0
263,8090310019,0.0,0.0,0,0
264,8090313019,0.0,0.0,0,0
265,8091232319,0.0,0.0,0,0
266,8085242019,0.0,0.0,0,0
267,8088944619,0.0,0.0,0,0
268,8090477219,0.0,0.0,0,0
269,8089099819,0.0,0.0,0,0
270,8088966019,0.0,0.0,0,0
271,8081807319,0.0,0.0,0,0
272,8091164819,0.0,0.0,0,0
273,8090537519,0.0,0.0,0,0
274,8084646019,0.0,0.0,0,0
275,8090437019,0.0,0.0,0,0
276,8086186719,0.0,0.0,0,0
277,8087204919,0.0,0.0,0,0
278,8086870519,0.0,0.0,0,0
279,8091076119,0.0,0.0,0,0
280,8091458119,0.0,0.0,0,0
281,8089658719,0.0,0.0,0,0
282,8089293919,0.0,0.0,0,0
283,8090124219,0.0,0.0,0,0
284,8090756919,0.0,0.0,0,0
285,8090890719,0.0,0.0,0,0
286,8090911419,0.0,0.0,0,0
287,8090932119,0.0,0.0,0,0
288,8090939619,0.0,0.0,0,0
289,8074535119,0.0,0.0,0,0
290,8075961419,0.0,0.0,0,0
291,8075073119,0.0,0.0,0,0
292,8074605019,0.0,0.0,0,0
293,8074708319,0.0,0.0,0,0
294,8074815419,0.0,0.0,0,0
295,8075628319,0.0,0.0,0,0
296,8074998119,0.0,0.0,0,0
297,8075420319,0.0,0.0,0,0
298,8074990019,0.0,0.0,0,0
299,8074901819,0.0,0.0,0,0
300,8075301419,0.0,0.0,0,0
301,8074981119,0.0,0.0,0,0
302,8075950219,0.0,0.0,0,0
303,8074956719,0.0,0.0,0,0
304,8072711719,0.0,0.0,0,0
305,8074225219,0.0,0.0,0,0
306,8075062019,0.0,0.0,0,0
307,8078974019,0.0,0.0,0,0
308,8075826019,0.0,0.0,0,0
309,8072751919,0.0,0.0,0,0
310,8072755419,0.0,0.0,0,0
311,8067971419,0.0,0.0,0,0
312,8074256519,0.0,0.0,0,0
313,8072530219,0.0,0.0,0,0
314,8078172019,0.0,0.0,0,0
315,8072411319,0.0,0.0,0,0
316,8077784219,0.0,0.0,0,0
317,8077767019,0.0,0.0,0,0
318,8071364119,0.0,0.0,0,0
319,8077376119,0.0,0.0,0,0
320,8077929019,0.0,0.0,0,0
321,8077429819,0.0,0.0,0,0
322,8077005319,0.0,0.0,0,0
323,8076992019,0.0,0.0,0,0
324,8077008219,0.0,0.0,0,0
325,8076963019,0.0,0.0,0,0
326,8076937019,0.0,0.0,0,0
327,8074265419,0.0,0.0,0,0
328,8074167219,0.0,0.0,0,0
329,8076345519,0.0,0.0,0,0
330,8074439219,0.0,0.0,0,0
331,8074513819,0.0,0.0,0,0
332,8074501019,0.0,0.0,0,0
333,8057342419,0.0,0.0,0,0
334,8066892319,0.0,0.0,0,0
335,8055420819,0.0,0.0,0,0
336,8058006819,0.0,0.0,0,0
337,8064906719,0.0,0.0,0,0
338,8053682519,0.0,0.0,0,0
339,8049902419,0.0,0.0,0,0
340,8049900119,0.0,0.0,0,0
341,8067647219,0.0,0.0,0,0
342,8062080419,0.0,0.0,0,0
343,8056156219,0.0,0.0,0,0
344,8056215919,0.0,0.0,0,0
345,8051658019,0.0,0.0,0,0
346,8064664319,0.0,0.0,0,0
347,8053204619,0.0,0.0,0,0
348,8042900619,0.0,0.0,0,0
349,8047680419,0.0,0.0,0,0
350,8036810919,0.0,0.0,0,0
351,8047389819,0.0,0.0,0,0
352,8036967519,0.0,0.0,0,0
353,8047794019,0.0,0.0,0,0
354,8038185419,0.0,0.0,0,0
355,8039958719,0.0,0.0,0,0
356,8039960119,0.0,0.0,0,0
357,8039942319,0.0,0.0,0,0
358,8045078519,0.0,0.0,0,0
359,8041334719,0.0,0.0,0,0
360,8041352519,0.0,0.0,0,0
361,8045767519,0.0,0.0,0,0
362,8041758119,0.0,0.0,0,0
363,8046406619,0.0,0.0,0,0
364,8042894619,0.0,0.0,0,0
365,8042180319,0.0,0.0,0,0
366,8026293119,0.0,0.0,0,0
367,8027337219,0.0,0.0,0,0
368,8035452119,0.0,0.0,0,0
369,8035970219,0.0,0.0,0,0
370,8012751219,0.0,0.0,0,0
371,8017773419,0.0,0.0,0,0
372,8017848419,0.0,0.0,0,0
373,8017896919,0.0,0.0,0,0
374,8018007319,0.0,0.0,0,0
375,8012485019,0.0,0.0,0,0
376,8012433019,0.0,0.0,0,0
377,8019841719,0.0,0.0,0,0
378,8022251219,0.0,0.0,0,0
379,8014043519,0.0,0.0,0,0
380,8014061319,0.0,0.0,0,0
381,8013962719,0.0,0.0,0,0
382,8013837819,0.0,0.0,0,0
383,8014334019,0.0,0.0,0,0
384,8014301419,0.0,0.0,0,0
385,8013766319,0.0,0.0,0,0
386,8013896419,0.0,0.0,0,0
387,8014612019,0.0,0.0,0,0
388,8014732519,0.0,0.0,0,0
389,8017190919,0.0,0.0,0,0
390,8017419619,0.0,0.0,0,0
391,8017431619,0.0,0.0,0,0
392,8017473019,0.0,0.0,0,0
393,8017479919,0.0,0.0,0,0
394,8009113919,0.0,0.0,0,0
395,8011457319,0.0,0.0,0,0
396,8010213319,0.0,0.0,0,0
397,8010136919,0.0,0.0,0,0
398,8009783419,0.0,0.0,0,0
399,8009412619,0.0,0.0,0,0
400,8009235719,0.0,0.0,0,0
401,8009011119,0.0,0.0,0,0
402,8009000019,0.0,0.0,0,0
403,8008348219,0.0,0.0,0,0
404,8007523519,0.0,0.0,0,0
405,8007065719,0.0,0.0,0,0
406,8007095319,0.0,0.0,0,0
407,8000046719,0.0,0.0,0,0
408,8003357319,0.0,0.0,0,0
409,8003214819,0.0,0.0,0,0
410,8005027019,0.0,0.0,0,0
411,8004798319,0.0,0.0,0,0
412,8004746319,0.0,0.0,0,0
413,8001878619,0.0,0.0,0,0
414,8001762819,0.0,0.0,0,0
415,8004054419,0.0,0.0,0,0
416,8150803018,0.0,0.0,0,0
417,8148633318,0.0,0.0,0,0
418,8147532918,0.0,0.0,0,0
419,8151976518,0.0,0.0,0,0
420,8152711518,0.0,0.0,0,0
421,8151793818,0.0,0.0,0,0
422,8143599118,0.0,0.0,0,0
423,8135713318,0.0,0.0,0,0
424,8135737018,0.0,0.0,1,0
425,8140680218,0.0,0.0,0,0
426,8124696518,0.0,0.0,0,0
427,8130556718,0.0,0.0,0,0
428,8122218918,0.0,0.0,0,0
429,8127000118,0.0,0.0,0,0
430,8133591818,0.0,0.0,0,0
431,8126690418,0.0,0.0,0,0
432,8132145418,0.0,0.0,0,0
433,8120503818,0.0,0.0,1,0
434,8114004318,0.0,0.0,0,0
435,8110999018,0.0,0.0,0,0
436,8117111518,0.0,0.0,0,0
437,8112728418,0.0,0.0,0,0
438,8118480418,0.0,0.0,0,0
439,8104855018,0.0,0.0,0,0
440,8105610118,0.0,0.0,0,0
441,8096418018,0.0,0.0,0,0
442,8103791918,0.0,0.0,0,0
443,8105990918,0.0,0.0,0,0
444,8086675018,0.0,0.0,0,0
445,8088254118,0.0,0.0,0,0
446,8088469818,0.0,0.0,0,0
447,8078790818,0.0,0.0,0,0
448,8079588818,0.0,0.0,0,0
449,8082200718,0.0,0.0,0,0
450,8082302418,0.0,0.0,0,0
451,8069882018,0.0,0.0,0,0
452,8059704218,0.0,0.0,0,0
453,8059742118,0.0,0.0,0,0
454,8056559118,0.0,0.0,0,0
455,8060124618,0.0,0.0,0,0
456,8060102218,0.0,0.0,0,0
457,8060244118,0.0,0.0,0,0
458,8059965018,0.0,0.0,0,0
459,8059339218,0.0,0.0,0,0
460,8061008018,0.0,0.0,0,0
461,8065170618,0.0,0.0,0,0
462,8064924718,0.0,0.0,0,0
463,8068593518,0.0,0.0,0,0
464,8059614318,0.0,0.0,0,0
465,8059162518,0.0,0.0,0,0
466,8058932118,0.0,0.0,0,0
467,8049532418,0.0,0.0,0,0
468,8049236618,0.0,0.0,0,0
469,8050876518,0.0,0.0,0,0
470,8048833018,0.0,0.0,0,0
471,8051687118,0.0,0.0,0,0
472,8047149918,0.0,0.0,0,0
473,8046896518,0.0,0.0,0,0
474,8046664718,0.0,0.0,0,0
475,8046671318,0.0,0.0,0,0
476,8046372618,0.0,0.0,0,0
477,8046556018,0.0,0.0,0,0
478,8046395618,0.0,0.0,0,0
479,8046343618,0.0,0.0,0,0
480,8046265518,0.0,0.0,0,0
481,8046297418,0.0,0.0,0,0
482,8046199218,0.0,0.0,0,0
483,8046061018,0.0,0.0,0,0
484,8045834618,0.0,0.0,0,0
485,8052326218,0.0,0.0,0,0
486,8045828618,0.0,0.0,0,0
487,8045803318,0.0,0.0,0,0
488,8045686718,0.0,0.0,0,0
489,8052355218,0.0,0.0,0,0
490,8045108318,0.0,0.0,0,0
491,8052662218,0.0,0.0,0,0
492,8044526618,0.0,0.0,0,0
493,8044011618,0.0,0.0,0,0
494,8043893518,0.0,0.0,0,0
495,8043868018,0.0,0.0,0,0
496,8043688218,0.0,0.0,0,0
497,8043704818,0.0,0.0,0,0
498,8053221018,0.0,0.0,0,0
499,8042000718,0.0,0.0,0,0
500,8041946418,0.0,0.0,0,0
501,8041869018,0.0,0.0,0,0
502,8053993218,0.0,0.0,0,0
503,8054194618,0.0,0.0,0,0
504,8040743218,0.0,0.0,0,0
505,8040466918,0.0,0.0,0,0
506,8054534118,0.0,0.0,0,0
507,8054805518,0.0,0.0,0,0
508,8056235118,0.0,0.0,0,0
509,8056295418,0.0,0.0,0,0
510,8056397118,0.0,0.0,0,0
511,8056414318,0.0,0.0,0,0
512,8040086118,0.0,0.0,0,0
513,8040173118,0.0,0.0,0,0
514,8040440018,0.0,0.0,0,0
515,8040402018,0.0,0.0,0,0
516,8040265318,0.0,0.0,0,0
517,8040261818,0.0,0.0,0,0
518,8040191018,0.0,0.0,0,0
519,8040158218,0.0,0.0,0,0
520,8040154718,0.0,0.0,0,0
521,8040067718,0.0,0.0,0,0
522,8039755018,0.0,0.0,0,0
523,8039495918,0.0,0.0,0,0
524,8033040018,0.0,0.0,0,0
525,8032962018,0.0,0.0,0,0
526,8032585218,0.0,0.0,0,0
527,8031710818,-8.013698,-34.90157899999997,0,0
528,8029110718,0.0,0.0,0,0
529,8029890218,-8.0142083,-34.90268960000003,0,0
530,8028939818,-8.010895,-34.89714100000003,0,0
531,8028665518,-8.019677799999998,-34.90153939999999,0,0
532,8028151118,-8.0124309,-34.9001725,0,0
533,8027549118,-8.0133919,-34.903540599999985,0,0
534,8022285618,-8.011251999999999,-34.897966999999994,0,0
535,8023223418,-8.012134099999999,-34.902961000000005,0,0
536,8019103818,-8.0180159,-34.90204470000003,0,0
537,8026760018,0.0,0.0,0,0
538,8014703718,-8.0124522,-34.90029179999999,0,0
539,8023020618,-8.114597999999999,-34.951712999999984,0,0
540,8020722018,-8.013639,-34.90399000000002,0,0
541,8004159218,-8.012666000000001,-34.901178000000016,0,0
542,8005036118,-8.018916299999999,-34.89368480000002,0,0
543,8005040918,-8.0172821,-34.895030799999965,0,0
544,8005046718,-8.016579,-34.89583600000003,0,0
545,8006447518,-8.013739999999999,-34.8961309,0,0
546,8006585918,-8.014905800000001,-34.899058500000024,0,0
547,8007676818,-8.0110776,-34.90224569999998,0,0
548,8008367918,-8.013739999999999,-34.8961309,0,0
549,8008621218,-8.1132897,-34.94942040000001,0,0
550,8009280418,-8.010592599999999,-34.89216399999998,0,0
551,8010383818,-8.0126299,-34.903768799999966,0,0
552,8010638618,-8.016492999999999,-34.89572290000001,0,0
553,8011514918,-8.013413,-34.904926999999994,0,0
554,8001602218,-8.017659799999999,-34.90018169999996,0,0
555,8118100917,-8.013676700000001,-34.9019581,0,0
556,8111793917,-8.0129816,-34.897062300000016,0,0
557,8114726017,-8.014905800000001,-34.899058500000024,0,0
558,8104956317,-8.0443169,-34.9608556,0,0
559,8108585017,-8.0142989,-34.90548419999999,0,0
560,8109549717,-8.0128556,-34.900647799999994,0,0
561,8109722017,-8.019879300000001,-34.89683389999999,0,0
562,8100628117,-8.0100037,-34.901387099999965,0,0
563,8101112917,-8.014611799999999,-34.90222589999996,0,0
564,8094649617,-8.012963099999999,-34.90036900000001,0,0
565,8097288417,-8.017994,-34.894368699999966,0,0
566,8098925817,-8.013283,-34.89893840000002,0,0
567,8092246117,-8.015306299999999,-34.905210899999986,0,0
568,8097580717,-8.0110776,-34.90224569999998,0,0
569,8089850917,-8.019579799999999,-34.89846829999999,0,0
570,8089391417,-8.010664799999999,-34.898430800000035,0,0
571,8089073217,-8.0163443,-34.8964345,0,0
572,8088128817,-8.0311357,-34.88447020000001,0,0
573,8087688017,-8.016317200000001,-34.8996325,0,0
574,8084379617,-8.0170623,-34.895283100000036,0,0
575,8080432017,-8.0307776,-34.884674799999964,0,0
576,8080452017,-8.0675004,-34.87915910000004,0,0
577,8070154717,-8.0146965,-34.89972080000001,0,0
578,8071686217,-8.0172692,-34.893798499999995,0,0
579,8075770817,-8.0117406,-34.898754800000006,0,0
580,8071144517,-8.059997899999999,-34.9292289,0,0
581,8072494017,-8.0190117,-34.89401839999999,0,0
582,8073373117,-8.019908099999999,-34.96550630000001,0,0
583,8073381417,0.0,0.0,0,0
584,8064024817,-8.0115634,-34.902697399999965,0,0
585,8064055017,-8.015831599999999,-34.89864219999998,0,0
586,8063673217,-8.0135886,-34.900508,0,0
587,8063451017,-8.0160243,-34.897672,0,0
588,8063353817,-8.0156133,-34.89985869999998,0,0
589,8063137317,0.0,0.0,0,0
590,8062536117,-8.0128927,-34.88798189999999,0,0
591,8062137017,-8.010664799999999,-34.898430800000035,0,0
592,8061798217,-8.013420199999999,-34.89947519999998,0,0
593,8061725517,-8.0176258,-34.89533640000002,0,0
594,8061729017,-8.118441599999999,-34.99392039999998,0,0
595,8061717217,-8.1132632,-34.949425599999984,0,0
596,8061259417,-8.015702300000001,-34.89482650000002,0,0
597,8061172617,-8.0110799,-34.897453799999994,0,0
598,8060525217,-8.015794,-34.894674399999985,0,0
599,8060466617,-8.0172821,-34.895030799999965,1,0
600,8060216017,-8.010587400000002,-34.89598849999999,0,0
601,8059589017,-8.0155599,-34.904383199999984,0,0
602,8068752817,-8.013069,-34.902110300000004,0,0
603,8068754017,-8.013069,-34.902110300000004,0,0
604,8068756317,-8.013069,-34.902110300000004,0,0
605,8068600317,-8.0198649,-34.89787799999999,0,0
606,8068529717,-8.015831599999999,-34.89864219999998,0,0
607,8068106917,-8.0132806,-34.90111260000003,0,0
608,8068125317,0.0,0.0,0,0
609,8068015317,-8.0115629,-34.89711629999999,0,0
610,8067318217,-8.0099304,-34.89752269999997,0,0
611,8067186917,-8.019422200000001,-34.900598400000035,0,0
612,8067117717,-8.016297699999999,-34.90048050000001,0,0
613,8066499317,-8.0176258,-34.89533640000002,0,0
614,8066484617,-8.0141951,-34.898306899999966,0,0
615,8066480017,-8.0146769,-34.898047899999995,0,0
616,8066381217,-8.014225,-34.901379099999986,0,0
617,8066266917,-8.012436,-34.90061179999998,0,0
618,8065956117,-8.0152568,-34.89471850000001,0,0
619,8065910117,-8.0104959,-34.895931300000036,0,0
620,8065842617,-8.0135886,-34.900508,0,0
621,8065585317,-8.014055099999998,-34.90181589999997,0,0
622,8064762917,-8.0170623,-34.895283100000036,0,0
623,8064279617,-8.011893299999999,-34.901367100000016,0,0
624,8056180417,-8.011073099999999,-34.89638130000003,0,0
625,8054677917,-8.0117271,-34.8987401,0,0
626,8054074217,-8.044304499999999,-34.890456400000005,0,0
627,8053948917,-8.014862400000002,-34.8975342,0,0
628,8053683517,-8.053625499999999,-34.931456300000036,0,0
629,8053424017,-8.0192988,-34.90335300000004,0,0
630,8053461217,-8.036031699999999,-34.99123199999997,0,0
