,year,month,ID,day,description,neighbourhood,situation
0,2020,1,8000001720,1,0,AFLITOS,0
1,2019,12,8146602119,10,0,AFLITOS,1
2,2019,12,8146604419,10,0,AFLITOS,1
3,2019,9,8112538919,17,0,AFLITOS,1
4,2019,9,8109426919,9,0,AFLITOS,1
5,2019,6,8077330119,17,0,AFLITOS,1
6,2018,10,8129200818,22,0,AFLITOS,1
7,2018,10,8129202018,22,0,AFLITOS,1
8,2018,5,8058324118,4,0,AFLITOS,1
9,2018,4,8040606518,2,0,AFLITOS,1
10,2017,10,8094575217,15,0,AFLITOS,1
11,2017,8,8070311517,3,0,AFLITOS,1
12,2017,5,8038156817,8,0,AFLITOS,1
13,2017,5,8045912917,29,0,AFLITOS,1
14,2017,5,8045936517,29,0,AFLITOS,1
15,2017,2,8012686017,14,0,AFLITOS,1
16,2016,8,8046976216,1,0,AFLITOS,1
18,2016,5,8021489016,2,0,AFLITOS,1
19,2016,4,8018516016,18,0,AFLITOS,1
20,2016,4,8017416216,16,0,AFLITOS,1
21,2016,4,8018956016,19,0,AFLITOS,1
22,2016,1,8003598616,29,0,AFLITOS,1
23,2015,12,8037555015,7,0,AFLITOS,1
24,2015,12,8038244815,15,0,AFLITOS,1
25,2015,9,8028708115,15,0,AFLITOS,1
26,2015,8,8026912015,26,0,AFLITOS,1
27,2015,8,8027226315,31,0,AFLITOS,1
28,2015,8,8027096215,28,0,AFLITOS,1
29,2015,1,8001316515,14,0,AFLITOS,1
30,2014,10,8017835914,13,0,AFLITOS,1
31,2014,9,8016504914,24,0,AFLITOS,1
32,2014,8,8012453014,1,0,AFLITOS,0
33,2014,8,8013839014,25,0,AFLITOS,1
34,2014,7,8012391514,31,0,AFLITOS,1
36,2012,6,8004255212,20,0,AFLITOS,1
37,2013,6,8007250013,6,0,AFLITOS,1
38,2013,2,8001965713,25,0,AFLITOS,1
39,2012,11,8008209512,1,0,AFLITOS,1
40,2019,12,8150647619,19,0,AFOGADOS,1
41,2019,8,8101831119,20,0,AFOGADOS,1
42,2019,8,8095738919,2,0,AFOGADOS,1
43,2019,7,8089930919,23,0,AFOGADOS,1
44,2019,7,8084277519,5,0,AFOGADOS,1
45,2019,7,8083246919,3,0,AFOGADOS,1
46,2019,7,8083201519,3,0,AFOGADOS,1
47,2019,6,8074994619,13,0,AFOGADOS,1
48,2019,6,8071861519,6,0,AFOGADOS,1
49,2019,6,8073165619,11,0,AFOGADOS,1
50,2019,6,8071695819,6,0,AFOGADOS,1
51,2019,6,8079002119,20,0,AFOGADOS,1
52,2019,6,8069515619,3,0,AFOGADOS,1
53,2019,5,8064565519,25,0,AFOGADOS,1
54,2019,5,8064752019,27,0,AFOGADOS,1
55,2019,5,8064536519,25,0,AFOGADOS,1
56,2019,5,8060250019,22,0,AFOGADOS,1
57,2019,5,8067733619,31,0,AFOGADOS,1
58,2019,5,8065950019,29,0,AFOGADOS,1
59,2019,5,8050034219,2,0,AFOGADOS,1
60,2019,4,8045925019,23,0,AFOGADOS,1
61,2019,4,8042805319,12,0,AFOGADOS,1
62,2019,2,8012302319,1,0,AFOGADOS,1
63,2019,2,8018812319,15,0,AFOGADOS,1
64,2019,2,8015390019,7,0,AFOGADOS,1
65,2019,2,8016867519,12,0,AFOGADOS,1
66,2019,1,8009245219,28,0,AFOGADOS,1
67,2018,6,8082880818,29,0,AFOGADOS,1
68,2018,6,8081368118,26,0,AFOGADOS,1
69,2018,6,8079182118,19,0,AFOGADOS,1
70,2018,6,8076297218,13,0,AFOGADOS,1
71,2018,6,8072152018,6,0,AFOGADOS,1
72,2018,6,8071440118,5,0,AFOGADOS,1
73,2018,5,8058623918,4,0,AFOGADOS,1
74,2018,5,8066631718,23,0,AFOGADOS,1
75,2018,5,8059952618,8,0,AFOGADOS,1
76,2018,5,8059953218,8,0,AFOGADOS,1
77,2018,4,8044792818,9,0,AFOGADOS,1
78,2018,4,8044794018,9,0,AFOGADOS,1
79,2018,4,8043399018,6,0,AFOGADOS,1
80,2018,4,8042051018,4,0,AFOGADOS,1
81,2018,4,8049268518,17,0,AFOGADOS,1
82,2018,4,8048329018,16,0,AFOGADOS,1
83,2018,3,8027512018,2,0,AFOGADOS,1
84,2018,2,8020285918,15,0,AFOGADOS,1
85,2018,2,8020112718,15,0,AFOGADOS,1
86,2018,2,8018153118,7,0,AFOGADOS,1
87,2018,1,8012042318,26,0,AFOGADOS,1
88,2018,1,8011959018,26,0,AFOGADOS,1
89,2018,1,8011039918,24,0,AFOGADOS,1
90,2018,1,8010865218,24,0,AFOGADOS,1
91,2018,1,8009326418,22,0,AFOGADOS,1
92,2017,12,8116730517,19,0,AFOGADOS,1
93,2017,12,8113128217,7,0,AFOGADOS,1
94,2017,11,8105207417,15,0,AFOGADOS,1
95,2017,11,8107931117,23,0,AFOGADOS,1
96,2017,11,8108532317,23,0,AFOGADOS,1
97,2017,10,8097470717,23,0,AFOGADOS,1
98,2017,10,8099083017,27,0,AFOGADOS,1
99,2017,10,8099085317,27,0,AFOGADOS,1
100,2017,10,8090975617,2,0,AFOGADOS,1
101,2017,9,8080489117,4,0,AFOGADOS,1
102,2017,9,8081644017,6,0,AFOGADOS,1
103,2017,8,8074060717,15,0,AFOGADOS,1
104,2017,8,8072405717,9,0,AFOGADOS,1
105,2017,8,8071251617,7,0,AFOGADOS,1
106,2017,7,8068820317,30,0,AFOGADOS,1
107,2017,7,8068738517,28,0,AFOGADOS,1
108,2017,7,8068576517,28,0,AFOGADOS,1
109,2017,7,8067647617,26,0,AFOGADOS,1
110,2017,7,8067114817,25,0,AFOGADOS,1
111,2017,7,8066791617,24,0,AFOGADOS,1
112,2017,7,8066471117,21,0,AFOGADOS,1
113,2017,7,8065558617,19,0,AFOGADOS,1
114,2017,7,8064521117,17,0,AFOGADOS,1
115,2017,7,8063162817,12,0,AFOGADOS,1
116,2017,7,8060142617,5,0,AFOGADOS,1
117,2017,6,8050217317,6,0,AFOGADOS,1
118,2017,5,8043095317,20,0,AFOGADOS,1
119,2017,4,8027347117,3,0,AFOGADOS,1
120,2017,4,8028098517,4,0,AFOGADOS,1
121,2017,4,8030950717,12,0,AFOGADOS,1
122,2017,3,8016627817,2,0,AFOGADOS,1
123,2017,1,8005729917,23,0,AFOGADOS,1
124,2016,10,8064148016,14,0,AFOGADOS,1
125,2016,9,8055721316,6,0,AFOGADOS,1
126,2016,9,8057993016,16,0,AFOGADOS,1
127,2016,7,8042142016,11,0,AFOGADOS,1
128,2016,7,8044682116,20,0,AFOGADOS,1
129,2016,7,8044541916,19,0,AFOGADOS,1
130,2016,7,8042448116,12,0,AFOGADOS,1
131,2016,5,8024969316,12,0,AFOGADOS,1
132,2016,5,8021637016,3,0,AFOGADOS,1
133,2016,5,8028121916,21,0,AFOGADOS,1
134,2016,4,8016758716,14,0,AFOGADOS,1
135,2016,1,8003606916,29,0,AFOGADOS,1
136,2016,1,8001062116,12,0,AFOGADOS,1
137,2016,1,8003856516,30,0,AFOGADOS,1
138,2015,11,8034920915,13,0,AFOGADOS,1
139,2015,8,8025351515,12,0,AFOGADOS,1
140,2015,8,8025349015,12,0,AFOGADOS,1
141,2015,7,8023308515,28,0,AFOGADOS,1
142,2015,7,8022875315,24,0,AFOGADOS,1
143,2015,7,8022873015,24,0,AFOGADOS,1
144,2015,6,8015934815,2,0,AFOGADOS,1
145,2015,5,8014193415,18,0,AFOGADOS,1
146,2015,5,8014138315,16,0,AFOGADOS,1
147,2015,4,8010494015,8,0,AFOGADOS,1
148,2015,3,8009016015,24,0,AFOGADOS,1
149,2015,3,8009029515,24,0,AFOGADOS,1
150,2015,3,8008951815,23,0,AFOGADOS,1
151,2015,3,8008924015,23,0,AFOGADOS,1
152,2015,3,8006949615,9,0,AFOGADOS,1
153,2015,2,8003594215,10,0,AFOGADOS,1
154,2015,1,8000004015,1,0,AFOGADOS,1
155,2015,1,8000973215,11,0,AFOGADOS,1
156,2014,10,8018773714,25,0,AFOGADOS,1
157,2014,10,8019146614,30,0,AFOGADOS,1
158,2014,9,8015189214,8,0,AFOGADOS,1
159,2014,9,8015765314,12,0,AFOGADOS,1
160,2014,9,8015034914,8,0,AFOGADOS,1
161,2014,9,8014918014,8,0,AFOGADOS,1
162,2014,9,8015187014,8,0,AFOGADOS,1
163,2014,9,8014505814,2,0,AFOGADOS,1
164,2014,8,8014288714,30,0,AFOGADOS,1
165,2014,8,8014034514,27,0,AFOGADOS,1
166,2014,8,8013516614,19,0,AFOGADOS,1
167,2014,8,8013412614,17,0,AFOGADOS,1
168,2014,6,8009042314,14,0,AFOGADOS,1
169,2014,6,8009050614,16,0,AFOGADOS,1
170,2014,3,8003058514,2,0,AFOGADOS,1
171,2014,3,8003059114,4,0,AFOGADOS,1
172,2014,3,8003670214,13,0,AFOGADOS,1
173,2014,3,8004530014,25,0,AFOGADOS,1
174,2014,2,8001381314,4,0,AFOGADOS,1
175,2014,1,8000020714,3,0,AFOGADOS,1
176,2014,1,8000193914,8,0,AFOGADOS,1
177,2013,12,8018470613,14,0,AFOGADOS,1
178,2013,12,8018564013,18,0,AFOGADOS,1
179,2013,12,8018314413,9,0,AFOGADOS,1
180,2013,11,8017880613,27,0,AFOGADOS,1
181,2013,11,8017794213,22,0,AFOGADOS,1
182,2013,11,8017426313,8,0,AFOGADOS,1
183,2013,11,8017831513,25,0,AFOGADOS,1
184,2013,11,8017836713,25,0,AFOGADOS,1
185,2013,10,8016575513,8,0,AFOGADOS,1
186,2013,10,8017136513,29,0,AFOGADOS,1
187,2012,6,8003571812,14,0,AFOGADOS,1
188,2013,9,8014657413,2,0,AFOGADOS,1
189,2013,8,8011129713,3,0,AFOGADOS,1
190,2012,4,8008041712,25,0,AFOGADOS,1
191,2013,8,8012986013,16,0,AFOGADOS,1
192,2013,7,8009649713,18,0,AFOGADOS,1
193,2013,7,8009147113,9,0,AFOGADOS,1
194,2013,7,8009797613,19,0,AFOGADOS,0
195,2013,6,8008106013,20,0,AFOGADOS,0
196,2013,6,8006991613,3,0,AFOGADOS,1
197,2013,6,8006916413,1,0,AFOGADOS,1
198,2013,6,8006918713,1,0,AFOGADOS,1
199,2013,5,8005579413,13,0,AFOGADOS,0
200,2013,4,8003688013,4,0,AFOGADOS,1
201,2013,3,8002469313,6,0,AFOGADOS,1
202,2013,2,8001795413,21,0,AFOGADOS,1
203,2013,2,8001104113,4,0,AFOGADOS,1
204,2013,1,8000422013,11,0,AFOGADOS,1
205,2012,11,8006959712,22,0,AFOGADOS,1
206,2012,9,8006948512,20,0,AFOGADOS,1
207,2012,8,8005819712,14,0,AFOGADOS,1
208,2012,8,8006051512,15,0,AFOGADOS,1
209,2012,8,8006002412,15,0,AFOGADOS,1
210,2012,8,8006103512,16,0,AFOGADOS,1
211,2012,7,8005410112,20,0,AFOGADOS,1
212,2012,7,8005703912,31,0,AFOGADOS,1
213,2012,7,8005260012,13,0,AFOGADOS,1
214,2012,7,8005371612,19,0,AFOGADOS,1
215,2019,12,8152734319,28,0,AGUA FRIA,0
216,2019,12,8152730819,28,0,AGUA FRIA,0
217,2019,12,8148567919,13,0,AGUA FRIA,0
218,2019,12,8151661219,25,0,AGUA FRIA,0
219,2019,12,8144969519,5,0,AGUA FRIA,0
220,2019,12,8144888519,5,0,AGUA FRIA,0
221,2019,12,8145998919,8,0,AGUA FRIA,0
222,2019,12,8146000119,8,0,AGUA FRIA,0
223,2019,12,8149550219,17,0,AGUA FRIA,0
224,2019,12,8149033819,16,0,AGUA FRIA,0
225,2019,11,8139241719,22,0,AGUA FRIA,0
227,2019,11,8141156319,27,0,AGUA FRIA,0
228,2019,11,8133175219,8,0,AGUA FRIA,0
229,2019,11,8133934019,11,0,AGUA FRIA,0
230,2019,11,8133913319,11,0,AGUA FRIA,0
231,2019,10,8123243519,15,0,AGUA FRIA,0
232,2019,10,8123454619,15,0,AGUA FRIA,0
233,2019,10,8123230019,15,0,AGUA FRIA,0
234,2019,10,8125494519,21,0,AGUA FRIA,0
235,2019,10,8126542319,23,0,AGUA FRIA,0
236,2019,10,8126967419,23,0,AGUA FRIA,0
237,2019,10,8126938419,23,0,AGUA FRIA,0
238,2019,10,8128110319,26,0,AGUA FRIA,0
239,2019,10,8120688619,8,0,AGUA FRIA,0
240,2019,10,8119374119,4,0,AGUA FRIA,0
241,2019,9,8108787819,6,0,AGUA FRIA,0
242,2019,9,8115725419,25,0,AGUA FRIA,0
243,2019,9,8110313019,11,0,AGUA FRIA,0
244,2019,8,8099055319,12,0,AGUA FRIA,0
245,2019,8,8105853019,30,0,AGUA FRIA,0
246,2019,8,8106406719,31,0,AGUA FRIA,0
247,2019,8,8102592019,21,0,AGUA FRIA,0
249,2019,8,8102872319,22,0,AGUA FRIA,0
250,2019,8,8103783419,26,0,AGUA FRIA,0
251,2019,8,8098011219,8,0,AGUA FRIA,0
252,2019,8,8095418419,1,0,AGUA FRIA,0
253,2019,8,8101455019,19,0,AGUA FRIA,0
254,2019,8,8096626019,6,0,AGUA FRIA,0
255,2019,8,8099225619,12,0,AGUA FRIA,0
256,2019,8,8096280619,5,0,AGUA FRIA,0
257,2019,8,8096648319,6,0,AGUA FRIA,0
258,2019,8,8097654719,7,0,AGUA FRIA,0
259,2019,8,8105493319,29,0,AGUA FRIA,0
260,2019,7,8093362119,29,0,AGUA FRIA,0
261,2019,7,8092855419,26,0,AGUA FRIA,0
262,2019,7,8091549719,24,0,AGUA FRIA,0
263,2019,7,8091458119,24,0,AGUA FRIA,0
264,2019,7,8091232319,24,0,AGUA FRIA,0
266,2019,7,8091186119,24,0,AGUA FRIA,0
267,2019,7,8092270619,25,0,AGUA FRIA,0
268,2019,7,8091164819,24,0,AGUA FRIA,0
269,2019,7,8091076119,24,0,AGUA FRIA,0
270,2019,7,8090939619,24,0,AGUA FRIA,0
271,2019,7,8090932119,24,0,AGUA FRIA,0
272,2019,7,8090911419,24,0,AGUA FRIA,0
273,2019,7,8090890719,24,0,AGUA FRIA,0
275,2019,7,8090952219,24,0,AGUA FRIA,0
276,2019,7,8090756919,24,0,AGUA FRIA,0
277,2019,7,8090537519,24,0,AGUA FRIA,0
278,2019,7,8090477219,24,0,AGUA FRIA,0
279,2019,7,8090437019,24,0,AGUA FRIA,0
280,2019,7,8090357719,24,0,AGUA FRIA,0
281,2019,7,8090313019,24,0,AGUA FRIA,0
282,2019,7,8090124219,23,0,AGUA FRIA,1
283,2019,7,8090310019,23,0,AGUA FRIA,0
284,2019,7,8089293919,22,0,AGUA FRIA,0
285,2019,7,8089658719,23,0,AGUA FRIA,0
286,2019,7,8089099819,22,0,AGUA FRIA,0
287,2019,7,8088966019,20,0,AGUA FRIA,0
288,2019,7,8088944619,20,0,AGUA FRIA,0
289,2019,7,8087204919,15,0,AGUA FRIA,0
290,2019,7,8086870519,12,0,AGUA FRIA,0
291,2019,7,8086186719,11,0,AGUA FRIA,0
293,2019,7,8085242019,9,0,AGUA FRIA,0
294,2019,7,8084646019,8,0,AGUA FRIA,0
296,2019,7,8081807319,1,0,AGUA FRIA,0
297,2019,6,8075073119,13,0,AGUA FRIA,0
298,2019,6,8075062019,13,0,AGUA FRIA,0
300,2019,6,8072411319,7,0,AGUA FRIA,0
301,2019,6,8074998119,13,0,AGUA FRIA,0
302,2019,6,8074990019,13,0,AGUA FRIA,0
303,2019,6,8074981119,13,0,AGUA FRIA,0
304,2019,6,8075301419,14,0,AGUA FRIA,0
305,2019,6,8074956719,13,0,AGUA FRIA,0
306,2019,6,8074901819,13,0,AGUA FRIA,0
307,2019,6,8075961419,15,0,AGUA FRIA,0
309,2019,6,8075420319,14,0,AGUA FRIA,0
310,2019,6,8074535119,13,0,AGUA FRIA,0
311,2019,6,8074815419,13,0,AGUA FRIA,0
312,2019,6,8075628319,14,0,AGUA FRIA,0
313,2019,6,8072711719,10,0,AGUA FRIA,0
314,2019,6,8071364119,5,0,AGUA FRIA,0
315,2019,6,8074708319,13,0,AGUA FRIA,0
316,2019,6,8078974019,20,0,AGUA FRIA,0
317,2019,6,8077376119,17,0,AGUA FRIA,0
318,2019,6,8078172019,19,0,AGUA FRIA,0
320,2019,6,8077008219,17,0,AGUA FRIA,0
322,2019,6,8076963019,17,0,AGUA FRIA,0
323,2019,6,8076937019,17,0,AGUA FRIA,0
324,2019,6,8077005319,17,0,AGUA FRIA,0
325,2019,6,8074513819,13,0,AGUA FRIA,0
327,2019,6,8076992019,17,0,AGUA FRIA,0
328,2019,6,8077767019,18,0,AGUA FRIA,0
329,2019,6,8077429819,18,0,AGUA FRIA,0
330,2019,6,8077929019,18,0,AGUA FRIA,0
331,2019,6,8076345519,17,0,AGUA FRIA,0
333,2019,6,8077784219,18,0,AGUA FRIA,0
334,2019,6,8075826019,14,0,AGUA FRIA,0
336,2019,6,8075950219,15,0,AGUA FRIA,0
338,2019,6,8074605019,13,0,AGUA FRIA,0
339,2019,6,8074256519,13,0,AGUA FRIA,0
340,2019,6,8072755419,10,0,AGUA FRIA,0
341,2019,6,8074265419,13,0,AGUA FRIA,0
342,2019,6,8074501019,13,0,AGUA FRIA,0
344,2019,6,8072751919,10,0,AGUA FRIA,0
345,2019,6,8074167219,12,0,AGUA FRIA,0
346,2019,6,8067971419,3,0,AGUA FRIA,0
347,2019,6,8072530219,8,0,AGUA FRIA,0
348,2019,6,8074439219,13,0,AGUA FRIA,0
350,2019,6,8074225219,13,0,AGUA FRIA,0
351,2019,5,8064906719,27,0,AGUA FRIA,0
352,2019,5,8058006819,21,0,AGUA FRIA,0
353,2019,5,8064664319,27,0,AGUA FRIA,0
354,2019,5,8062080419,24,0,AGUA FRIA,0
356,2019,5,8057342419,20,0,AGUA FRIA,0
357,2019,5,8056215919,16,0,AGUA FRIA,0
358,2019,5,8056156219,16,0,AGUA FRIA,0
359,2019,5,8055420819,14,0,AGUA FRIA,0
360,2019,5,8066892319,30,0,AGUA FRIA,0
361,2019,5,8067647219,31,0,AGUA FRIA,0
362,2019,5,8053682519,9,0,AGUA FRIA,0
363,2019,5,8053204619,9,0,AGUA FRIA,0
364,2019,5,8051658019,6,0,AGUA FRIA,0
365,2019,5,8049902419,2,0,AGUA FRIA,0
366,2019,5,8049900119,2,0,AGUA FRIA,0
367,2019,4,8036810919,1,0,AGUA FRIA,0
368,2019,4,8042900619,12,0,AGUA FRIA,0
369,2019,4,8042894619,12,0,AGUA FRIA,0
370,2019,4,8041334719,10,0,AGUA FRIA,0
371,2019,4,8041352519,10,0,AGUA FRIA,0
372,2019,4,8041758119,10,0,AGUA FRIA,0
373,2019,4,8047794019,26,0,AGUA FRIA,0
374,2019,4,8047680419,25,0,AGUA FRIA,0
375,2019,4,8047389819,25,0,AGUA FRIA,0
376,2019,4,8046406619,23,0,AGUA FRIA,0
377,2019,4,8042180319,11,0,AGUA FRIA,0
378,2019,4,8045767519,22,0,AGUA FRIA,0
379,2019,4,8039958719,6,0,AGUA FRIA,0
380,2019,4,8036967519,1,0,AGUA FRIA,0
381,2019,4,8038185419,3,0,AGUA FRIA,0
382,2019,4,8039942319,6,0,AGUA FRIA,0
383,2019,4,8039960119,6,0,AGUA FRIA,0
384,2019,4,8045078519,18,0,AGUA FRIA,0
385,2019,3,8035970219,29,0,AGUA FRIA,0
386,2019,3,8035452119,28,0,AGUA FRIA,0
387,2019,3,8027337219,12,0,AGUA FRIA,0
388,2019,3,8026293119,8,0,AGUA FRIA,0
389,2019,2,8018007319,13,0,AGUA FRIA,0
390,2019,2,8013962719,6,0,AGUA FRIA,0
391,2019,2,8017479919,13,0,AGUA FRIA,0
392,2019,2,8013896419,6,0,AGUA FRIA,0
393,2019,2,8013837819,6,0,AGUA FRIA,0
394,2019,2,8014061319,6,0,AGUA FRIA,0
395,2019,2,8014732519,6,0,AGUA FRIA,0
396,2019,2,8012485019,4,0,AGUA FRIA,0
397,2019,2,8017473019,13,0,AGUA FRIA,0
398,2019,2,8017431619,13,0,AGUA FRIA,0
399,2019,2,8013766319,6,0,AGUA FRIA,0
400,2019,2,8012751219,4,0,AGUA FRIA,0
401,2019,2,8012433019,4,0,AGUA FRIA,0
402,2019,2,8022251219,22,0,AGUA FRIA,0
403,2019,2,8017773419,13,0,AGUA FRIA,0
404,2019,2,8017896919,13,0,AGUA FRIA,0
405,2019,2,8014301419,6,0,AGUA FRIA,0
406,2019,2,8017419619,13,0,AGUA FRIA,0
407,2019,2,8014612019,6,0,AGUA FRIA,0
408,2019,2,8014334019,6,0,AGUA FRIA,0
409,2019,2,8019841719,18,0,AGUA FRIA,0
410,2019,2,8017190919,12,0,AGUA FRIA,0
411,2019,2,8017848419,13,0,AGUA FRIA,0
412,2019,2,8014043519,6,1,AGUA FRIA,0
414,2019,1,8004054419,14,0,AGUA FRIA,0
415,2019,1,8011457319,31,0,AGUA FRIA,0
416,2019,1,8010136919,29,0,AGUA FRIA,0
417,2019,1,8003357319,11,0,AGUA FRIA,0
418,2019,1,8001762819,8,0,AGUA FRIA,0
419,2019,1,8001878619,8,0,AGUA FRIA,0
420,2019,1,8009000019,28,0,AGUA FRIA,0
421,2019,1,8009011119,28,0,AGUA FRIA,0
423,2019,1,8007065719,22,0,AGUA FRIA,0
425,2019,1,8007523519,23,0,AGUA FRIA,0
426,2019,1,8007095319,22,0,AGUA FRIA,0
427,2019,1,8010213319,29,0,AGUA FRIA,0
428,2019,1,8008348219,24,0,AGUA FRIA,0
429,2019,1,8003214819,10,0,AGUA FRIA,0
430,2019,1,8009235719,28,1,AGUA FRIA,0
431,2019,1,8009783419,29,0,AGUA FRIA,0
432,2019,1,8000046719,2,0,AGUA FRIA,0
433,2019,1,8005027019,16,0,AGUA FRIA,0
434,2019,1,8009412619,28,0,AGUA FRIA,0
435,2019,1,8004798319,16,0,AGUA FRIA,0
436,2019,1,8004746319,15,0,AGUA FRIA,0
438,2019,1,8009113919,28,0,AGUA FRIA,0
439,2018,12,8152711518,18,0,AGUA FRIA,0
440,2018,12,8150803018,13,0,AGUA FRIA,0
441,2018,12,8147532918,5,0,AGUA FRIA,0
443,2018,12,8148633318,7,0,AGUA FRIA,0
444,2018,12,8151793818,15,0,AGUA FRIA,0
445,2018,12,8151976518,17,0,AGUA FRIA,0
446,2018,11,8135713318,6,0,AGUA FRIA,0
447,2018,11,8135737018,6,0,AGUA FRIA,0
448,2018,11,8140680218,20,0,AGUA FRIA,0
449,2018,11,8143599118,27,0,AGUA FRIA,0
450,2018,10,8133591818,31,0,AGUA FRIA,0
451,2018,10,8124696518,8,0,AGUA FRIA,0
452,2018,10,8122218918,2,0,AGUA FRIA,0
453,2018,10,8126690418,15,0,AGUA FRIA,0
454,2018,10,8130556718,24,0,AGUA FRIA,0
455,2018,10,8132145418,27,0,AGUA FRIA,0
456,2018,10,8127000118,16,0,AGUA FRIA,0
457,2018,9,8112728418,10,0,AGUA FRIA,0
458,2018,9,8118480418,24,0,AGUA FRIA,0
459,2018,9,8114004318,12,0,AGUA FRIA,0
460,2018,9,8120503818,27,0,AGUA FRIA,0
461,2018,9,8110999018,4,0,AGUA FRIA,0
462,2018,9,8117111518,19,0,AGUA FRIA,0
463,2018,8,8104855018,22,0,AGUA FRIA,0
464,2018,8,8105610118,23,0,AGUA FRIA,0
465,2018,8,8105990918,24,0,AGUA FRIA,0
466,2018,8,8096418018,3,0,AGUA FRIA,0
467,2018,8,8103791918,20,0,AGUA FRIA,0
468,2018,7,8086675018,10,0,AGUA FRIA,0
469,2018,7,8088469818,13,0,AGUA FRIA,0
470,2018,7,8088254118,12,0,AGUA FRIA,0
471,2018,6,8082302418,28,0,AGUA FRIA,0
472,2018,6,8082200718,28,0,AGUA FRIA,0
473,2018,6,8079588818,20,0,AGUA FRIA,0
474,2018,6,8078790818,19,0,AGUA FRIA,0
475,2018,6,8069882018,1,0,AGUA FRIA,0
476,2018,5,8065170618,18,0,AGUA FRIA,0
477,2018,5,8058932118,5,0,AGUA FRIA,0
478,2018,5,8059162518,7,0,AGUA FRIA,0
480,2018,5,8059339218,7,0,AGUA FRIA,0
481,2018,5,8059614318,7,0,AGUA FRIA,0
482,2018,5,8059704218,7,0,AGUA FRIA,0
483,2018,5,8064924718,18,0,AGUA FRIA,0
484,2018,5,8059742118,8,0,AGUA FRIA,0
485,2018,5,8059965018,8,0,AGUA FRIA,0
486,2018,5,8060102218,8,0,AGUA FRIA,0
487,2018,5,8060124618,8,0,AGUA FRIA,0
488,2018,5,8066738618,23,0,AGUA FRIA,0
489,2018,5,8060244118,8,0,AGUA FRIA,0
490,2018,5,8056559118,1,0,AGUA FRIA,0
491,2018,5,8061008018,9,0,AGUA FRIA,0
492,2018,5,8068593518,29,0,AGUA FRIA,0
493,2018,4,8053221018,24,0,AGUA FRIA,0
494,2018,4,8047149918,12,0,AGUA FRIA,0
495,2018,4,8046896518,12,0,AGUA FRIA,0
496,2018,4,8053993218,25,0,AGUA FRIA,0
497,2018,4,8046671318,11,0,AGUA FRIA,0
498,2018,4,8046664718,11,0,AGUA FRIA,0
499,2018,4,8054194618,25,0,AGUA FRIA,0
500,2018,4,8046556018,11,0,AGUA FRIA,0
501,2018,4,8046372618,11,0,AGUA FRIA,0
502,2018,4,8054534118,26,0,AGUA FRIA,0
504,2018,4,8054805518,26,0,AGUA FRIA,0
505,2018,4,8046265518,11,0,AGUA FRIA,0
506,2018,4,8046343618,11,0,AGUA FRIA,0
507,2018,4,8046297418,11,0,AGUA FRIA,0
508,2018,4,8046199218,11,0,AGUA FRIA,0
509,2018,4,8046395618,11,0,AGUA FRIA,0
510,2018,4,8046061018,11,0,AGUA FRIA,0
511,2018,4,8045834618,11,0,AGUA FRIA,0
512,2018,4,8045828618,11,0,AGUA FRIA,0
513,2018,4,8045803318,11,0,AGUA FRIA,0
514,2018,4,8056235118,28,0,AGUA FRIA,0
515,2018,4,8045686718,10,0,AGUA FRIA,0
516,2018,4,8056295418,30,0,AGUA FRIA,0
518,2018,4,8056397118,30,0,AGUA FRIA,0
519,2018,4,8056414318,30,0,AGUA FRIA,0
521,2018,4,8045108318,10,0,AGUA FRIA,0
522,2018,4,8044526618,9,0,AGUA FRIA,0
523,2018,4,8044011618,9,0,AGUA FRIA,0
525,2018,4,8043893518,8,0,AGUA FRIA,0
526,2018,4,8043868018,8,0,AGUA FRIA,0
528,2018,4,8043704818,8,0,AGUA FRIA,0
529,2018,4,8043688218,8,0,AGUA FRIA,0
530,2018,4,8042000718,4,0,AGUA FRIA,0
531,2018,4,8041946418,4,0,AGUA FRIA,0
532,2018,4,8040743218,2,0,AGUA FRIA,0
533,2018,4,8040466918,1,0,AGUA FRIA,0
535,2018,4,8051687118,21,0,AGUA FRIA,0
536,2018,4,8050876518,19,0,AGUA FRIA,0
537,2018,4,8052355218,23,0,AGUA FRIA,0
538,2018,4,8049532418,17,0,AGUA FRIA,0
539,2018,4,8049236618,17,0,AGUA FRIA,0
540,2018,4,8048833018,16,0,AGUA FRIA,0
541,2018,4,8052326218,23,0,AGUA FRIA,1
542,2018,4,8052662218,23,0,AGUA FRIA,1
543,2018,4,8041869018,4,0,AGUA FRIA,0
544,2018,3,8039755018,28,0,AGUA FRIA,0
545,2018,3,8039495918,27,0,AGUA FRIA,0
546,2018,3,8040440018,31,0,AGUA FRIA,0
548,2018,3,8033040018,15,0,AGUA FRIA,0
549,2018,3,8032962018,15,0,AGUA FRIA,0
550,2018,3,8032585218,14,0,AGUA FRIA,0
551,2018,3,8031710818,13,0,AGUA FRIA,0
552,2018,3,8029890218,8,0,AGUA FRIA,0
553,2018,3,8029110718,7,0,AGUA FRIA,0
554,2018,3,8028939818,6,0,AGUA FRIA,0
555,2018,3,8028665518,5,0,AGUA FRIA,0
556,2018,3,8028151118,5,0,AGUA FRIA,0
557,2018,3,8027549118,2,0,AGUA FRIA,0
558,2018,3,8040067718,28,0,AGUA FRIA,0
