,year,month,ID,day,description,neighbourhood,situation
24659,2013,5,8006209613,20,0,IBURA,1
24660,2014,5,8008038214,27,0,IBURA,0
24661,2014,5,8008083814,27,0,IBURA,0
24662,2014,5,8008074914,27,0,IBURA,0
24663,2014,5,8007877014,22,0,IBURA,0
24664,2014,5,8007825014,21,0,IBURA,0
24665,2014,5,8007737414,20,0,IBURA,0
24666,2014,5,8007600914,15,0,IBURA,0
24667,2014,5,8007584314,15,0,IBURA,0
24668,2014,5,8007632814,16,0,IBURA,0
24669,2014,5,8007753014,20,0,IBURA,0
24670,2014,5,8008201014,29,0,IBURA,0
24671,2014,5,8007574814,15,0,IBURA,0
24672,2014,5,8007785914,21,0,IBURA,0
24673,2014,5,8008306714,31,0,IBURA,0
24674,2014,5,8007447614,13,0,IBURA,0
24675,2014,5,8007257214,9,0,IBURA,0
24676,2014,5,8007205214,8,0,IBURA,0
24677,2014,5,8006999514,5,0,IBURA,0
24678,2014,5,8006994314,5,0,IBURA,0
24679,2014,5,8006978814,5,0,IBURA,0
24680,2014,5,8007523414,14,0,IBURA,0
24681,2014,5,8007073914,7,0,IBURA,0
24682,2014,5,8007157814,8,0,IBURA,0
24683,2014,5,8007353114,13,0,IBURA,0
24684,2014,5,8006903814,4,0,IBURA,0
24685,2014,5,8006890314,3,0,IBURA,0
24686,2014,5,8006821114,2,0,IBURA,0
24687,2014,5,8006746014,2,0,IBURA,0
24688,2014,5,8006712814,2,0,IBURA,0
24689,2014,5,8006693314,1,0,IBURA,0
24690,2014,5,8006883714,3,0,IBURA,0
24691,2014,5,8006726914,2,0,IBURA,0
24692,2014,5,8006913314,5,0,IBURA,0
24693,2014,5,8006722314,2,0,IBURA,0
24694,2014,5,8006781014,2,0,IBURA,0
24695,2014,4,8005999114,23,0,IBURA,0
24696,2014,4,8005992714,22,0,IBURA,0
24697,2014,4,8005973214,22,0,IBURA,0
24698,2014,4,8005894514,17,0,IBURA,0
24699,2014,4,8005774014,15,0,IBURA,0
24700,2014,4,8012933413,25,0,IBURA,0
24701,2014,4,8006353814,29,0,IBURA,0
24702,2014,4,8005747214,15,0,IBURA,0
24703,2014,4,8005818714,16,0,IBURA,0
24704,2014,4,8005756114,15,0,IBURA,0
24705,2014,4,8005982114,22,0,IBURA,0
24706,2014,4,8006679014,30,0,IBURA,1
24707,2014,4,8005707014,15,0,IBURA,0
24708,2014,4,8005961414,22,0,IBURA,0
24709,2014,4,8005054714,4,0,IBURA,0
24710,2014,4,8005761514,15,0,IBURA,0
24711,2014,4,8005626014,14,0,IBURA,0
24712,2014,4,8005727114,15,0,IBURA,0
24713,2014,4,8005095514,7,0,IBURA,0
24714,2014,4,8005712414,15,0,IBURA,0
24715,2014,4,8005625414,14,0,IBURA,0
24716,2014,4,8005630814,14,0,IBURA,0
24717,2014,4,8005711814,15,0,IBURA,0
24718,2014,4,8005729414,15,0,IBURA,0
24719,2014,4,8005629014,14,0,IBURA,0
24720,2014,4,8005622514,14,0,IBURA,0
24721,2014,4,8005651514,14,0,IBURA,0
24722,2014,4,8005082014,5,0,IBURA,0
24723,2014,4,8005632014,14,0,IBURA,0
24724,2014,4,8005080814,5,0,IBURA,0
24725,2014,4,8005731914,15,0,IBURA,0
24726,2014,4,8005990414,22,0,IBURA,0
24727,2014,4,8005713014,15,0,IBURA,0
24728,2014,4,8005655014,14,0,IBURA,0
24729,2014,4,8005995614,22,0,IBURA,0
24730,2014,4,8005734814,15,0,IBURA,0
24731,2014,4,8005639514,14,0,IBURA,0
24732,2014,4,8005953114,22,0,IBURA,0
24733,2014,4,8005643214,14,0,IBURA,0
24734,2014,4,8006012614,23,0,IBURA,0
24735,2014,4,8005623114,14,0,IBURA,0
24736,2014,4,8005602414,14,0,IBURA,0
24737,2014,4,8005692314,15,0,IBURA,1
24738,2014,4,8005600114,14,0,IBURA,0
24739,2014,4,8006489714,30,0,IBURA,0
24740,2014,4,8005744314,15,0,IBURA,0
24741,2014,4,8005618814,14,0,IBURA,0
24742,2014,4,8005743714,15,0,IBURA,0
24743,2014,4,8005742014,15,0,IBURA,0
24744,2014,4,8005895114,17,0,IBURA,0
24745,2014,4,8005960814,22,0,IBURA,0
24746,2014,4,8005714714,15,0,IBURA,0
24747,2014,4,8005621914,14,0,IBURA,0
24748,2014,4,8005653814,14,0,IBURA,0
24749,2014,4,8005717614,15,0,IBURA,0
24750,2014,4,8005736014,15,0,IBURA,0
24751,2014,4,8005595814,14,0,IBURA,0
24752,2014,4,8005617114,14,0,IBURA,0
24753,2014,4,8005841914,16,0,IBURA,0
24754,2014,4,8005644914,14,0,IBURA,0
24755,2014,4,8005648414,14,0,IBURA,0
24756,2014,4,8005077714,5,0,IBURA,0
24757,2014,4,8004993014,3,0,IBURA,0
24758,2014,4,8004984014,3,0,IBURA,0
24759,2014,4,8005011614,3,0,IBURA,0
24760,2014,4,8005086614,5,0,IBURA,1
24761,2014,4,8005075414,5,0,IBURA,1
24762,2014,4,8005248614,7,0,IBURA,1
24763,2014,4,8005656714,14,0,IBURA,0
24764,2014,4,8005797014,16,0,IBURA,1
24765,2014,4,8005919814,22,0,IBURA,0
24766,2014,4,8005924114,22,0,IBURA,1
24767,2014,4,8005984414,22,0,IBURA,0
24768,2014,4,8005994014,22,0,IBURA,0
24769,2014,4,8006326014,28,0,IBURA,0
24770,2014,4,8006340314,29,0,IBURA,0
24771,2014,4,8006007214,23,0,IBURA,1
24772,2014,4,8006126114,24,0,IBURA,0
24773,2014,4,8005593514,14,0,IBURA,0
24774,2014,4,8005589814,14,0,IBURA,0
24775,2014,4,8005087214,5,0,IBURA,0
24776,2014,4,8006399814,29,0,IBURA,1
24777,2014,4,8006674914,30,0,IBURA,1
24778,2014,4,8006354414,29,0,IBURA,0
24779,2014,4,8006422014,29,0,IBURA,0
24780,2014,4,8006456114,30,0,IBURA,0
24781,2014,4,8005645514,14,0,IBURA,0
24782,2014,4,8005722014,15,0,IBURA,0
24783,2014,4,8006557214,30,0,IBURA,1
24784,2014,4,8006352114,29,0,IBURA,1
24785,2014,4,8006656014,30,0,IBURA,1
24786,2014,4,8005619414,14,0,IBURA,0
24787,2014,4,8005730214,15,0,IBURA,0
24788,2014,4,8006666614,30,0,IBURA,0
24789,2014,4,8006236114,25,0,IBURA,1
24790,2014,4,8006662014,30,0,IBURA,0
24791,2014,4,8005647814,14,0,IBURA,0
24792,2014,4,8006601114,30,0,IBURA,0
24793,2014,4,8006574414,30,0,IBURA,0
24794,2014,4,8006488014,30,0,IBURA,0
24795,2014,4,8006577314,30,0,IBURA,0
24796,2014,4,8006459014,30,0,IBURA,0
24797,2014,4,8006423614,29,0,IBURA,0
24798,2014,4,8005885614,17,0,IBURA,0
24799,2014,4,8006400614,29,0,IBURA,0
24800,2014,4,8006389214,29,0,IBURA,0
24801,2014,4,8006365614,29,0,IBURA,0
24802,2014,4,8005597014,14,0,IBURA,0
24803,2014,4,8006356714,29,0,IBURA,0
24804,2014,4,8006315914,28,0,IBURA,0
24805,2014,4,8005599314,14,0,IBURA,0
24806,2014,4,8005596414,14,0,IBURA,0
24807,2014,4,8005591214,14,0,IBURA,0
24808,2014,4,8005497614,11,0,IBURA,0
24809,2014,4,8005592914,14,0,IBURA,0
24810,2014,4,8006450314,30,0,IBURA,0
24811,2014,4,8005588114,14,0,IBURA,0
24812,2014,4,8005601814,14,0,IBURA,0
24813,2014,4,8005381814,9,0,IBURA,0
24814,2014,4,8005235114,7,0,IBURA,0
24815,2014,4,8005010014,3,0,IBURA,0
24816,2014,4,8006247314,26,0,IBURA,0
24817,2014,4,8005721314,15,0,IBURA,0
24818,2014,4,8005657314,14,0,IBURA,0
24819,2014,4,8005728814,15,0,IBURA,0
24820,2014,4,8005757814,15,0,IBURA,0
24821,2014,4,8005753214,15,0,IBURA,0
24822,2014,4,8005638914,14,0,IBURA,0
24823,2014,4,8005759014,15,0,IBURA,0
24824,2014,4,8005763814,15,0,IBURA,0
24825,2014,4,8006196014,25,0,IBURA,0
24826,2014,4,8004835514,1,0,IBURA,0
24827,2014,4,8006447214,30,0,IBURA,0
24828,2014,4,8006443714,30,0,IBURA,0
24829,2014,4,8006288114,28,0,IBURA,0
24830,2014,4,8006442014,30,0,IBURA,0
24831,2014,4,8005710114,15,0,IBURA,0
24832,2014,4,8012940013,30,0,IBURA,0
24833,2014,4,8005393614,10,0,IBURA,1
24834,2014,4,8005624814,14,0,IBURA,0
24835,2014,4,8005762114,15,0,IBURA,0
24836,2014,4,8006469614,30,0,IBURA,0
24837,2014,4,8005649014,14,0,IBURA,0
24838,2014,4,8005766714,15,0,IBURA,0
24839,2014,4,8005773314,15,0,IBURA,0
24840,2014,4,8005771014,15,0,IBURA,0
24841,2014,4,8005769614,15,0,IBURA,0
24842,2014,4,8005767314,15,0,IBURA,0
24843,2014,4,8005884014,17,0,IBURA,0
24844,2014,4,8005708714,15,0,IBURA,0
24845,2014,4,8005612014,14,0,IBURA,0
24846,2014,4,8005750314,15,0,IBURA,0
24847,2014,4,8005607614,14,0,IBURA,0
24848,2014,4,8005725914,15,0,IBURA,0
24849,2014,4,8005723614,15,0,IBURA,0
24850,2014,4,8005641014,14,0,IBURA,0
24851,2014,4,8005605314,14,0,IBURA,0
24852,2014,4,8005610714,14,0,IBURA,0
24853,2014,4,8005614214,14,0,IBURA,0
24854,2014,4,8005609914,14,0,IBURA,0
24855,2014,4,8005613614,14,0,IBURA,0
24856,2014,4,8005726514,15,0,IBURA,0
24857,2014,4,8005603014,14,0,IBURA,0
24858,2014,4,8006270514,28,0,IBURA,0
24859,2014,4,8006269714,28,0,IBURA,0
24860,2014,4,8006517014,30,0,IBURA,1
24861,2014,4,8006133814,24,0,IBURA,0
24862,2014,4,8006064614,23,0,IBURA,0
24863,2014,3,8003066814,6,0,IBURA,1
24864,2014,3,8003880714,17,0,IBURA,0
24865,2014,3,8003881314,17,0,IBURA,0
24866,2014,3,8003540114,12,0,IBURA,0
24867,2014,3,8003515714,12,0,IBURA,0
24868,2014,3,8003514014,12,0,IBURA,0
24869,2014,3,8003409214,11,0,IBURA,0
24870,2014,3,8003553614,13,0,IBURA,1
24871,2014,3,8003561914,13,0,IBURA,0
24872,2014,3,8003649314,13,0,IBURA,1
24873,2014,3,8003675414,13,0,IBURA,0
24874,2014,3,8003917814,17,0,IBURA,0
24875,2014,3,8004443014,24,0,IBURA,0
24876,2014,3,8003598014,13,0,IBURA,1
24877,2014,3,8004774614,31,0,IBURA,0
24878,2014,3,8004773014,30,1,IBURA,0
24879,2014,3,8004564114,25,0,IBURA,0
24880,2014,3,8004593114,26,0,IBURA,0
24881,2014,3,8004135314,19,0,IBURA,0
24882,2014,3,8004139914,19,0,IBURA,0
24883,2014,3,8004083314,19,0,IBURA,0
24884,2014,3,8004134714,19,0,IBURA,0
24885,2014,3,8004108614,19,0,IBURA,0
24886,2014,3,8004136014,19,0,IBURA,0
24887,2014,3,8004003014,18,0,IBURA,0
24888,2014,3,8003914914,17,0,IBURA,0
24889,2014,3,8004109214,19,0,IBURA,0
24890,2014,3,8004124114,19,0,IBURA,0
24891,2014,3,8004111714,19,0,IBURA,0
24892,2014,3,8004103414,19,0,IBURA,0
24893,2014,3,8004110014,19,0,IBURA,0
24894,2014,3,8004104014,19,0,IBURA,0
24895,2014,3,8004085614,19,0,IBURA,0
24896,2014,3,8004123514,19,0,IBURA,0
24897,2014,3,8004159014,19,0,IBURA,0
24898,2014,3,8003096414,6,0,IBURA,0
24899,2014,3,8003094114,6,0,IBURA,0
24900,2014,3,8003102414,6,0,IBURA,1
24901,2014,3,8003863514,17,1,IBURA,0
24902,2014,3,8003611614,13,0,IBURA,0
24903,2014,3,8003873014,17,0,IBURA,0
24904,2014,3,8003854614,17,0,IBURA,0
24905,2014,3,8004033614,18,0,IBURA,1
24906,2014,3,8003629214,13,0,IBURA,1
24907,2014,3,8003812114,14,0,IBURA,0
24908,2014,3,8003848614,17,0,IBURA,0
24909,2014,3,8003736314,14,0,IBURA,0
24910,2014,3,8003647014,13,0,IBURA,0
24911,2014,3,8004047714,19,0,IBURA,0
24912,2014,3,8003589014,13,0,IBURA,0
24913,2014,3,8003064514,6,0,IBURA,1
24914,2014,3,8003800314,14,0,IBURA,0
24915,2014,3,8003645814,13,0,IBURA,0
24916,2014,3,8003678314,13,0,IBURA,0
24917,2014,3,8003626314,13,0,IBURA,0
24918,2014,3,8003577214,13,0,IBURA,0
24919,2014,3,8003531214,12,0,IBURA,0
24920,2014,3,8003534114,12,0,IBURA,0
24921,2014,3,8003734014,14,0,IBURA,0
24922,2014,3,8003494014,12,0,IBURA,0
24923,2014,3,8003826214,14,0,IBURA,0
24924,2014,3,8003717914,14,0,IBURA,0
24925,2014,3,8003719114,14,0,IBURA,0
24926,2014,3,8003722214,14,0,IBURA,0
24927,2014,3,8003637514,13,0,IBURA,0
24928,2014,3,8003642914,13,0,IBURA,0
24929,2014,3,8003547614,13,0,IBURA,0
24930,2014,3,8003557114,13,0,IBURA,0
24931,2014,3,8003550714,13,0,IBURA,0
24932,2014,3,8003555914,13,0,IBURA,0
24933,2014,3,8003560214,13,0,IBURA,0
24934,2014,3,8003529814,12,0,IBURA,0
24935,2014,3,8004294414,20,0,IBURA,1
24936,2014,3,8003511114,12,0,IBURA,0
24937,2014,3,8003508014,12,0,IBURA,0
24938,2014,3,8003601014,13,0,IBURA,1
24939,2014,3,8003383314,11,0,IBURA,0
24940,2014,3,8003517014,12,0,IBURA,0
24941,2014,3,8003513414,12,0,IBURA,0
24942,2014,3,8003518614,12,0,IBURA,0
24943,2014,3,8003548214,13,0,IBURA,0
24944,2014,3,8004054314,19,0,IBURA,0
24945,2014,3,8003975814,18,0,IBURA,1
24946,2014,3,8003092914,6,0,IBURA,0
24947,2014,3,8004030714,18,0,IBURA,1
24948,2014,3,8003599614,13,0,IBURA,0
24949,2014,3,8003510514,12,0,IBURA,0
24950,2014,3,8003374414,11,0,IBURA,1
24951,2014,3,8003349014,10,0,IBURA,0
24952,2014,3,8003322414,10,0,IBURA,0
24953,2014,3,8003277914,10,0,IBURA,1
24954,2014,3,8003081714,6,0,IBURA,0
24955,2014,3,8003600414,13,0,IBURA,1
24956,2014,3,8003367814,10,1,IBURA,1
24957,2014,3,8003254914,9,0,IBURA,1
24958,2014,3,8003623414,13,0,IBURA,1
24959,2014,3,8004241814,20,0,IBURA,0
24960,2014,3,8003916114,17,0,IBURA,0
24961,2014,3,8003908914,17,0,IBURA,0
24962,2014,3,8003910314,17,0,IBURA,0
24963,2014,3,8003912614,17,0,IBURA,0
24964,2014,3,8004582014,26,0,IBURA,0
24965,2014,3,8003646414,13,0,IBURA,1
24966,2014,3,8003871814,17,0,IBURA,0
24967,2014,3,8003113614,6,0,IBURA,1
24968,2014,2,8001707614,7,0,IBURA,0
24969,2014,2,8002959914,27,0,IBURA,0
24970,2014,2,8002455014,20,0,IBURA,0
24971,2014,2,8002225514,15,0,IBURA,0
24972,2014,2,8001610214,6,0,IBURA,0
24973,2014,2,8001463014,5,0,IBURA,0
24974,2014,2,8002252214,17,0,IBURA,0
24975,2014,2,8002001014,12,0,IBURA,1
24976,2014,2,8001788614,8,0,IBURA,0
24977,2014,2,8002147414,14,0,IBURA,0
24978,2014,2,8002619314,21,0,IBURA,0
24979,2014,2,8001495914,6,0,IBURA,0
24980,2014,2,8001325614,3,0,IBURA,0
24981,2014,2,8002177014,14,0,IBURA,0
24982,2014,2,8002765014,25,0,IBURA,1
24983,2014,2,8002954714,27,0,IBURA,0
24984,2014,2,8002235014,17,0,IBURA,0
24985,2014,2,8002496914,20,0,IBURA,0
24986,2014,2,8002168114,14,0,IBURA,1
24987,2014,2,8002222614,15,0,IBURA,0
24988,2014,2,8002877214,26,0,IBURA,1
24989,2014,2,8001787014,7,0,IBURA,1
24990,2014,2,8001948314,11,0,IBURA,0
24991,2014,2,8001983314,12,0,IBURA,1
24992,2014,2,8002084214,12,0,IBURA,0
24993,2014,2,8002086514,12,0,IBURA,0
24994,2014,2,8002099014,13,0,IBURA,1
24995,2014,2,8002204814,14,0,IBURA,0
24996,2014,2,8001560514,6,0,IBURA,0
24997,2014,2,8001749014,7,0,IBURA,0
24998,2014,2,8001695814,7,0,IBURA,1
24999,2014,2,8001752114,7,0,IBURA,1
25000,2014,2,8001762714,7,0,IBURA,1
25001,2014,2,8001759614,7,0,IBURA,1
25002,2014,2,8001414914,4,0,IBURA,1
25003,2014,2,8002224914,15,0,IBURA,0
25004,2014,2,8001782814,7,0,IBURA,0
25005,2014,2,8001706014,7,0,IBURA,0
25006,2014,2,8002975414,27,0,IBURA,0
25007,2014,2,8002875014,26,0,IBURA,0
25008,2014,2,8002754814,24,0,IBURA,0
25009,2014,2,8002532514,20,0,IBURA,0
25010,2014,2,8002541414,20,0,IBURA,0
25011,2014,2,8002549514,20,0,IBURA,0
25012,2014,2,8002548914,20,0,IBURA,0
25013,2014,2,8002543714,20,0,IBURA,0
25014,2014,2,8002537714,20,0,IBURA,0
25015,2014,2,8002545014,20,0,IBURA,0
25016,2014,2,8002662614,22,0,IBURA,0
25017,2014,2,8002250014,17,0,IBURA,0
25018,2014,2,8002442614,19,0,IBURA,0
25019,2014,2,8002374014,19,0,IBURA,0
25020,2014,2,8002376314,19,0,IBURA,0
25021,2014,2,8002512414,20,0,IBURA,0
25022,2014,2,8002529414,20,0,IBURA,0
25023,2014,2,8002246214,17,0,IBURA,0
25024,2014,2,8002207714,14,0,IBURA,0
25025,2014,2,8002236714,17,0,IBURA,0
25026,2014,2,8002371114,19,0,IBURA,0
25027,2014,2,8002195914,14,0,IBURA,0
25028,2014,2,8002069314,12,0,IBURA,0
25029,2014,2,8002153414,14,0,IBURA,0
25030,2014,2,8002216614,14,0,IBURA,0
25031,2014,2,8002223214,15,0,IBURA,0
25032,2014,2,8002230914,17,0,IBURA,0
25033,2014,2,8002256814,17,0,IBURA,0
25034,2014,2,8002196514,14,0,IBURA,0
25035,2014,2,8002145114,14,0,IBURA,0
25036,2014,2,8002019614,12,0,IBURA,0
25037,2014,2,8002074714,12,0,IBURA,0
25038,2014,2,8002057514,12,0,IBURA,0
25039,2014,2,8002073014,12,0,IBURA,0
25040,2014,2,8002058114,12,0,IBURA,0
25041,2014,2,8002059814,12,0,IBURA,0
25042,2014,2,8002032214,12,0,IBURA,0
25043,2014,2,8002061214,12,0,IBURA,0
25044,2014,2,8002065814,12,0,IBURA,0
25045,2014,2,8002064114,12,0,IBURA,0
25046,2014,2,8002072414,12,0,IBURA,0
25047,2014,2,8002063514,12,0,IBURA,0
25048,2014,2,8002066414,12,0,IBURA,0
25049,2014,2,8002070114,12,0,IBURA,0
25050,2014,2,8002052314,12,0,IBURA,0
25051,2014,2,8002018014,12,0,IBURA,0
25052,2014,2,8002045714,12,0,IBURA,0
25053,2014,2,8002060614,12,0,IBURA,0
25054,2014,2,8001988514,12,0,IBURA,0
25055,2014,2,8001760414,7,0,IBURA,0
25056,2014,2,8001834814,10,0,IBURA,0
25057,2014,2,8001797514,10,0,IBURA,0
25058,2014,2,8001756714,7,0,IBURA,0
25059,2014,2,8001757314,7,0,IBURA,0
25060,2014,2,8001528414,6,0,IBURA,0
25061,2014,2,8001373014,4,0,IBURA,0
25062,2014,2,8001421514,5,0,IBURA,0
25063,2014,2,8001384214,4,0,IBURA,0
25064,2014,2,8001305514,2,0,IBURA,0
25065,2014,2,8001606514,6,0,IBURA,0
25066,2014,1,8000283814,9,0,IBURA,0
25067,2014,1,8000227014,9,0,IBURA,0
25068,2014,1,8000230114,9,0,IBURA,0
25069,2014,1,8001123414,29,0,IBURA,0
25070,2014,1,8000434614,10,0,IBURA,0
25071,2014,1,8000423414,10,0,IBURA,0
25072,2014,1,8000855114,22,0,IBURA,0
25073,2014,1,8000424014,10,0,IBURA,0
25074,2014,1,8000429214,10,0,IBURA,0
25075,2014,1,8000432314,10,0,IBURA,0
25076,2014,1,8000155014,6,0,IBURA,0
25077,2014,1,8000229314,9,0,IBURA,0
25078,2014,1,8000232414,9,0,IBURA,0
25079,2014,1,8000293314,9,0,IBURA,0
25080,2014,1,8000325214,9,0,IBURA,0
25081,2014,1,8000326914,9,0,IBURA,0
25082,2014,1,8000421114,10,0,IBURA,0
25083,2014,1,8000433014,10,0,IBURA,0
25084,2014,1,8001078914,29,0,IBURA,1
25085,2014,1,8001011114,27,0,IBURA,1
25086,2014,1,8000252514,9,0,IBURA,0
25087,2014,1,8000783014,21,0,IBURA,1
25088,2014,1,8001060214,29,0,IBURA,0
25089,2014,1,8000565314,14,0,IBURA,1
25090,2014,1,8000454714,12,0,IBURA,0
25091,2014,1,8000584814,15,0,IBURA,0
25092,2014,1,8000373714,10,0,IBURA,1
25093,2014,1,8000558714,14,0,IBURA,1
25094,2014,1,8000003514,2,0,IBURA,1
25095,2014,1,8000096314,4,0,IBURA,1
25096,2014,1,8000308014,9,0,IBURA,0
25097,2014,1,8001072014,29,0,IBURA,0
25098,2014,1,8000854514,22,0,IBURA,0
25099,2014,1,8000751114,21,0,IBURA,0
25100,2014,1,8001017014,27,0,IBURA,0
25101,2014,1,8001127014,29,0,IBURA,0
25102,2014,1,8000076214,3,0,IBURA,0
25103,2014,1,8000001214,2,0,IBURA,0
25104,2014,1,8000444114,10,0,IBURA,0
25105,2014,1,8000449314,11,0,IBURA,0
25106,2014,1,8000528014,13,0,IBURA,0
25107,2014,1,8000170914,7,0,IBURA,1
25108,2013,2,8001504013,18,0,IBURA,0
25109,2014,1,8000235314,9,0,IBURA,0
25110,2014,1,8000964514,24,0,IBURA,0
25111,2014,1,8000749714,21,0,IBURA,0
25112,2014,1,8001053614,28,0,IBURA,1
25113,2014,1,8001279414,31,0,IBURA,0
25114,2014,1,8000943814,24,0,IBURA,0
25115,2014,1,8000840414,22,0,IBURA,0
25116,2014,1,8001009714,27,0,IBURA,0
25117,2014,1,8000327514,9,0,IBURA,0
25118,2014,1,8000450114,11,0,IBURA,0
25119,2014,1,8000451814,11,0,IBURA,0
25120,2014,1,8000648614,16,0,IBURA,0
25121,2014,1,8000850014,22,0,IBURA,0
25122,2014,1,8000862814,22,0,IBURA,0
25123,2014,1,8001085514,29,0,IBURA,0
25124,2014,1,8000957914,24,0,IBURA,0
25125,2014,1,8000068014,3,0,IBURA,0
25126,2014,1,8000852214,22,0,IBURA,0
25127,2014,1,8000815014,22,0,IBURA,0
25128,2014,1,8000814314,22,0,IBURA,0
25129,2014,1,8000688814,17,0,IBURA,0
25130,2014,1,8000435214,10,0,IBURA,0
25131,2014,1,8000851614,22,0,IBURA,0
25132,2014,1,8000079114,3,0,IBURA,1
25133,2014,1,8000071014,3,0,IBURA,0
25134,2014,1,8000033114,2,0,IBURA,0
25135,2014,1,8000034814,2,0,IBURA,0
25136,2014,1,8000067314,3,0,IBURA,0
25137,2014,1,8000111214,6,0,IBURA,0
25138,2014,1,8000112914,6,0,IBURA,0
25139,2014,1,8000115814,6,0,IBURA,0
25140,2014,1,8000117014,6,0,IBURA,0
25141,2014,1,8000118714,6,0,IBURA,0
25142,2014,1,8000122414,6,0,IBURA,0
25143,2014,1,8000339314,9,0,IBURA,0
25144,2014,1,8000043714,3,0,IBURA,1
25145,2014,1,8000074014,3,0,IBURA,0
25146,2014,1,8000078514,3,0,IBURA,1
25147,2014,1,8000409114,10,0,IBURA,0
25148,2014,1,8000077914,3,0,IBURA,1
25149,2014,1,8000932614,24,0,IBURA,0
25150,2014,1,8000911914,23,0,IBURA,0
25151,2014,1,8000845614,22,0,IBURA,0
25152,2014,1,8000465914,13,0,IBURA,0
25153,2014,1,8000837314,22,0,IBURA,0
25154,2014,1,8000541714,14,0,IBURA,0
25155,2014,1,8000847914,22,0,IBURA,0
25156,2014,1,8000833814,22,0,IBURA,0
25157,2014,1,8000842714,22,0,IBURA,0
25158,2014,1,8000841014,22,0,IBURA,0
25159,2014,1,8000950414,24,0,IBURA,0
25160,2014,1,8000835014,22,0,IBURA,0
25161,2014,1,8000844014,22,0,IBURA,0
25162,2014,1,8000955614,24,0,IBURA,0
25163,2014,1,8000965114,24,0,IBURA,0
25164,2014,1,8000963914,24,0,IBURA,0
25165,2014,1,8000953314,24,0,IBURA,0
25166,2014,1,8000948014,24,0,IBURA,0
25167,2014,1,8000830914,22,0,IBURA,0
25168,2014,1,8000831514,22,0,IBURA,0
25169,2014,1,8000949614,24,0,IBURA,0
25170,2014,1,8000414514,10,0,IBURA,0
25171,2014,1,8000416814,10,0,IBURA,0
25172,2014,1,8000413914,10,0,IBURA,0
25173,2014,1,8000550614,14,0,IBURA,0
25174,2014,1,8000886414,23,0,IBURA,0
25175,2014,1,8000552914,14,0,IBURA,0
25176,2014,1,8000551214,14,0,IBURA,0
25177,2014,1,8000959114,24,0,IBURA,0
25178,2014,1,8000829014,22,0,IBURA,0
25179,2014,1,8000687114,17,0,IBURA,0
25180,2014,1,8000549814,14,0,IBURA,0
25181,2014,1,8000827814,22,0,IBURA,0
25182,2014,1,8000437514,10,0,IBURA,0
25183,2014,1,8000119314,6,0,IBURA,0
25184,2014,1,8000632214,16,0,IBURA,0
25185,2014,1,8000501514,13,0,IBURA,0
25186,2014,1,8000553514,14,0,IBURA,0
25187,2014,1,8000537014,14,0,IBURA,0
25188,2014,1,8000646314,16,0,IBURA,0
25189,2014,1,8000645714,16,0,IBURA,0
25190,2014,1,8000644014,16,0,IBURA,0
25191,2014,1,8000832114,22,0,IBURA,0
25192,2014,1,8000389014,10,0,IBURA,0
25193,2014,1,8000412214,10,0,IBURA,0
25194,2014,1,8000466514,13,0,IBURA,0
25195,2014,1,8000516214,13,0,IBURA,0
25196,2014,1,8000571314,14,0,IBURA,0
25197,2014,1,8000659814,16,0,IBURA,0
25198,2014,1,8000404014,10,0,IBURA,0
25199,2014,1,8000073314,3,0,IBURA,0
25200,2014,1,8001037014,27,0,IBURA,0
25201,2014,1,8000226414,9,0,IBURA,0
25202,2014,1,8001030614,27,0,IBURA,0
25203,2014,1,8000358814,10,0,IBURA,0
25204,2014,1,8000072714,3,0,IBURA,0
25205,2013,12,8018983313,23,0,IBURA,0
25206,2013,12,8018984013,23,0,IBURA,0
25207,2013,12,8018810113,19,0,IBURA,0
25208,2013,12,8018368713,11,0,IBURA,0
25209,2013,12,8018435613,12,0,IBURA,0
25210,2013,12,8018953713,21,0,IBURA,0
25211,2013,12,8018306113,9,0,IBURA,0
25212,2013,12,8018672813,19,0,IBURA,0
25213,2013,12,8018887413,20,0,IBURA,0
25214,2013,12,8018684613,19,0,IBURA,0
25215,2013,12,8018681713,19,0,IBURA,0
25216,2013,12,8018852613,20,0,IBURA,0
25217,2013,12,8018541013,18,0,IBURA,0
25218,2013,12,8018269913,6,0,IBURA,0
25219,2013,12,8018537313,18,0,IBURA,0
25220,2013,12,8018267613,6,0,IBURA,0
25221,2013,12,8018264713,6,0,IBURA,0
25222,2013,12,8019045713,26,0,IBURA,0
25223,2013,12,8018395413,12,0,IBURA,0
25224,2013,12,8018193213,5,0,IBURA,0
25225,2013,12,8018538013,18,0,IBURA,0
25226,2013,12,8018919313,20,0,IBURA,0
25227,2013,12,8018920113,20,0,IBURA,1
25228,2013,12,8019052313,27,0,IBURA,0
25229,2013,12,8018302613,9,0,IBURA,0
25230,2013,12,8018329113,10,0,IBURA,1
25231,2013,12,8018686913,19,0,IBURA,0
25232,2013,12,8018814713,19,0,IBURA,0
25233,2013,12,8018531513,17,0,IBURA,0
25234,2013,12,8018525513,17,0,IBURA,0
25235,2013,12,8018464613,13,0,IBURA,0
25236,2013,12,8018391913,12,0,IBURA,0
25237,2013,12,8018535013,17,0,IBURA,0
25238,2013,12,8018804113,19,0,IBURA,0
25239,2013,12,8018805813,19,0,IBURA,0
25240,2013,1,8000280013,8,0,IBURA,0
