processo_numero;processo_ocorrencia
8018547316;Deslizamentos de Barreiras
8018545215;Deslizamentos de Barreiras
8018543816;Não há Ocorrência para essa Solicitação
8018543114;Não há Ocorrência para essa Solicitação
8018543015;Imoveis com Danos/Risco
8018543015;Deslizamentos de Barreiras
8018543015;Não há Ocorrência para essa Solicitação
8018541715;Deslizamentos de Barreiras
8018539215;Deslizamentos de Barreiras
8018537015;Deslizamentos de Barreiras
8018536116;Muro com Danos
8018535715;Deslizamentos de Barreiras
8018533415;Imoveis com Danos/Risco
8018533216;Deslizamentos de Barreiras
8018532014;Alagamentos
8018531115;Deslizamentos de Barreiras
8018531115;Arvores em Risco
8018529715;Imoveis com Danos/Risco
8018528717;Deslizamentos de Barreiras
8018527614;Invasao de Terreno de Auxilio Moradia
8018527415;Deslizamentos de Barreiras
8018527216;Imoveis com Danos/Risco
8018527216;Deslizamentos de Barreiras
8018526417;Imoveis com Danos/Risco
8018526417;Arvores em Risco
8018525115;Imoveis com Danos/Risco
8018525115;Deslizamentos de Barreiras
8018524316;Desabamento Parcial Imoveis
8018523915;Deslizamentos de Barreiras
8018523014;Muro com Danos
8018523014;Não há Ocorrência para essa Solicitação
8018521615;Deslizamentos de Barreiras
8018519115;Imoveis com Danos/Risco
8018517915;Deslizamentos de Barreiras
8018516016;Não há Ocorrência para essa Solicitação
8018515615;Muro com Danos
8018514219;Não há Ocorrência para essa Solicitação
8018513315;Deslizamentos de Barreiras
8018513315;Arvores em Risco
8018511015;Deslizamentos de Barreiras
8018510216;Arvores em Risco
8018509814;Não há Ocorrência para essa Solicitação
8018509615;Deslizamentos de Barreiras
8018507315;Deslizamentos de Barreiras
8018505015;Deslizamentos de Barreiras
8018502314;Imoveis com Danos/Risco
8018502115;Deslizamentos de Barreiras
8018500915;Deslizamentos de Barreiras
8018498415;Deslizamentos de Barreiras
8018497616;Deslizamentos de Barreiras
8018497014;Não há Ocorrência para essa Solicitação
8018496115;Muro com Danos
8018496115;Deslizamentos de Barreiras
8018495316;Não há Ocorrência para essa Solicitação
8018494915;Deslizamentos de Barreiras
8018493016;Não há Ocorrência para essa Solicitação
8018492615;Deslizamentos de Barreiras
8018491114;Não há Ocorrência para essa Solicitação
8018490315;Deslizamentos de Barreiras
8018488915;Muro com Danos
8018486814;Deslizamentos de Barreiras
8018486814;Imoveis com Danos/Risco
8018486615;Não há Ocorrência para essa Solicitação
8018484315;Deslizamentos de Barreiras
8018483914;Imoveis com Danos/Risco
8018483914;Deslizamentos de Barreiras
8018482015;Deslizamentos de Barreiras
8018481719;Não há Ocorrência para essa Solicitação
8018480815;Deslizamentos de Barreiras
8018478315;Deslizamentos de Barreiras
8018478315;Imoveis com Danos/Risco
8018478116;Não há Ocorrência para essa Solicitação
8018476015;Deslizamentos de Barreiras
8018475719;Não há Ocorrência para essa Solicitação
8018475614;Não há Ocorrência para essa Solicitação
8018474815;Invasao de Terreno de Auxilio Moradia
8018473016;Não há Ocorrência para essa Solicitação
8018472515;Deslizamentos de Barreiras
8018471014;Desabamento Total de Obras de Contencao/Drenagem
8018471014;Deslizamentos de Barreiras
8018470215;Muro com Danos
8018469614;Muro com Danos
8018468815;Deslizamentos de Barreiras
8018467016;Deslizamentos de Barreiras
8018466515;Imoveis com Danos/Risco
8018464215;Deslizamentos de Barreiras
8018462015;Deslizamentos de Barreiras
8018460715;Deslizamentos de Barreiras
8018458215;Deslizamentos de Barreiras
8018456015;Deslizamentos de Barreiras
8018454715;Deslizamentos de Barreiras
8018452719;Muro com Danos
8018452415;Deslizamentos de Barreiras
8018450314;Imoveis com Danos/Risco
8018450314;Deslizamentos de Barreiras
8018450115;Muro com Danos
8018448715;Muro com Danos
8018448715;Deslizamentos de Barreiras
8018446415;Imoveis com Danos/Risco
8018446415;Deslizamentos de Barreiras
8018446216;Não há Ocorrência para essa Solicitação
8018444115;Deslizamentos de Barreiras
8018443316;Não há Ocorrência para essa Solicitação
8018442915;Tombamento de Arvores
8018442915;Deslizamentos de Barreiras
8018441016;Não há Ocorrência para essa Solicitação
8018440615;Imoveis com Danos/Risco
8018440615;Deslizamentos de Barreiras
8018438115;Deslizamentos de Barreiras
8018438016;Imoveis com Danos/Risco
8018436915;Tombamento de Arvores
8018436915;Muro com Danos
8018436915;Imoveis com Danos/Risco
8018434615;Deslizamentos de Barreiras
8018434615;Imoveis com Danos/Risco
8018434416;Não há Ocorrência para essa Solicitação
8018433617;Não há Ocorrência para essa Solicitação
8018432315;Deslizamentos de Barreiras
8018432315;Imoveis com Danos/Risco
8018430916;Não há Ocorrência para essa Solicitação
8018430214;Imoveis Alagados
8018430214;Imoveis com Danos/Risco
8018430214;Transbordamentos de Canais
8018430015;Não há Ocorrência para essa Solicitação
8018428615;Deslizamentos de Barreiras
8018428416;Deslizamentos de Barreiras
8018426315;Deslizamentos de Barreiras
8018426315;Desabamento Total Imoveis
8018426116;Não há Ocorrência para essa Solicitação
8018424717;Não há Ocorrência para essa Solicitação
8018424319;Não há Ocorrência para essa Solicitação
8018424015;Tombamento de Arvores
8018424015;Imoveis com Danos/Risco
8018423216;Não há Ocorrência para essa Solicitação
8018422815;Deslizamentos de Barreiras
8018420515;Deslizamentos de Barreiras
8018420316;Imoveis com Danos/Risco
8018420316;Arvores em Risco
8018418015;Deslizamentos de Barreiras
8018417719;Não há Ocorrência para essa Solicitação
8018417216;Desabamento Parcial de Obras de Contencao/Drenagem
8018417216;Desabamento Parcial Imoveis
8018416815;Deslizamentos de Barreiras
8018416815;Muro com Danos
8018414515;Deslizamentos de Barreiras
8018414515;Desabamento Parcial Imoveis
8018414117;Não há Ocorrência para essa Solicitação
8018412215;Imoveis com Danos/Risco
8018412215;Imoveis Alagados
8018411416;Deslizamentos de Barreiras
8018410617;Não há Ocorrência para essa Solicitação
8018410015;Deslizamentos de Barreiras
8018408515;Deslizamentos de Barreiras
8018406917;Não há Ocorrência para essa Solicitação
8018406215;Deslizamentos de Barreiras
8018406215;Imoveis com Danos/Risco
8018404015;Imoveis com Danos/Risco
8018402715;Deslizamentos de Barreiras
8018402715;Desabamento Parcial Imoveis
8018400415;Deslizamentos de Barreiras
8018399919;Imoveis com Danos/Risco
8018398015;Imoveis com Danos/Risco
8018396715;Deslizamentos de Barreiras
8018396715;Desabamento Parcial Imoveis
8018396516;Não há Ocorrência para essa Solicitação
8018394415;Deslizamentos de Barreiras
8018392115;Deslizamentos de Barreiras
8018391714;Não há Ocorrência para essa Solicitação
8018390915;Deslizamentos de Barreiras
8018389916;Arvores em Risco
8018388415;Deslizamentos de Barreiras
8018386115;Desabamento Parcial Imoveis
8018386115;Deslizamentos de Barreiras
8018384915;Imoveis com Danos/Risco
8018384716;Deslizamentos de Barreiras
8018382919;Não há Ocorrência para essa Solicitação
8018382814;Imoveis com Danos/Risco
8018382615;Imoveis Alagados
8018382615;Alagamentos
8018380315;Deslizamentos de Barreiras
8018379316;Tombamento de Arvores
8018378915;Deslizamentos de Barreiras
8018377016;Não há Ocorrência para essa Solicitação
8018376615;Desabamento Total Imoveis
8018376615;Deslizamentos de Barreiras
8018375816;Deslizamentos de Barreiras
8018374315;Alagamentos
8018373914;Deslizamentos de Barreiras
8018373516;Não há Ocorrência para essa Solicitação
8018372015;Deslizamentos de Barreiras
8018370815;Alagamentos
8018370815;Imoveis Alagados
8018370616;Deslizamentos de Barreiras
8018370014;Não há Ocorrência para essa Solicitação
8018368315;Alagamentos
8018368315;Imoveis Alagados
8018367516;Deslizamentos de Barreiras
8018366214;Deslizamentos de Barreiras
8018366015;Alagamentos
8018366015;Imoveis com Danos/Risco
8018364815;Imoveis com Danos/Risco
8018362515;Alagamentos
8018361014;Invasao de Terreno de Auxilio Moradia
8018360215;Imoveis Alagados
8018360215;Alagamentos
8018358815;Deslizamentos de Barreiras
8018356515;Imoveis Alagados
8018356515;Alagamentos
8018356117;Não há Ocorrência para essa Solicitação
8018355716;Imoveis com Danos/Risco
8018355119;Não há Ocorrência para essa Solicitação
8018354215;Deslizamentos de Barreiras
8018353416;Deslizamentos de Barreiras
8018352015;Deslizamentos de Barreiras
8018351116;Não há Ocorrência para essa Solicitação
8018350715;Deslizamentos de Barreiras
8018349716;Não há Ocorrência para essa Solicitação
8018348215;Alagamentos
8018347416;Não há Ocorrência para essa Solicitação
8018346617;Não há Ocorrência para essa Solicitação
8018346015;Deslizamentos de Barreiras
8018345116;Deslizamentos de Barreiras
8018344317;Não há Ocorrência para essa Solicitação
8018343916;Deslizamentos de Barreiras
8018343015;Deslizamentos de Barreiras
8018341815;Imoveis com Danos/Risco
8018341616;Muro com Danos
8018339315;Imoveis com Danos/Risco
8018339116;Não há Ocorrência para essa Solicitação
8018337015;Imoveis com Danos/Risco
8018337015;Alagamentos
8018337015;Imoveis Alagados
8018336719;Não há Ocorrência para essa Solicitação
8018336216;Deslizamentos de Barreiras
8018335815;Deslizamentos de Barreiras
8018334016;Deslizamentos de Barreiras
8018333515;Transbordamentos de Canais
8018332716;Deslizamentos de Barreiras
8018331215;Transbordamentos de Canais
8018329815;Deslizamentos de Barreiras
8018327515;Deslizamentos de Barreiras
8018327316;Deslizamentos de Barreiras
8018325215;Deslizamentos de Barreiras
8018325016;Deslizamentos de Barreiras
8018323015;Não há Ocorrência para essa Solicitação
8018323015;Deslizamentos de Barreiras
8018321715;Arvores em Risco
8018321019;Imoveis com Danos/Risco
8018320916;Deslizamentos de Barreiras
8018319215;Deslizamentos de Barreiras
8018318416;Não há Ocorrência para essa Solicitação
8018317015;Deslizamentos de Barreiras
8018315715;Deslizamentos de Barreiras
8018314214;Muro com Danos
8018313415;Deslizamentos de Barreiras
8018311115;Deslizamentos de Barreiras
8018309715;Deslizamentos de Barreiras
8018309516;Invasao de Terreno de Auxilio Moradia
8018308214;Não há Ocorrência para essa Solicitação
8018307415;Deslizamentos de Barreiras
8018305115;Deslizamentos de Barreiras
8018303915;Deslizamentos de Barreiras
8018303014;Arvores em Risco
8018301615;Deslizamentos de Barreiras
8018301416;Muro com Danos
8018301416;Imoveis com Danos/Risco
8018301416;Deslizamentos de Barreiras
8018298515;Deslizamentos de Barreiras
8018297716;Imoveis com Danos/Risco
8018297716;Deslizamentos de Barreiras
8018296215;Desabamento Parcial Imoveis
8018295416;Arvores em Risco
8018294219;Desabamento Parcial Imoveis
8018294015;Imoveis com Danos/Risco
8018292715;Imoveis com Danos/Risco
8018292715;Deslizamentos de Barreiras
8018290415;Deslizamentos de Barreiras
8018288816;Não há Ocorrência para essa Solicitação
8018288015;Deslizamentos de Barreiras
8018286715;Arvores em Risco
8018286516;Deslizamentos de Barreiras
8018284415;Deslizamentos de Barreiras
8018284216;Não há Ocorrência para essa Solicitação
8018282314;Não há Ocorrência para essa Solicitação
8018281316;Não há Ocorrência para essa Solicitação
8018279916;Imoveis com Danos/Risco
8018279916;Deslizamentos de Barreiras
8018279214;Imoveis com Danos/Risco
8018279015;Muro com Danos
8018277815;Muro com Danos
8018277014;Não há Ocorrência para essa Solicitação
8018275714;Não há Ocorrência para essa Solicitação
8018275515;Muro com Danos
8018275316;Não há Ocorrência para essa Solicitação
8018273519;Não há Ocorrência para essa Solicitação
8018273519;Deslizamentos de Barreiras
8018273414;Deslizamentos de Barreiras
8018273215;Deslizamentos de Barreiras
8018273016;Deslizamentos de Barreiras
8018273016;Imoveis com Danos/Risco
8018273016;Arvores em Risco
8018271816;Não há Ocorrência para essa Solicitação
8018270514;Não há Ocorrência para essa Solicitação
8018268716;Deslizamentos de Barreiras
8018268716;Não há Ocorrência para essa Solicitação
8018263715;Não há Ocorrência para essa Solicitação
8018262214;Deslizamentos de Barreiras
8018256916;Invasao de Terreno de Auxilio Moradia
8018256916;Arvores em Risco
8018256916;Deslizamentos de Barreiras
8018254616;Deslizamentos de Barreiras
8018254616;Não há Ocorrência para essa Solicitação
8018252819;Arvores em Risco
8018252316;Não há Ocorrência para essa Solicitação
8018251318;Não há Ocorrência para essa Solicitação
8018248014;Não há Ocorrência para essa Solicitação
8018245014;Imoveis com Danos/Risco
8018241116;Não há Ocorrência para essa Solicitação
8018237416;Deslizamentos de Barreiras
8018233916;Deslizamentos de Barreiras
8018233214;Imoveis com Danos/Risco
8018232415;Não há Ocorrência para essa Solicitação
8018231417;Não há Ocorrência para essa Solicitação
8018228516;Deslizamentos de Barreiras
8018226216;Deslizamentos de Barreiras
8018224817;Não há Ocorrência para essa Solicitação
8018224016;Deslizamentos de Barreiras
8018221917;Arvores em Risco
8018221016;Deslizamentos de Barreiras
8018221016;Muro com Danos
8018218016;Imoveis com Danos/Risco
8018214615;Muro com Danos
8018214615;Deslizamentos de Barreiras
8018213219;Deslizamentos de Barreiras
8018213219;Não há Ocorrência para essa Solicitação
8018212315;Deslizamentos de Barreiras
8018212017;Não há Ocorrência para essa Solicitação
8018211516;Muro com Danos
8018210717;Não há Ocorrência para essa Solicitação
8018209215;Não há Ocorrência para essa Solicitação
8018209016;Não há Ocorrência para essa Solicitação
8018207816;Deslizamentos de Barreiras
8018207015;Não há Ocorrência para essa Solicitação
8018205914;Não há Ocorrência para essa Solicitação
8018205914;Deslizamentos de Barreiras
8018205715;Não há Ocorrência para essa Solicitação
8018205317;Não há Ocorrência para essa Solicitação
8018205317;Deslizamentos de Barreiras
8018204916;Deslizamentos de Barreiras
8018202616;Imoveis com Danos/Risco
8018199317;Não há Ocorrência para essa Solicitação
8018197216;Deslizamentos de Barreiras
8018196417;Não há Ocorrência para essa Solicitação
8018196019;Deslizamentos de Barreiras
8018193716;Invasao de Terreno de Auxilio Moradia
8018193517;Não há Ocorrência para essa Solicitação
8018190816;Deslizamentos de Barreiras
8018190114;Imoveis com Danos/Risco
8018188117;Não há Ocorrência para essa Solicitação
8018186215;Não há Ocorrência para essa Solicitação
8018184816;Deslizamentos de Barreiras
8018180216;Não há Ocorrência para essa Solicitação
8018180216;Deslizamentos de Barreiras
8018178114;Muro com Danos
8018177116;Não há Ocorrência para essa Solicitação
8018176019;Arvores em Risco
8018175015;Não há Ocorrência para essa Solicitação
8018174216;Tombamento de Arvores
8018172618;Não há Ocorrência para essa Solicitação
8018172016;Não há Ocorrência para essa Solicitação
8018170716;Deslizamentos de Barreiras
8018168216;Tombamento de Arvores
8018166016;Invasao de Terreno de Auxilio Moradia
8018165515;Imoveis com Danos/Risco
8018164716;Não há Ocorrência para essa Solicitação
8018164119;Não há Ocorrência para essa Solicitação
8018161816;Deslizamentos de Barreiras
8018161816;Imoveis com Danos/Risco
8018161219;Não há Ocorrência para essa Solicitação
8018159515;Não há Ocorrência para essa Solicitação
8018156416;Imoveis com Danos/Risco
8018154116;Não há Ocorrência para essa Solicitação
8018153715;Não há Ocorrência para essa Solicitação
8018153118;Imoveis com Danos/Risco
8018152717;Não há Ocorrência para essa Solicitação
8018151216;Arvores em Risco
8018151216;Deslizamentos de Barreiras
8018148116;Deslizamentos de Barreiras
8018147715;Deslizamentos de Barreiras
8018144815;Não há Ocorrência para essa Solicitação
8018143314;Imoveis com Danos/Risco
8018142316;Desabamento Total de Obras de Contencao/Drenagem
8018140215;Arvores em Risco
8018140016;Tombamento de Arvores
8018140016;Arvores em Risco
8018137817;Não há Ocorrência para essa Solicitação
8018137016;Deslizamentos de Barreiras
8018133416;Deslizamentos de Barreiras
8018132015;Não há Ocorrência para essa Solicitação
8018128215;Imoveis com Danos/Risco
8018124516;Não há Ocorrência para essa Solicitação
8018121616;Deslizamentos de Barreiras
8018120618;Não há Ocorrência para essa Solicitação
8018118516;Muro com Danos
8018117015;Deslizamentos de Barreiras
8018116216;Não há Ocorrência para essa Solicitação
8018115417;Não há Ocorrência para essa Solicitação
8018113515;Deslizamentos de Barreiras
8018113316;Deslizamentos de Barreiras
8018111215;Não há Ocorrência para essa Solicitação
8018111016;Deslizamentos de Barreiras
8018109616;Arvores em Risco
8018108419;Não há Ocorrência para essa Solicitação
8018107316;Não há Ocorrência para essa Solicitação
8018103816;Não há Ocorrência para essa Solicitação
8018103015;Não há Ocorrência para essa Solicitação
8018100916;Não há Ocorrência para essa Solicitação
8018099414;Deslizamentos de Barreiras
8018099215;Deslizamentos de Barreiras
8018098416;Deslizamentos de Barreiras
8018098416;Arvores em Risco
8018096315;Imoveis com Danos/Risco
8018096315;Deslizamentos de Barreiras
8018095516;Não há Ocorrência para essa Solicitação
8018093415;Deslizamentos de Barreiras
8018093216;Deslizamentos de Barreiras
8018091016;Não há Ocorrência para essa Solicitação
8018089914;Não há Ocorrência para essa Solicitação
8018089516;Não há Ocorrência para essa Solicitação
8018087216;Deslizamentos de Barreiras
8018084515;Deslizamentos de Barreiras
8018084316;Tombamento de Arvores
8018082215;Não há Ocorrência para essa Solicitação
8018082016;Não há Ocorrência para essa Solicitação
8018080816;Deslizamentos de Barreiras
8018080816;Não há Ocorrência para essa Solicitação
8018080015;Deslizamentos de Barreiras
8018078515;Não há Ocorrência para essa Solicitação
8018078316;Não há Ocorrência para essa Solicitação
8018076215;Arvores em Risco
8018075814;Imoveis com Danos/Risco
8018074816;Não há Ocorrência para essa Solicitação
8018074015;Imoveis com Danos/Risco
8018072715;Deslizamentos de Barreiras
8018072516;Deslizamentos de Barreiras
8018072317;Imoveis com Danos/Risco
8018070415;Não há Ocorrência para essa Solicitação
8018070216;Arvores em Risco
8018068816;Tombamento de Arvores
8018068114;Desabamento Parcial Imoveis
8018066516;Não há Ocorrência para essa Solicitação
8018063616;Não há Ocorrência para essa Solicitação
8018061316;Não há Ocorrência para essa Solicitação
8018061316;Deslizamentos de Barreiras
8018059214;Não há Ocorrência para essa Solicitação
8018058216;Deslizamentos de Barreiras
8018058216;Não há Ocorrência para essa Solicitação
8018056016;Imoveis com Danos/Risco
8018055819;Não há Ocorrência para essa Solicitação
8018054716;Deslizamentos de Barreiras
8018052416;Deslizamentos de Barreiras
8018051114;Desabamento Parcial Imoveis
8018050116;Não há Ocorrência para essa Solicitação
8018048716;Imoveis com Danos/Risco
8018048014;Não há Ocorrência para essa Solicitação
8018047917;Não há Ocorrência para essa Solicitação
8018047215;Desabamento Parcial Imoveis
8018046416;Não há Ocorrência para essa Solicitação
8018045114;Não há Ocorrência para essa Solicitação
8018044116;Não há Ocorrência para essa Solicitação
8018043715;Não há Ocorrência para essa Solicitação
8018042916;Arvores em Risco
8018041415;Não há Ocorrência para essa Solicitação
8018039816;Deslizamentos de Barreiras
8018039015;Deslizamentos de Barreiras
8018037914;Não há Ocorrência para essa Solicitação
8018037516;Não há Ocorrência para essa Solicitação
8018036015;Não há Ocorrência para essa Solicitação
8018035719;Não há Ocorrência para essa Solicitação
8018035216;Imoveis com Danos/Risco
8018035216;Deslizamentos de Barreiras
8018033115;Imoveis com Danos/Risco
8018033016;Deslizamentos de Barreiras
8018033016;Não há Ocorrência para essa Solicitação
8018031915;Imoveis com Danos/Risco
8018031716;Deslizamentos de Barreiras
8018031119;Muro com Danos
8018029415;Muro com Danos
8018028616;Alagamentos
8018027115;Deslizamentos de Barreiras
8018026316;Deslizamentos de Barreiras
8018025915;Deslizamentos de Barreiras
8018025915;Arvores em Risco
8018024016;Não há Ocorrência para essa Solicitação
8018023814;Imoveis com Danos/Risco
8018023615;Deslizamentos de Barreiras
8018023615;Imoveis com Danos/Risco
8018022816;Arvores em Risco
8018022617;Não há Ocorrência para essa Solicitação
8018021315;Deslizamentos de Barreiras
8018020516;Deslizamentos de Barreiras
8018020317;Não há Ocorrência para essa Solicitação
8018019915;Não há Ocorrência para essa Solicitação
8018019915;Deslizamentos de Barreiras
8018019014;Imoveis com Danos/Risco
8018018917;Não há Ocorrência para essa Solicitação
8018018016;Deslizamentos de Barreiras
8018017814;Imoveis com Danos/Risco
8018017615;Não há Ocorrência para essa Solicitação
8018017018;Não há Ocorrência para essa Solicitação
8018016816;Deslizamentos de Barreiras
8018016617;Não há Ocorrência para essa Solicitação
8018014715;Arvores em Risco
8018014516;Não há Ocorrência para essa Solicitação
8018012216;Não há Ocorrência para essa Solicitação
8018011014;Imoveis com Danos/Risco
8018010115;Não há Ocorrência para essa Solicitação
8018010016;Deslizamentos de Barreiras
8018009619;Não há Ocorrência para essa Solicitação
8018009514;Imoveis com Danos/Risco
8018008715;Muro com Danos
8018008516;Não há Ocorrência para essa Solicitação
8018007319;Não há Ocorrência para essa Solicitação
8018006415;Não há Ocorrência para essa Solicitação
8018006216;Deslizamentos de Barreiras
8018004016;Desabamento Parcial Imoveis
8018002716;Deslizamentos de Barreiras
8018001215;Não há Ocorrência para essa Solicitação
8018001215;Imoveis com Danos/Risco
8018000416;Deslizamentos de Barreiras
8017998315;Não há Ocorrência para essa Solicitação
8017998116;Deslizamentos de Barreiras
8017996916;Não há Ocorrência para essa Solicitação
8017996015;Imoveis com Danos/Risco
8017994815;Não há Ocorrência para essa Solicitação
8017994616;Não há Ocorrência para essa Solicitação
8017993314;Muro com Danos
8017992819;Não há Ocorrência para essa Solicitação
8017992515;Deslizamentos de Barreiras
8017992316;Deslizamentos de Barreiras
8017992117;Não há Ocorrência para essa Solicitação
8017990519;Não há Ocorrência para essa Solicitação
8017990016;Deslizamentos de Barreiras
8017990016;Arvores em Risco
8017988616;Deslizamentos de Barreiras
8017986316;Deslizamentos de Barreiras
8017986117;Não há Ocorrência para essa Solicitação
8017984718;Imoveis com Danos/Risco
8017984016;Deslizamentos de Barreiras
8017982816;Deslizamentos de Barreiras
8017980715;Não há Ocorrência para essa Solicitação
8017980516;Deslizamentos de Barreiras
8017978016;Deslizamentos de Barreiras
8017977615;Deslizamentos de Barreiras
8017977217;Não há Ocorrência para essa Solicitação
8017976816;Imoveis com Danos/Risco
8017976816;Deslizamentos de Barreiras
8017975315;Deslizamentos de Barreiras
8017974516;Deslizamentos de Barreiras
8017974317;Imoveis com Danos/Risco
8017972918;Imoveis com Danos/Risco
8017972216;Deslizamentos de Barreiras
8017970115;Deslizamentos de Barreiras
8017970115;Muro com Danos
8017970016;Tombamento de Postes
8017968516;Deslizamentos de Barreiras
8017967015;Deslizamentos de Barreiras
8017966614;Deslizamentos de Barreiras
8017966216;Não há Ocorrência para essa Solicitação
8017966216;Deslizamentos de Barreiras
8017965815;Deslizamentos de Barreiras
8017964016;Deslizamentos de Barreiras
8017963515;Deslizamentos de Barreiras
8017962716;Deslizamentos de Barreiras
8017960416;Deslizamentos de Barreiras
8017959815;Não há Ocorrência para essa Solicitação
8017959014;Não há Ocorrência para essa Solicitação
8017958016;Deslizamentos de Barreiras
8017957515;Deslizamentos de Barreiras
8017956716;Deslizamentos de Barreiras
8017955215;Deslizamentos de Barreiras
8017954416;Deslizamentos de Barreiras
8017954416;Não há Ocorrência para essa Solicitação
8017952116;Deslizamentos de Barreiras
8017952116;Não há Ocorrência para essa Solicitação
8017951715;Desabamento Total Imoveis
8017950916;Deslizamentos de Barreiras
8017948416;Deslizamentos de Barreiras
8017947015;Deslizamentos de Barreiras
8017946116;Deslizamentos de Barreiras
8017945715;Deslizamentos de Barreiras
8017944916;Deslizamentos de Barreiras
8017942815;Deslizamentos de Barreiras
8017942616;Deslizamentos de Barreiras
8017940714;Não há Ocorrência para essa Solicitação
8017940316;Deslizamentos de Barreiras
8017939715;Imoveis com Danos/Risco
8017939715;Deslizamentos de Barreiras
8017938916;Deslizamentos de Barreiras
8017938916;Arvores em Risco
8017937614;Não há Ocorrência para essa Solicitação
8017937415;Não há Ocorrência para essa Solicitação
8017936616;Deslizamentos de Barreiras
8017934316;Deslizamentos de Barreiras
8017934316;Alagamentos
8017934117;Imoveis com Danos/Risco
8017932519;Não há Ocorrência para essa Solicitação
8017932414;Não há Ocorrência para essa Solicitação
8017932016;Deslizamentos de Barreiras
8017931615;Deslizamentos de Barreiras
8017930816;Deslizamentos de Barreiras
8017929115;Não há Ocorrência para essa Solicitação
8017928316;Deslizamentos de Barreiras
8017927915;Imoveis com Danos/Risco
8017926016;Deslizamentos de Barreiras
8017925615;Imoveis com Danos/Risco
8017924816;Deslizamentos de Barreiras
8017923315;Postes em Risco
8017923315;Deslizamentos de Barreiras
8017922516;Deslizamentos de Barreiras
8017921015;Não há Ocorrência para essa Solicitação
8017920216;Deslizamentos de Barreiras
8017919615;Deslizamentos de Barreiras
8017918816;Deslizamentos de Barreiras
8017917315;Deslizamentos de Barreiras
8017916516;Deslizamentos de Barreiras
8017915015;Muro com Danos
8017914216;Deslizamentos de Barreiras
8017913815;Deslizamentos de Barreiras
8017912016;Deslizamentos de Barreiras
8017910716;Deslizamentos de Barreiras
8017909518;Imoveis com Danos/Risco
8017908216;Imoveis com Danos/Risco
8017906314;Deslizamentos de Barreiras
8017906016;Deslizamentos de Barreiras
8017905117;Não há Ocorrência para essa Solicitação
8017904716;Desabamento Parcial Imoveis
8017902814;Não há Ocorrência para essa Solicitação
8017902416;Não há Ocorrência para essa Solicitação
8017902416;Deslizamentos de Barreiras
8017900315;Deslizamentos de Barreiras
8017900116;Não há Ocorrência para essa Solicitação
8017900116;Deslizamentos de Barreiras
8017898915;Imoveis com Danos/Risco
8017898716;Deslizamentos de Barreiras
8017896919;Arvores em Risco
8017896615;Tombamento de Arvores
8017896416;Desabamento Total de Obras de Contencao/Drenagem
8017894116;Deslizamentos de Barreiras
8017892916;Deslizamentos de Barreiras
8017892214;Invasao de Terreno de Auxilio Moradia
8017890616;Deslizamentos de Barreiras
8017889219;Deslizamentos de Barreiras
8017889114;Muro com Danos
8017888315;Deslizamentos de Barreiras
8017888116;Alagamentos
8017887914;Não há Ocorrência para essa Solicitação
8017886916;Deslizamentos de Barreiras
8017886015;Imoveis com Danos/Risco
8017884616;Alagamentos
8017884014;Imoveis com Danos/Risco
8017883115;Não há Ocorrência para essa Solicitação
8017882316;Arvores em Risco
8017880519;Não há Ocorrência para essa Solicitação
8017880016;Não há Ocorrência para essa Solicitação
8017879415;Deslizamentos de Barreiras
8017878616;Deslizamentos de Barreiras
8017876819;Não há Ocorrência para essa Solicitação
8017876316;Deslizamentos de Barreiras
8017875915;Não há Ocorrência para essa Solicitação
8017874016;Deslizamentos de Barreiras
8017872816;Não há Ocorrência para essa Solicitação
8017872015;Não há Ocorrência para essa Solicitação
8017870516;Deslizamentos de Barreiras
8017869119;Muro com Danos
8017868215;Não há Ocorrência para essa Solicitação
8017868016;Deslizamentos de Barreiras
8017866816;Deslizamentos de Barreiras
8017866617;Não há Ocorrência para essa Solicitação
8017866219;Não há Ocorrência para essa Solicitação
8017864516;Arvores em Risco
8017864019;Não há Ocorrência para essa Solicitação
8017862216;Deslizamentos de Barreiras
8017861815;Não há Ocorrência para essa Solicitação
8017861019;Não há Ocorrência para essa Solicitação
8017860817;Não há Ocorrência para essa Solicitação
8017860016;Não há Ocorrência para essa Solicitação
8017859315;Não há Ocorrência para essa Solicitação
8017858516;Deslizamentos de Barreiras
8017857319;Não há Ocorrência para essa Solicitação
8017857015;Não há Ocorrência para essa Solicitação
8017856614;Arvores em Risco
8017856216;Deslizamentos de Barreiras
8017854016;Alagamentos
8017853819;Não há Ocorrência para essa Solicitação
8017853515;Arvores em Risco
8017853117;Não há Ocorrência para essa Solicitação
8017852716;Imoveis com Danos/Risco
8017850416;Deslizamentos de Barreiras
8017850018;Muro com Danos
8017850018;Arvores em Risco
8017850018;Imoveis com Danos/Risco
8017849815;Não há Ocorrência para essa Solicitação
8017848419;Não há Ocorrência para essa Solicitação
8017848016;Imoveis com Danos/Risco
8017848016;Deslizamentos de Barreiras
8017846716;Deslizamentos de Barreiras
8017844416;Desabamento Total Imoveis
8017843219;Não há Ocorrência para essa Solicitação
8017842116;Deslizamentos de Barreiras
8017840916;Deslizamentos de Barreiras
8017839917;Imoveis com Danos/Risco
8017838919;Arvores em Risco
8017838615;Deslizamentos de Barreiras
8017838416;Deslizamentos de Barreiras
8017837114;Não há Ocorrência para essa Solicitação
