,ID,event
459,8140019219,0
460,8139988519,0
461,8139848919,0
462,8139781318,0
463,8139749019,0
464,8139716519,0
465,8139671318,0
466,8139638419,0
467,8139618319,0
468,8139610418,0
469,8139602019,0
470,8139556018,1
471,8139548519,0
472,8139522818,0
473,8139518919,0
474,8139515019,0
475,8139510819,0
476,8139493818,0
477,8139467718,0
478,8139464818,0
479,8139423018,1
480,8139412619,0
481,8139385018,1
482,8139301019,0
483,8139276519,0
484,8139255819,0
485,8139241719,0
486,8139192619,0
487,8139182019,0
488,8139168819,0
489,8139158219,0
490,8139118019,0
491,8139102719,0
492,8138983118,0
493,8138949619,0
494,8138912519,0
495,8138817418,0
496,8138750718,0
497,8138609218,0
498,8138567619,0
499,8138555018,0
500,8138546919,0
501,8138478518,0
502,8138422819,0
503,8138387819,0
504,8138383219,0
505,8138264319,0
506,8138230318,0
507,8138206319,0
508,8138189119,0
509,8138189119,0
510,8138174618,0
511,8138137119,1
512,8137984219,0
513,8137932219,0
514,8137861018,0
515,8137822219,0
516,8137779019,0
517,8137759018,0
518,8137734619,0
519,8137719719,0
520,8137703319,0
521,8137703319,0
522,8137598519,0
523,8137594019,0
524,8137533218,0
525,8137487018,0
526,8137484118,0
527,8137480618,0
528,8137437119,0
529,8137386018,0
530,8137345019,0
531,8137286319,0
532,8137203218,0
533,8137133219,1
534,8137108018,0
535,8137098219,0
536,8137096019,0
537,8137088719,0
538,8137080818,0
539,8137070019,0
540,8137057618,0
541,8136974518,0
542,8136968518,0
543,8136968518,0
544,8136960219,0
545,8136958018,0
546,8136936419,0
547,8136910718,0
548,8136897018,1
549,8136853119,0
550,8136754518,0
551,8136741919,0
552,8136738819,0
553,8136711418,0
554,8136704818,0
555,8136593118,0
556,8136585918,0
557,8136547018,0
558,8136534518,0
559,8136489018,0
560,8136441718,0
561,8136424319,0
562,8136379018,0
563,8136375418,0
564,8136327819,0
565,8136303119,1
566,8136191919,0
567,8136186519,0
568,8136180719,0
569,8136171819,0
570,8136152319,0
571,8136149219,0
572,8136144019,0
573,8136130019,1
574,8136125818,0
575,8136078819,0
576,8136018519,0
577,8136005218,0
578,8136000018,1
579,8135815018,0
580,8135813619,0
581,8135802618,0
582,8135761818,0
583,8135761818,0
584,8135754019,0
585,8135737018,0
586,8135713318,0
587,8135652219,0
588,8135644019,1
589,8135641019,0
590,8135572919,0
591,8135561719,0
592,8135556518,0
593,8135528118,0
594,8135490418,0
595,8135373619,0
596,8135265919,0
597,8135262019,0
598,8135247218,0
599,8135247218,0
600,8135214718,0
601,8135140119,0
602,8135125418,0
603,8135073219,0
604,8135073219,0
605,8135031018,0
606,8134992419,0
607,8134992419,0
608,8134920518,0
609,8134830419,0
610,8134824419,0
611,8134824419,0
612,8134805019,0
613,8134789419,0
614,8134716719,0
615,8134677119,0
616,8134628019,0
617,8134596119,0
618,8134596119,0
619,8134579118,0
620,8134509119,0
621,8134458819,0
622,8134427718,0
623,8134388118,0
624,8134388019,0
625,8134263418,0
626,8134248319,0
627,8134227619,0
628,8134081318,0
629,8134079918,0
630,8134060618,0
631,8134020219,0
632,8133992019,0
633,8133974219,0
634,8133949819,0
635,8133945219,0
636,8133934019,0
637,8133933618,0
638,8133933618,0
639,8133913319,0
640,8133906719,0
641,8133896119,0
642,8133869618,0
643,8133849518,0
644,8133847218,0
645,8133830218,0
646,8133736419,0
647,8133591818,0
648,8133545419,0
649,8133355218,0
650,8133321018,0
651,8133319618,0
652,8133286919,0
653,8133251218,0
654,8133228919,0
655,8133208819,0
656,8133205919,0
657,8133175219,0
658,8133153018,0
659,8133035619,0
660,8132990618,0
661,8132964518,0
662,8132952718,0
663,8132896819,0
664,8132821018,0
665,8132812018,0
666,8132785119,0
667,8132652119,0
668,8132650919,0
669,8132611518,0
670,8132585219,0
671,8132585219,0
672,8132582518,0
673,8132559119,0
674,8132522218,0
675,8132492618,0
676,8132466319,0
677,8132429218,0
678,8132417219,0
679,8132388418,0
680,8132385319,0
681,8132374318,0
682,8132346018,0
683,8132336219,0
684,8132323819,0
685,8132236018,0
686,8132173818,0
687,8132145418,0
688,8132138818,0
689,8132135719,0
690,8132102119,0
691,8132043519,0
692,8132015119,0
693,8131994619,0
694,8131983618,0
695,8131966219,0
696,8131962719,0
697,8131959619,0
698,8131807318,0
699,8131755119,0
700,8131709118,0
701,8131623018,0
702,8131607418,0
703,8131591919,0
704,8131586718,0
705,8131576118,0
706,8131576118,0
707,8131570119,0
708,8131566419,0
709,8131554818,0
710,8131552319,0
711,8131545719,0
712,8131537419,0
713,8131505519,0
714,8131458719,0
715,8131400919,0
716,8131395519,0
717,8131354918,0
718,8131344119,0
719,8131250719,0
720,8131217118,0
721,8131216319,0
722,8131183819,0
723,8131172619,0
724,8131104019,0
725,8131086219,0
726,8131078019,0
727,8131058919,0
728,8130957019,0
729,8130896019,0
730,8130868719,0
731,8130763218,0
732,8130746919,0
733,8130744619,0
734,8130717919,0
735,8130685019,0
736,8130579519,0
737,8130565419,0
738,8130565419,0
739,8130562519,0
740,8130556718,0
741,8130552019,0
742,8130547818,0
743,8130530619,0
744,8130510519,0
745,8130454819,0
746,8130354319,0
747,8130349118,0
748,8130339419,0
749,8130301719,0
750,8130296518,0
751,8130284718,0
752,8130284718,0
753,8130279119,0
754,8130241419,0
755,8130236218,0
756,8130098918,0
757,8130087519,0
758,8130063919,0
759,8129846319,0
760,8129839918,0
761,8129816918,0
762,8129782718,0
763,8129777318,0
764,8129743118,0
765,8129708118,0
766,8129697819,0
767,8129573719,0
768,8129496219,0
769,8129488019,0
770,8129447119,0
771,8129430119,0
772,8129429518,0
773,8129421219,0
774,8129395119,0
775,8129259218,0
776,8129247418,0
777,8129245118,0
778,8129234018,0
779,8129234018,0
780,8129202018,0
781,8129200818,0
782,8129193019,0
783,8129176819,0
784,8129123318,0
785,8129086018,0
786,8129080218,0
787,8129069918,0
788,8129019118,0
789,8128883219,0
790,8128874319,0
791,8128870819,0
792,8128863119,0
793,8128753318,0
794,8128697618,0
795,8128608119,0
796,8128600019,0
797,8128577919,0
798,8128567518,0
799,8128566719,0
800,8128558618,0
801,8128536019,0
802,8128457319,0
803,8128452119,0
804,8128439718,0
805,8128425419,0
806,8128334919,0
807,8128312519,0
808,8128284119,0
809,8128204819,0
810,8128202519,0
811,8128201018,0
812,8128147419,0
813,8128144718,0
814,8128143919,0
815,8128112619,0
816,8128110319,0
817,8128070119,0
818,8128049219,0
819,8128016719,0
820,8128004919,0
821,8127992418,0
822,8127968419,0
823,8127933619,0
824,8127927619,0
825,8127895719,0
826,8127827119,0
827,8127803519,0
828,8127785918,0
829,8127761019,0
830,8127673419,0
831,8127643819,0
832,8127640018,0
833,8127584318,0
834,8127544118,0
835,8127538019,0
836,8127523219,0
837,8127511618,0
838,8127482419,0
839,8127467519,0
840,8127381518,0
841,8127321019,0
842,8127286019,0
843,8127266118,0
844,8127248318,0
845,8127230519,0
846,8127224519,1
847,8127217018,0
848,8127215818,0
849,8127199019,0
850,8127197018,0
851,8127186619,0
852,8127186619,0
853,8127111818,0
854,8127075019,0
855,8127071419,0
856,8127067719,0
857,8127061919,0
858,8127043019,0
859,8127014218,0
860,8127001619,0
861,8127000118,0
862,8126999319,0
863,8126988119,0
864,8126984619,0
865,8126976319,0
866,8126967419,0
867,8126948118,0
868,8126938419,0
869,8126929519,0
870,8126915419,0
871,8126869219,0
872,8126865719,0
873,8126841019,0
874,8126836918,0
875,8126806218,0
876,8126785319,0
877,8126782419,0
878,8126755719,0
879,8126690418,0
880,8126663519,0
881,8126663519,0
882,8126642819,0
883,8126583119,0
884,8126542319,0
885,8126532819,0
886,8126513319,0
887,8126506918,0
888,8126505019,0
889,8126503018,0
890,8126498618,0
891,8126480018,0
892,8126458418,0
893,8126455518,0
894,8126446419,0
895,8126440818,0
896,8126404118,0
897,8126386119,0
898,8126371419,0
899,8126361018,0
900,8126324818,0
901,8126308218,0
902,8126262019,0
903,8126223519,0
904,8126215219,0
905,8126196018,0
906,8126139618,0
907,8126109819,0
908,8126070419,0
909,8125947118,0
910,8125947118,0
911,8125923518,0
912,8125920618,0
913,8125910919,0
914,8125907819,0
915,8125898919,0
916,8125864719,0
917,8125852919,0
918,8125779019,0
919,8125719719,0
920,8125682619,0
921,8125661919,0
922,8125656519,0
923,8125644719,0
924,8125633519,0
925,8125605318,0
926,8125598519,0
927,8125577018,0
928,8125559019,1
929,8125513019,0
930,8125494519,1
931,8125464919,0
932,8125455019,0
933,8125447918,0
934,8125422419,0
935,8125422419,0
936,8125416419,0
937,8125414119,0
938,8125410619,0
939,8125404619,0
940,8125374019,0
941,8125306419,0
942,8125301219,0
943,8125285918,0
944,8125266418,0
945,8125216519,0
946,8125192919,0
947,8125161619,0
948,8125143819,0
949,8125131019,0
950,8125113119,1
951,8125088918,0
952,8125057419,0
953,8125050019,0
954,8125040419,0
955,8125010018,0
956,8124997319,0
957,8124997319,0
958,8124995019,0
959,8124995019,0
960,8124991519,0
961,8124968319,0
962,8124951518,0
963,8124949018,0
964,8124949018,0
965,8124941819,0
966,8124941819,1
967,8124936419,0
968,8124928119,0
969,8124912819,0
970,8124907419,0
971,8124883018,0
972,8124832618,0
973,8124828719,0
974,8124826419,0
975,8124696518,0
976,8124671019,0
977,8124664419,0
978,8124656119,0
979,8124641419,0
980,8124575119,0
981,8124471119,0
982,8124454019,0
983,8124444419,0
984,8124444419,0
985,8124442119,0
986,8124442119,0
987,8124432818,0
988,8124417719,0
989,8124394719,0
990,8124329218,0
991,8124325519,0
992,8124323219,0
993,8124316619,0
994,8124310819,0
995,8124260218,0
996,8124160818,0
997,8124135119,0
998,8124122719,0
999,8124030519,0
1000,8123985119,0
1001,8123966719,0
1002,8123963819,0
1003,8123922019,0
1004,8123920719,0
1005,8123872219,0
1006,8123870019,0
1007,8123809919,0
1008,8123805319,0
1009,8123793519,0
1010,8123755619,0
1011,8123712718,0
1012,8123712519,0
1013,8123695319,0
1014,8123691819,0
1015,8123686419,0
1016,8123684119,0
1017,8123678119,0
1018,8123667019,0
1019,8123656819,0
1020,8123600418,0
1021,8123581018,0
1022,8123581018,0
1023,8123566018,0
1024,8123566018,0
1025,8123550718,0
1026,8123550519,0
1027,8123518419,0
1028,8123469319,0
1029,8123454619,0
1030,8123354318,0
1031,8123353519,0
1032,8123294919,0
1033,8123289519,0
1034,8123281618,0
1035,8123262019,0
1036,8123262019,0
1037,8123255319,0
1038,8123243519,1
1039,8123230019,0
1040,8123196719,0
1041,8123194419,0
1042,8123150719,0
1043,8123123019,0
1044,8123120019,0
1045,8123116319,0
1046,8123114019,0
1047,8123108019,1
1048,8123087319,0
1049,8123079019,0
1050,8123075519,0
1051,8123014818,0
1052,8122989319,0
1053,8122976018,0
1054,8122956819,0
1055,8122890719,0
1056,8122880318,0
1057,8122880318,0
1058,8122854019,0
1059,8122846819,0
1060,8122778219,0
1061,8122743419,0
1062,8122733919,0
1063,8122716719,0
1064,8122712119,0
1065,8122706119,0
1066,8122673619,0
1067,8122644619,0
1068,8122644619,0
1069,8122614019,0
1070,8122604419,0
1071,8122602119,1
1072,8122580819,0
1073,8122563619,0
1074,8122557619,0
1075,8122526319,0
1076,8122478919,0
1077,8122422518,0
1078,8122422518,0
1079,8122418619,0
1080,8122408019,0
1081,8122268618,0
1082,8122218918,0
1083,8122191119,0
1084,8122171019,0
1085,8122160919,0
1086,8122129618,0
1087,8122118219,1
1088,8122089219,0
1089,8122076018,0
1090,8121868018,0
1091,8121864219,0
1092,8121842919,0
1093,8121829219,0
1094,8121821318,0
1095,8121808519,0
1096,8121777219,0
1097,8121758018,0
1098,8121729819,0
1099,8121716319,0
1100,8121661419,0
1101,8121652519,0
1102,8121652519,0
1103,8121646718,0
1104,8121623519,0
1105,8121579818,1
1106,8121527619,1
1107,8121490519,0
1108,8121458419,0
1109,8121440819,0
1110,8121398318,0
1111,8121389219,0
1112,8121376819,0
1113,8121352119,0
1114,8121323318,0
1115,8121312019,0
1116,8121293519,0
1117,8121201518,0
1118,8121189518,0
1119,8121142719,0
1120,8121122619,0
1121,8121119519,0
1122,8121098819,0
1123,8121098819,0
1124,8121096718,0
1125,8121096718,0
1126,8121074318,0
1127,8121073519,0
1128,8121043018,0
1129,8121024618,0
1130,8121019218,0
1131,8120996219,0
1132,8120919819,0
1133,8120848319,0
1134,8120819319,0
1135,8120798619,0
1136,8120796319,0
1137,8120788019,0
1138,8120786819,0
1139,8120780019,0
1140,8120777919,0
1141,8120774019,0
1142,8120747219,0
1143,8120692319,0
1144,8120688619,0
1145,8120596618,0
1146,8120524319,0
1147,8120515618,0
1148,8120507119,0
1149,8120503818,0
1150,8120496019,0
1151,8120489319,1
1152,8120489319,0
1153,8120442719,1
1154,8120213018,0
1155,8120147718,0
1156,8120053019,0
1157,8120040818,0
1158,8119967219,0
1159,8119943017,0
1160,8119941717,1
1161,8119939217,0
1162,8119937017,0
1163,8119911719,0
1164,8119862619,0
1165,8119846019,0
1166,8119812217,0
1167,8119808318,0
1168,8119776219,0
1169,8119765417,0
1170,8119732519,0
1171,8119653018,0
1172,8119653018,0
1173,8119650018,0
1174,8119610719,0
1175,8119594119,0
1176,8119593917,0
1177,8119543117,0
1178,8119522417,0
1179,8119514819,0
1180,8119376618,0
1181,8119374119,0
1182,8119320919,0
1183,8119183119,0
1184,8119170719,0
1185,8119022819,0
1186,8118976018,0
1187,8118874218,0
1188,8118827617,0
1189,8118827617,0
1190,8118822218,0
1191,8118819019,0
1192,8118814819,0
1193,8118814117,0
1194,8118797017,0
1195,8118791117,0
1196,8118789319,0
1197,8118750317,0
1198,8118709317,0
1199,8118705817,0
1200,8118687017,0
1201,8118655719,0
1202,8118626017,0
1203,8118617018,0
1204,8118593517,0
1205,8118584418,0
1206,8118557519,0
1207,8118531017,0
1208,8118511917,0
1209,8118494319,0
1210,8118480418,0
1211,8118467619,0
1212,8118451219,0
1213,8118392818,0
1214,8118386818,0
1215,8118337917,0
1216,8118333317,0
1217,8118325017,0
1218,8118286119,0
1219,8118255018,0
1220,8118255018,0
1221,8118255018,1
1222,8118253017,0
1223,8118245717,1
1224,8118245717,0
1225,8118242817,0
1226,8118240517,0
1227,8118240318,0
1228,8118235117,0
1229,8118234318,0
1230,8118210917,0
1231,8118210519,0
1232,8118209918,0
1233,8118207817,0
1234,8118195619,0
1235,8118192918,0
1236,8118172619,1
1237,8118171317,0
1238,8118142317,0
1239,8118100917,0
1240,8118012919,0
1241,8117988219,0
1242,8117983019,0
1243,8117960417,0
1244,8117958017,0
1245,8117953419,0
1246,8117861617,0
1247,8117849219,0
1248,8117796818,0
1249,8117759717,0
1250,8117740417,0
1251,8117722418,0
1252,8117661319,0
1253,8117658219,0
1254,8117622819,0
1255,8117617419,0
1256,8117614718,0
1257,8117533718,0
1258,8117518017,0
1259,8117518017,0
1260,8117518017,0
1261,8117503919,0
1262,8117498519,0
1263,8117494019,0
1264,8117479218,0
1265,8117470319,0
1266,8117463017,0
1267,8117461817,0
1268,8117459317,0
1269,8117457017,0
1270,8117455817,0
1271,8117453517,0
1272,8117451217,0
1273,8117446917,0
1274,8117433417,0
1275,8117426618,0
1276,8117392219,0
1277,8117382918,0
1278,8117345419,0
1279,8117334219,0
1280,8117318918,0
1281,8117277919,0
1282,8117275017,0
1283,8117254919,0
1284,8117228819,0
1285,8117219018,0
1286,8117208918,0
1287,8117183618,0
1288,8117177419,0
1289,8117177419,0
1290,8117169119,0
1291,8117142017,0
1292,8117134518,0
1293,8117111518,0
1294,8117101117,0
1295,8117101117,0
1296,8117057919,0
1297,8117047319,0
1298,8117027219,0
1299,8117011919,0
1300,8117011919,0
1301,8117008117,0
1302,8117000719,0
1303,8116997819,0
1304,8116997117,0
1305,8116994919,0
1306,8116989519,0
1307,8116986619,0
1308,8116975618,0
1309,8116904019,0
1310,8116880717,0
1311,8116864117,0
1312,8116862917,0
1313,8116854219,0
1314,8116838719,0
1315,8116794317,0
1316,8116781917,0
1317,8116769917,0
1318,8116730517,0
1319,8116704019,0
1320,8116699719,0
1321,8116683717,0
1322,8116678317,0
1323,8116569619,0
1324,8116536218,0
1325,8116509319,0
1326,8116416519,0
1327,8116407818,0
1328,8116352918,1
1329,8116295717,0
1330,8116283718,0
1331,8116234817,0
1332,8116220319,0
1333,8116187818,0
1334,8116164017,0
1335,8116098518,0
1336,8116065018,1
1337,8116062919,0
1338,8116042018,0
1339,8116042018,0
1340,8116022017,0
1341,8115951419,0
1342,8115939618,0
1343,8115936718,0
1344,8115936718,0
1345,8115901719,0
1346,8115888417,0
1347,8115883919,0
1348,8115883018,0
1349,8115880019,0
1350,8115823818,0
1351,8115795617,0
1352,8115731618,0
1353,8115725419,0
1354,8115677118,0
1355,8115668019,0
1356,8115635519,0
1357,8115631317,0
1358,8115619118,0
1359,8115619118,0
1360,8115612917,0
1361,8115612917,0
1362,8115601319,0
1363,8115592419,0
1364,8115565918,0
1365,8115552617,0
1366,8115548917,0
1367,8115548917,0
1368,8115531718,0
1369,8115525917,1
1370,8115521019,0
1371,8115514518,0
1372,8115474119,0
1373,8115426017,0
1374,8115401618,0
1375,8115387119,1
1376,8115382019,0
1377,8115377619,0
1378,8115363519,0
1379,8115360818,0
1380,8115327919,0
1381,8115327217,0
1382,8115318019,0
1383,8115305519,0
1384,8115285817,0
1385,8115251617,0
1386,8115215619,0
1387,8115214317,0
1388,8115180117,0
1389,8115158219,0
1390,8115142217,0
1391,8115119719,0
1392,8115114718,0
1393,8115092517,0
1394,8115040517,0
1395,8114995117,0
1396,8114960118,0
1397,8114951019,0
1398,8114877519,1
1399,8114867019,1
1400,8114803119,0
1401,8114801018,0
1402,8114799419,0
1403,8114795919,1
1404,8114726017,0
1405,8114692917,0
1406,8114507717,0
1407,8114462019,0
1408,8114455319,0
1409,8114446618,0
1410,8114440017,0
1411,8114386318,0
1412,8114378217,0
1413,8114370819,0
1414,8114354418,0
1415,8114311119,0
1416,8114294019,0
1417,8114284419,0
1418,8114252519,0
1419,8114249817,0
1420,8114230517,0
1421,8114217718,0
1422,8114197817,0
1423,8114195517,0
1424,8114191017,0
1425,8114189119,0
1426,8114158919,0
1427,8114153719,0
1428,8114054018,0
1429,8114036019,0
1430,8114007019,0
1431,8114004318,0
1432,8113978219,0
1433,8113959117,0
1434,8113955219,0
1435,8113943817,0
1436,8113934519,0
1437,8113928917,0
1438,8113905718,0
1439,8113903617,0
1440,8113888518,0
1441,8113885618,0
1442,8113869217,0
1443,8113838017,0
1444,8113816219,0
1445,8113808317,0
1446,8113793219,0
1447,8113740619,0
1448,8113728818,0
1449,8113722018,0
1450,8113719017,0
1451,8113710019,0
1452,8113697518,0
1453,8113697319,0
1454,8113681019,0
1455,8113639717,0
1456,8113626217,1
1457,8113600317,0
1458,8113571019,0
1459,8113504218,0
1460,8113478118,0
1461,8113446019,0
1462,8113431518,0
1463,8113428617,0
1464,8113426019,0
1465,8113395719,0
1466,8113349917,0
1467,8113345317,0
1468,8113338717,0
1469,8113335419,0
1470,8113330418,0
1471,8113329817,0
1472,8113329419,0
1473,8113321717,0
1474,8113315717,0
1475,8113315518,0
1476,8113286717,0
1477,8113273919,0
1478,8113262918,0
1479,8113247819,0
1480,8113235019,0
1481,8113235019,0
1482,8113179219,0
1483,8113177019,0
1484,8113147518,0
1485,8113145019,0
1486,8113128217,0
1487,8113127418,0
1488,8113127418,0
1489,8113107517,0
1490,8113091819,0
1491,8113074619,0
1492,8113074619,0
1493,8113032119,0
1494,8113012417,0
1495,8113010018,0
1496,8112921719,0
1497,8112882119,0
